### Level-3 GRACE/GRACE-FO M-SSA solution of surface mass density anomalies, expressed in Equivalent Water Height (EWH)
# Solution processed following the method proposed by Gauer et al. , in revision for Journal of Geophysical Research - Solid Earth, 2023
# Combined solution computed using Level-2 GRACE/GRACE-FO gravity fields provided by the CSR, GFZ, ITSG TU-GRAZ and JPL processing centers
# Period : 2003-01 to 2022-09
# Units: EWH [cm]
# 
# Stokes coefficients C1.0, C1.1 and S1.1 have been added following TN-13
# Stokes coefficient C2.0 has been replaced following TN-14
# Stokes coefficient C3.0 has been replaced following TN-14  for the 2012-03 to 2022-09 period
# TN are provided here : https://podaac-tools.jpl.nasa.gov/drive/files/allData/gracefo/docs/
# 
lon;lat;EWH
0.0;-90.0;0.33344144723247976
0.0;-89.0;0.13238312855447504
0.0;-88.0;-0.0029766895153708096
0.0;-87.0;0.08614401661478062
0.0;-86.0;0.29897992933344886
0.0;-85.0;0.37637076326458097
0.0;-84.0;0.4141531708628355
0.0;-83.0;0.5343699789853835
0.0;-82.0;0.6228759730474402
0.0;-81.0;0.7441317327389281
0.0;-80.0;0.8387332753755014
0.0;-79.0;0.8439695192138729
0.0;-78.0;0.7295326023774443
0.0;-77.0;0.4605449316631519
0.0;-76.0;0.4908147074601421
0.0;-75.0;1.2465612975222504
0.0;-74.0;3.1205805709692807
0.0;-73.0;5.344378162876475
0.0;-72.0;6.238734968051484
0.0;-71.0;5.206770702238456
0.0;-70.0;2.8681147328019136
0.0;-69.0;0.6188303616237593
0.0;-68.0;-0.20339154667382178
0.0;-67.0;-0.12243058219360933
0.0;-66.0;0.43852405689867846
0.0;-65.0;0.6124738428249865
0.0;-64.0;0.3740358693011706
0.0;-63.0;0.27017905520375135
0.0;-62.0;0.07264642017685133
0.0;-61.0;0.276142074555082
0.0;-60.0;0.3553602532250234
0.0;-59.0;0.4060545203047168
0.0;-58.0;0.5307385939847395
0.0;-57.0;0.5021345642375075
0.0;-56.0;0.540265494733889
0.0;-55.0;0.5083095280851602
0.0;-54.0;0.6173144313214797
0.0;-53.0;0.7600337138164363
0.0;-52.0;0.5916262681113231
0.0;-51.0;0.5328756628781145
0.0;-50.0;0.5508710731973147
0.0;-49.0;0.5079374776767632
0.0;-48.0;0.44428868349390366
0.0;-47.0;0.43582646435865935
0.0;-46.0;0.33216205441191976
0.0;-45.0;0.5255200021167541
0.0;-44.0;0.5122792627030935
0.0;-43.0;0.5705557506395863
0.0;-42.0;0.6031077725854197
0.0;-41.0;0.537850669523255
0.0;-40.0;0.6034853260039947
0.0;-39.0;0.5546506861162618
0.0;-38.0;0.5373241507704998
0.0;-37.0;0.5195729499491284
0.0;-36.0;0.16739623325182326
0.0;-35.0;0.12145783497020547
0.0;-34.0;0.23726177171538626
0.0;-33.0;0.3281080425490665
0.0;-32.0;0.38967843899500654
0.0;-31.0;0.3640221550944138
0.0;-30.0;0.24088342750511416
0.0;-29.0;0.22531080829418637
0.0;-28.0;0.40690594777580474
0.0;-27.0;0.4728029735414779
0.0;-26.0;0.3192074172743654
0.0;-25.0;0.20485463942403623
0.0;-24.0;0.40647659839708794
0.0;-23.0;0.4751066370418582
0.0;-22.0;0.5654737655833846
0.0;-21.0;0.653776674649041
0.0;-20.0;0.6697694540944896
0.0;-19.0;0.6176773961193729
0.0;-18.0;0.703778491459325
0.0;-17.0;0.7448947524140856
0.0;-16.0;0.7488114692258896
0.0;-15.0;0.6309202600357838
0.0;-14.0;0.5430656827725602
0.0;-13.0;0.24833968493493397
0.0;-12.0;0.1803731712844788
0.0;-11.0;0.18683166982164823
0.0;-10.0;0.22563892184864384
0.0;-9.0;0.3419854051424767
0.0;-8.0;0.45199638644120155
0.0;-7.0;0.40383449435216645
0.0;-6.0;0.25092277186133916
0.0;-5.0;0.20117600478205294
0.0;-4.0;0.1679604808404253
0.0;-3.0;0.259483292677673
0.0;-2.0;0.2985855353724618
0.0;-1.0;0.32976457601043296
0.0;0.0;0.4134965028991475
0.0;1.0;0.2819937159874219
0.0;2.0;0.44226997487888176
0.0;3.0;0.38290900918103143
0.0;4.0;0.23906073300284605
0.0;5.0;0.19176768187257734
0.0;6.0;-0.40356787781494846
0.0;7.0;-0.9774123662966674
0.0;8.0;-1.4387015097697862
0.0;9.0;-1.3569010535268593
0.0;10.0;-0.8433583535778151
0.0;11.0;0.04108853806634438
0.0;12.0;0.6989175391661374
0.0;13.0;1.1620252699128208
0.0;14.0;1.140583962238913
0.0;15.0;0.8581279226826909
0.0;16.0;0.1788126070961101
0.0;17.0;0.1973273142360219
0.0;18.0;0.19683034854751577
0.0;19.0;0.19377402781998662
0.0;20.0;0.20209927649417858
0.0;21.0;0.1925817510906808
0.0;22.0;0.32508899013630904
0.0;23.0;0.2778484004427613
0.0;24.0;0.5694052137391471
0.0;25.0;0.6713809852305861
0.0;26.0;0.5423494738548202
0.0;27.0;0.43088270866103395
0.0;28.0;0.1633571600602535
0.0;29.0;0.13692939923269248
0.0;30.0;0.38893097633216817
0.0;31.0;0.48735292911629513
0.0;32.0;0.5597015955787871
0.0;33.0;0.7503214153174708
0.0;34.0;0.7421049010819272
0.0;35.0;0.5408464373070498
0.0;36.0;0.2409083307576442
0.0;37.0;0.20539433433437165
0.0;38.0;0.1908625684893415
0.0;39.0;0.15728028297856841
0.0;40.0;0.22042364224571245
0.0;41.0;0.3418320688965889
0.0;42.0;0.43708966997593857
0.0;43.0;0.3691142867746604
0.0;44.0;0.32723996459185956
0.0;45.0;0.23134010329120838
0.0;46.0;0.27274767782748927
0.0;47.0;0.3486347463585643
