,Observed GMSL [lower],Observed GMSL [mean],Observed GMSL [upper],Sum of contributors [lower],Sum of contributors [mean],Sum of contributors [upper],Steric [lower],Steric [mean],Steric [upper],Glaciers [lower],Glaciers [mean],Glaciers [upper],Greenland Ice Sheet [lower],Greenland Ice Sheet [mean],Greenland Ice Sheet [upper],Antarctic Ice Sheet [lower],Antarctic Ice Sheet [mean],Antarctic Ice Sheet [upper],Terrestrial Water Storage [lower],Terrestrial Water Storage [mean],Terrestrial Water Storage [upper],Reservoir impoundment [lower],Reservoir impoundment [mean],Reservoir impoundment [upper],Groundwater depletion [lower],Groundwater depletion [mean],Groundwater depletion [upper],Natural TWS [lower],Natural TWS [mean],Natural TWS [upper],Altimetry [lower],Altimetry [mean],Altimetry [upper]
1970,"-97,0336429715599","-84,9043726436803","-72,3443218565578","-80,1321105957031","-69,3980102539063","-58,5493392944336","-37,0866928100586","-34,4797821044922","-31,4940547943115","-27,3999996185303","-21,5511035919189","-13,3999996185303","-13,8000001907349","-11,1017360687256","-8,64999961853027","-7,94999980926514","-5,69660377502441","-3,34999990463257","-2,04999995231628","3,46351909637451","9,10000038146973","9,05000019073486","13,8841342926025","18,8500003814697","-10,6499996185303","-7,81126880645752","-4,84999990463257","-6,15000009536743","-3,82716965675354","-1,45000004768372",,,
1971,"-84,7474495426664","-72,7613965752163","-60,0593452231067","-77,8345489501953","-67,6887512207031","-57,0261535644531","-34,2811622619629","-32,3661918640137","-29,9324607849121","-26,8500003814697","-21,0833225250244","-13,0500001907349","-13,25","-10,6160554885864","-8,25","-7,80000019073486","-5,64149618148804","-3,34999990463257","-3,45000004768372","2,05781126022339","7,44999980926514","8,69999980926514","13,4477462768555","18,25","-10,4499998092651","-7,65374660491943","-4,75","-7,15000009536743","-4,95760202407837","-2,70000004768372",,,
1972,"-90,3555091127003","-78,4880142330549","-65,8192246398901","-76,4630737304688","-66,6008834838867","-56,3223724365234","-32,7649459838867","-31,2297840118408","-28,5278396606445","-26,4500007629394","-21,041805267334","-13,1999998092651","-13,5500001907349","-10,9183597564697","-8,55000019073486","-7,75","-5,58688879013062","-3,29999995231628",-3,"2,21430563926697","7,34999990463257","8,19999980926514","12,7030210494995","17,2999992370606","-10,1999998092651","-7,47228002548218","-4,59999990463257","-6,25","-4,23748970031738","-1,95000004768372",,,
1973,"-96,0254654517488","-83,2453676890826","-70,7546040069958","-76,8260803222656","-67,1278610229492","-56,6484756469727","-33,0665817260742","-30,4710998535156","-27,4811916351318","-26,2000007629394","-20,7678737640381","-13,1999998092651","-13,3999996185303","-10,9673109054565","-8,69999980926514","-7,65000009536743","-5,533118724823","-3,29999995231628","-4,40000009536743","0,658904671669006","5,65000009536743","7,80000019073486","12,1445684432983","16,5499992370606","-10,0500001907349","-7,33519124984741","-4,5","-7,44999980926514","-5,37920808792114","-3,09999990463257",,,
1974,"-89,2770663536945","-76,7789044153547","-64,2358342443935","-80,2600860595703","-70,7619171142578","-60,5836639404297","-32,2573089599609","-29,4983177185059","-26,1597213745117","-25,75","-20,3597183227539","-13,0500001907349","-13,0500001907349","-10,7262649536133","-8,44999980926514","-7,55000019073486","-5,47868251800537","-3,25","-9,39999961853027","-4,62443733215332","0,150000005960465","7,19999980926514","11,2998781204224","15,5","-9,85000038146973","-7,19554233551025","-4,40000009536743",-12,"-9,98402786254883","-7,59999990463257",,,
1975,"-79,8173519996272","-68,1208105652144","-56,1592341941841","-74,6926193237305","-65,8218460083008","-56,1626777648926","-28,7084712982178","-27,0093364715576","-24,0769691467285","-25,3500003814697","-20,0441570281982",-13,"-13,0500001907349","-10,6700868606567","-8,44999980926514","-7,40000009536743","-5,42494630813599","-3,25","-7,44999980926514","-2,60790205001831","2,04999995231628","6,84999990463257","10,828070640564","14,8500003814697","-9,60000038146973","-6,99841976165772","-4,25","-9,85000038146973","-7,68708562850952","-5,40000009536743",,,
1976,"-89,15255434201","-78,0958287928324","-66,6936435406515","-75,5628204345703","-65,7903900146484","-55,1183586120605","-30,2882423400879","-27,3948936462402","-22,385066986084","-25,1499996185303","-19,9175777435303",-13,"-13,1999998092651","-10,8467817306519","-8,64999961853027","-7,34999990463257","-5,36997604370117","-3,25","-6,84999990463257","-2,19648838043213","2,25","6,55000019073486","10,3517694473267","14,25","-9,39999961853027","-6,84500122070313","-4,15000009536743",-9,"-6,95035696029663","-4,65000009536743",,,
1977,"-84,8394196023222","-73,4610832110235","-61,824005665718","-72,4053955078125","-63,111198425293","-53,2035140991211","-29,1346740722656","-26,2074241638184","-21,9510440826416","-24,4500007629394","-19,3583812713623","-12,5500001907349","-13,1000003814697","-10,8426094055176","-8,80000019073486","-7,25","-5,31653308868408","-3,25","-5,75","-1,32666909694672","3,09999990463257","6,09999990463257","9,71285533905029","13,3999996185303","-9,19999980926514","-6,66391134262085",-4,"-7,65000009536743","-5,61846685409546","-3,34999990463257",,,
1978,"-88,8153011468321","-78,1371043046887","-66,7270170488922","-75,1148300170898","-65,0845718383789","-54,6103591918945","-30,5372676849365","-25,8825416564941","-20,8207683563232","-23,7000007629394","-18,7526397705078","-12,1999998092651","-12,9499998092651","-10,7660894393921","-8,69999980926514","-7,15000009536743","-5,26205110549927","-3,20000004768372","-8,60000038146973","-4,34893703460693","-0,150000005960465","5,65000009536743","9,05540657043457","12,5500001907349","-9,05000019073486","-6,52600193023682","-3,90000009536743","-10,1999998092651","-8,13386154174805","-5,80000019073486",,,
1979,"-79,9207120473718","-68,2542075498973","-56,9593495402796","-75,6350555419922","-65,2159729003906","-53,6738052368164","-31,1256847381592","-26,2327289581299","-19,438570022583","-22,7000007629394","-18,1292114257813","-11,5","-12,75","-10,6571407318115","-8,64999961853027","-7,05000019073486","-5,20769882202148","-3,20000004768372","-9,10000038146973","-4,91507387161255","-0,949999988079071","5,30000019073486","8,61532402038574",12,"-8,80000019073486","-6,34281730651856","-3,79999995231628","-10,6499996185303","-8,44412422180176","-6,15000009536743",,,
1980,"-81,5141979396527","-70,5558023966038","-59,0000189102489","-67,8798675537109","-59,2900581359863","-50,4651412963867","-25,6109371185303","-23,102029800415","-19,7749176025391","-22,2999992370605","-17,6875076293945","-11,3500003814697","-12,3999996185303","-10,3681497573853","-8,39999961853027",-7,"-5,15338659286499","-3,15000009536743","-6,94999980926514","-2,91020178794861","0,949999988079071","4,90000009536743","8,06053829193115","11,25","-8,55000019073486","-6,15703725814819","-3,65000009536743","-8,35000038146973","-6,06521511077881","-3,75",,,
1981,"-64,2926388729881","-53,3749720730904","-42,1887697911548","-67,6962661743164","-59,4904899597168","-51,1315689086914","-26,1012020111084","-23,4769783020019","-20,8518524169922",-22,"-17,2354907989502","-11,1499996185303","-11,8500003814697","-9,84093284606934","-7,90000009536743","-6,94999980926514","-5,09927415847778","-3,15000009536743","-7,59999990463257","-3,76499509811401","-0,100000001490116","4,34999990463257","7,31017541885376","10,3500003814697","-8,35000038146973","-5,95066165924072","-3,45000004768372","-8,75","-6,38127136230469","-4,15000009536743",,,
1982,"-72,4210531541354","-61,6258329673576","-50,6775131884533","-68,7534332275391","-60,3660392761231","-51,6909942626953","-27,6134567260742","-24,7959880828857","-21,0038795471191","-21,5","-16,8574657440186","-10,8500003814697","-11,3999996185303","-9,45376110076904","-7,5","-6,84999990463257","-5,04456758499146","-3,09999990463257","-7,90000009536743","-4,13998222351074","-0,550000011920929","4,15000009536743","6,96629667282105","9,94999980926514","-8,05000019073486","-5,73711490631104","-3,29999995231628","-8,75","-6,62533330917358","-4,34999990463257",,,
1983,"-69,0471916705705","-58,2316447432601","-47,1378891669994","-70,0081939697266","-60,8504867553711","-51,0665969848633","-30,0512523651123","-26,2221946716309","-21,0331897735596","-21,2999992370605","-16,609697341919","-10,8999996185303","-11,6999998092651","-9,68694972991943","-7,75","-6,75","-4,99115180969238","-3,09999990463257","-6,90000009536743","-3,27022886276245","0,25","3,75","6,49040699005127","9,35000038146973","-7,84999990463257","-5,55240249633789","-3,15000009536743","-7,65000009536743","-5,46249628067017","-3,09999990463257",,,
1984,"-69,4058072631599","-58,5520539561791","-47,892287714686","-71,1159362792969","-61,0249099731445","-51,3709335327148","-31,5907611846924","-25,93332862854","-20,9846572875977","-20,5499992370606","-16,0170764923096","-10,6000003814697","-11,75","-9,82217121124268",-8,"-6,69999980926514","-4,93604612350464","-3,04999995231628","-7,80000019073486","-4,24309158325195","-0,850000023841858","3,40000009536743","6,01416349411011","8,80000019073486","-7,65000009536743","-5,38098096847534","-3,04999995231628","-8,39999961853027","-6,13423490524292","-3,84999990463257",,,
1985,"-74,011201452724","-64,1774129758791","-53,8626704997235","-67,920539855957","-59,342700958252","-50,651741027832","-28,2662315368652","-24,255558013916","-20,3139114379883","-19,8999996185303","-15,4776725769043","-10,0500001907349","-11,3999996185303","-9,61028480529785","-7,80000019073486","-6,65000009536743","-4,8826699256897","-3,04999995231628","-8,35000038146973","-5,04300928115845","-1,85000002384186","3,09999990463257","5,64810800552368","8,35000038146973","-7,40000009536743","-5,19377279281616","-2,90000009536743","-8,80000019073486","-6,75428342819214","-4,55000019073486",,,
1986,"-66,7908544645915","-56,8762686389741","-46,9292030247583","-64,7870025634766","-57,3953132629395","-49,5029106140137","-24,3298740386963","-22,5791339874268","-19,5860767364502","-19,5","-15,1290092468262","-9,75","-11,1499996185303","-9,43539237976074","-7,69999980926514","-6,59999990463257","-4,82749748229981",-3,"-8,44999980926514","-5,348708152771","-2,25","2,59999990463257","4,90799474716187","7,40000009536743","-7,15000009536743","-5,02185153961182","-2,75","-8,55000019073486","-6,49382066726685","-4,25",,,
1987,"-69,6003560096569","-59,4440105725934","-49,2162859213395","-61,868522644043","-54,2368659973145","-46,2229957580566","-25,0423851013184","-22,7514801025391","-19,1266937255859","-19,0499992370606","-14,8093729019165","-9,69999980926514","-11,1000003814697","-9,43642616271973","-7,69999980926514","-6,55000019073486","-4,77335023880005","-2,95000004768372","-5,40000009536743","-2,39538717269897","0,600000023841858","2,20000004768372","4,38950443267822","6,75","-6,90000009536743","-4,7859001159668","-2,54999995231628","-5,40000009536743","-3,25309300422668","-0,949999988079071",,,
1988,"-72,69957060264","-62,0667956876169","-51,6883498566328","-60,5976676940918","-52,9583396911621","-45,4491004943848","-24,89919090271","-21,7001304626465","-18,7113361358643","-18,5499992370606","-14,3458518981934","-9,5","-10,8000001907349","-9,1643648147583","-7,5","-6,44999980926514","-4,71889686584473","-2,90000009536743","-6,05000019073486","-2,95502710342407",0,"1,89999997615814","3,98834657669067","6,30000019073486","-6,59999990463257","-4,54694509506226","-2,34999990463257","-5,90000009536743","-3,65167117118835","-1,29999995231628",,,
1989,"-64,497199946215","-54,9392179084318","-45,5490403256091","-62,130615234375","-54,4165802001953","-46,3818054199219","-25,8303070068359","-22,1361179351807","-18,407958984375","-17,8999996185303","-13,8162393569946","-9,14999961853027","-10,3999996185303","-8,80120849609375","-7,15000009536743","-6,34999990463257","-4,66561985015869","-2,84999990463257","-7,75","-4,92372226715088","-2,04999995231628","1,64999997615814","3,67584705352783","5,90000009536743","-6,30000019073486","-4,26452589035034","-2,15000009536743","-7,75","-5,5918173789978","-3,34999990463257",,,
1990,"-61,665978359097","-51,6767467423499","-41,222095166251","-60,8596801757813","-53,0470199584961","-45,0873565673828","-26,0827560424805","-22,0145206451416","-18,354118347168","-16,8500003814697","-12,9512786865234","-8,75","-10,1999998092651","-8,59201240539551","-7,05000019073486","-6,30000019073486","-4,61025190353394","-2,79999995231628","-7,59999990463257","-4,80340337753296","-2,09999990463257","1,39999997615814","3,34890532493591","5,5","-5,94999980926514","-3,98477697372436","-1,89999997615814","-7,59999990463257","-5,42502737045288","-3,15000009536743",,,
1991,"-72,9625316793525","-59,2402429134789","-45,1911950715718","-55,2706909179688","-48,7404594421387","-42,1134948730469","-21,4078311920166","-19,3201141357422","-17,2255001068115","-16,1000003814697","-12,28005027771","-8,39999961853027","-9,94999980926514","-8,40636348724365","-6,90000009536743","-6,25","-4,5569543838501","-2,75","-6,84999990463257","-4,10218095779419","-1,45000004768372","1,14999997615814","3,04669690132141","5,15000009536743","-5,69999980926514","-3,76664662361145","-1,70000004768372","-6,75","-4,63958644866943","-2,45000004768372",,,
1992,"-70,5075481996068","-59,8817471980951","-49,0729537170515","-54,454460144043","-47,3032760620117","-39,6741714477539","-22,7363624572754","-19,3772926330566","-15,5241785049438","-15,6999998092651","-12,1089525222778","-8,19999980926514","-10,0500001907349","-8,64811611175537","-7,34999990463257","-6,44999980926514","-4,71453046798706","-2,84999990463257","-5,05000019073486","-2,38276934623718","0,100000001490116","0,850000023841858","2,66937279701233","4,69999980926514","-5,40000009536743","-3,52106857299805","-1,45000004768372","-4,84999990463257","-2,78646278381348","-0,550000011920929",,,
1993,"-68,8197531093297","-58,9102756549821","-48,7227317062032","-56,5785865783691","-49,3942184448242","-41,1701507568359","-22,6671524047852","-19,7574901580811","-15,1238298416138","-14,8500003814697","-11,3604669570923","-7,44999980926514","-9,85000038146973","-8,55727100372314","-7,30000019073486","-6,5","-4,68306636810303","-2,59999990463257","-7,59999990463257","-4,96076536178589","-2,29999995231628","0,600000023841858","2,40609979629517","4,40000009536743","-5,15000009536743","-3,31174302101135","-1,29999995231628","-7,59999990463257","-5,31236124038696","-3,04999995231628","-61,737907409668","-53,3236503601074","-44,4719352722168"
1994,"-68,8872835476393","-56,0722747487407","-42,5410544606197","-53,4293899536133","-47,2824745178223","-40,6180801391602","-20,6903114318848","-18,8200626373291","-15,8272247314453",-14,"-10,6643018722534","-6,94999980926514","-9,55000019073486","-8,31608390808106","-7,09999990463257",-6,"-4,3457202911377","-2,40000009536743","-7,55000019073486","-5,06140613555908","-2,59999990463257","0,25","1,97623956203461","3,90000009536743","-4,80000019073486","-3,06343841552734","-1,10000002384186","-7,34999990463257","-5,23071050643921",-3,"-57,1608619689941","-49,4444465637207","-41,5309143066406"
1995,"-60,3386353346586","-45,170020524201","-29,7838620433812","-51,625129699707","-45,3987846374512","-38,2637176513672","-22,1541271209717","-19,7844409942627","-15,9725332260132","-12,8999996185303","-9,83860111236572","-6,5",-9,"-7,78167867660522","-6,65000009536743","-5,69999980926514","-4,10089635848999","-2,29999995231628","-6,19999980926514","-3,81850481033325","-1,35000002384186","0,0500000007450581","1,72812628746033","3,59999990463257","-4,55000019073486","-2,86973476409912","-0,949999988079071","-5,94999980926514","-3,93215847015381","-1,75","-52,7632751464844","-45,4197731018066","-38,1886138916016"
1996,"-58,4732717026467","-49,7550532863238","-40,8493638443972","-47,5212478637695","-42,4551391601563","-37,0968627929687","-17,8913993835449","-16,7362594604492","-14,9399900436401","-12,3500003814697","-9,57886028289795","-6,34999990463257","-9,35000038146973","-8,15556621551514","-7,09999990463257","-5,5","-3,97762441635132","-2,29999995231628","-6,34999990463257","-3,93196082115173","-1,45000004768372","-0,100000001490116","1,49511289596558","3,34999990463257","-4,30000019073486","-2,66929292678833","-0,800000011920929","-6,15000009536743","-4,01327276229858","-1,70000004768372","-51,1157341003418","-44,5584106445313","-37,8557739257812"
1997,"-47,3813961499705","-36,2053346861462","-25,2540096217842","-47,4645118713379","-42,0563812255859","-36,4818840026855","-18,7315692901611","-16,4243431091309","-14,3483734130859","-11,1999998092651","-8,88514137268066","-5,80000019073486","-9,25","-8,12917900085449","-7,09999990463257","-5,19999980926514","-3,82349133491516","-2,25","-7,25","-4,71849584579468","-2,20000004768372","-0,349999994039536","1,23518002033234","3,04999995231628","-4,05000019073486","-2,4430615901947","-0,600000023841858","-7,09999990463257","-4,76451778411865","-2,45000004768372","-46,8902015686035","-40,6322402954102","-34,5686302185059"
1998,"-45,7410838611015","-35,758927488481","-25,9037557063449","-44,7746276855469","-39,2991828918457","-33,8272857666016","-18,6973133087158","-16,193286895752","-13,4824819564819","-10,1999998092651","-7,96499109268189","-5,25","-8,69999980926514","-7,75757551193237","-6,84999990463257",-5,"-3,65032148361206","-2,09999990463257","-5,94999980926514","-3,65807723999023","-1,25","-0,600000023841858","0,901980221271515","2,70000004768372","-3,75","-2,16583371162415","-0,349999994039536","-5,80000019073486","-3,64451432228088","-1,35000002384186","-47,7734870910645","-41,8815155029297","-35,9079513549805"
1999,"-48,2950382116566","-32,66100931521","-17,5174440507759","-41,1708793640137","-36,8382873535156","-32,4398498535156","-15,7012376785278","-14,1232662200928","-12,8578004837036","-9,30000019073486","-7,36759996414185","-4,94999980926514","-8,35000038146973","-7,47992658615112","-6,65000009536743","-4,55000019073486","-3,36049056053162",-2,"-6,59999990463257","-4,43297910690308","-2,09999990463257","-0,949999988079071","0,567575931549072","2,34999990463257","-3,40000009536743","-1,83730530738831","-0,0500000007450581","-6,55000019073486","-4,40909624099731","-2,15000009536743","-43,5925445556641","-37,8513298034668","-32,1033706665039"
2000,"-39,1623366051838","-30,4919462499163","-22,0579945217388","-42,0902137756348","-37,4208297729492","-32,4944763183594","-16,5365867614746","-14,5573921203613","-11,9244079589844","-8,64999961853027","-6,8687424659729","-4,84999990463257",-8,"-7,19333028793335","-6,40000009536743","-4,19999980926514","-3,13607120513916","-1,95000004768372","-7,69999980926514","-5,59040975570679","-3,29999995231628","-1,20000004768372","0,251298099756241",2,"-3,04999995231628","-1,54152715206146","0,200000002980232","-7,69999980926514","-5,54145526885986","-3,25","-40,3389167785645","-34,4081878662109","-28,6325492858887"
2001,"-38,0356160637526","-28,5066996801476","-19,1406040775898","-35,2252082824707","-31,1711444854736","-27,0328865051269","-13,4888515472412","-11,6631193161011","-9,92884349822998","-7,69999980926514","-6,27694606781006","-4,55000019073486","-7,59999990463257","-6,90533113479614","-6,19999980926514","-4,05000019073486","-2,97957158088684","-1,89999997615814","-5,40000009536743","-3,27043390274048","-0,899999976158142","-1,5","-0,0222130604088306","1,70000004768372","-2,70000004768372","-1,21753180027008","0,5","-5,40000009536743","-3,26815843582153","-0,949999988079071","-34,9177551269531","-29,1489410400391","-23,5924224853516"
2002,"-26,0623569869656","-18,6964974599897","-10,8565096351821","-27,7787799835205","-24,6110610961914","-21,1714649200439","-9,53989410400391","-8,33960056304932","-7,35495233535767","-6,75","-5,65581464767456","-4,5","-6,84999990463257","-6,26205778121948","-5,65000009536743","-3,75","-2,87156891822815","-1,95000004768372","-3,45000004768372","-1,41332495212555","0,850000023841858","-1,75","-0,315727949142456","1,39999997615814","-2,34999990463257","-0,893568158149719","0,850000023841858","-3,5","-1,43815052509308","0,800000011920929","-29,8377285003662","-25,7655925750732","-21,815185546875"
2003,"-22,6546664724225","-14,9081006873436","-7,55543517838333","-21,9775085449219","-19,1752529144287","-15,5759735107422","-6,84770059585571","-5,61647653579712","-3,47875475883484","-5,09999990463257","-4,7529993057251","-4,40000009536743",-6,"-5,56580781936646","-5,19999980926514","-3,29999995231628","-2,56050109863281","-1,70000004768372","-2,04999995231628","-0,617242872714996","1,10000002384186","-2,04999995231628","-0,617242872714996","1,10000002384186","-2,04999995231628","-0,617242872714996","1,10000002384186","-2,04999995231628","-0,617242872714996","1,10000002384186","-26,7373199462891","-22,9545021057129","-19,2224025726318"
2004,"-36,8104137629803","-29,0890068352554","-21,2795207687505","-22,0857696533203","-19,9672222137451","-17,5089473724365","-6,50155210494995","-5,63807249069214","-4,99184560775757","-4,30000019073486","-3,97841930389404","-3,70000004768372","-5,25","-4,88571453094482","-4,59999990463257","-2,70000004768372","-2,08014917373657","-1,35000002384186","-4,59999990463257","-3,30855870246887","-1,79999995231628",,,,,,,,,,"-24,0588932037353","-20,4872760772705","-16,8725299835205"
2005,"-30,6247599382532","-22,8293013086635","-15,196448710819","-18,3276901245117","-16,5983848571777","-14,5795135498047","-5,50025987625122","-4,90837717056274","-4,18990802764893","-3,75","-3,45207452774048","-3,20000004768372","-4,59999990463257","-4,25596380233765",-4,"-2,70000004768372","-2,15408372879028","-1,54999995231628","-2,79999995231628","-1,75129151344299","-0,449999988079071",,,,,,,,,,"-18,9636783599854","-15,4718217849731","-11,9384679794312"
2006,"-18,8485028181761","-11,0664403466561","-3,25176887133079","-15,6363105773926","-13,8278245925903","-11,7091207504272","-4,63846635818481","-3,67144060134888","-2,41541051864624","-2,90000009536743","-2,64424967765808","-2,45000004768372","-3,75","-3,49252510070801","-3,29999995231628","-2,84999990463257","-2,41437196731567","-1,89999997615814","-2,40000009536743","-1,5300577878952","-0,5",,,,,,,,,,"-17,2678966522217","-14,0379962921143","-10,6194667816162"
2007,"-23,9048185384838","-16,8956292529317","-9,36261258994813","-15,5145931243897","-13,4980230331421","-11,6752948760986","-6,01804447174072","-4,62490606307983","-3,47075510025024","-2,20000004768372","-1,97713196277618","-1,79999995231628","-2,90000009536743","-2,68413352966309","-2,5","-2,20000004768372","-1,84638142585754","-1,45000004768372","-2,95000004768372","-2,29047393798828","-1,45000004768372",,,,,,,,,,"-16,2067031860352","-12,8978633880615","-9,52406311035156"
2008,"-17,1959871491867","-9,37122700149023","-2,22495868852165","-10,6026763916016","-9,29407978057861","-8,0722827911377","-3,69633221626282","-2,78329372406006","-2,08125686645508","-1,60000002384186","-1,44865393638611","-1,29999995231628","-2,04999995231628","-1,89574718475342","-1,79999995231628","-1,29999995231628","-1,03390252590179","-0,75","-2,59999990463257","-2,05715441703796","-1,45000004768372",,,,,,,,,,"-12,7715606689453","-10,1792430877686","-7,60121202468872"
2009,"-14,8140197146466","-7,32473057512789","-0,13889248231817","-6,31746625900269","-5,36074686050415","-3,90431523323059","-1,84262144565582","-1,15100240707398","0,0607455223798752","-0,949999988079071","-0,809522449970245","-0,649999976158142","-1,29999995231628","-1,21483063697815","-1,14999997615814","-1,25","-1,07840764522553","-0,899999976158142","-1,35000002384186","-1,03245651721954","-0,649999976158142",,,,,,,,,,"-8,07176399230957","-5,37440252304077","-2,64044523239136"
2010,"-11,3328271656412","-2,86612835779353","5,7287206205814","-2,84663677215576","-2,38682675361633","-1,85443186759949","-1,9854861497879","-1,59874582290649","-1,13780236244202",0,"0,104114554822445","0,25","-0,150000005960465","-0,100957319140434","-0,0500000007450581","-0,300000011920929","-0,235720157623291","-0,150000005960465","-0,75","-0,527471303939819","-0,300000011920929",,,,,,,,,,"-6,71763420104981","-4,04171323776245","-1,3893883228302"
2011,"-14,194033125955","-7,19466129439582","0,137572283213132","-2,14129829406738","-1,67728769779205","-1,14531850814819","-0,84312516450882","-0,459240943193436","-0,00197627581655979","0,600000023841858","0,73404449224472","0,850000023841858","1,20000004768372","1,21417534351349","1,25",0,"0,0871067941188812","0,150000005960465","-3,54999995231628","-3,3272922039032","-3,09999990463257",,,,,,,,,,"-6,98678970336914","-4,30993461608887","-1,73206341266632"
2012,"4,00572797634679","12,1974648621835","20,138640028619","4,91852951049805","5,7785267829895","6,61132431030273","0,553805351257324","1,17953789234161","1,80245888233185","0,850000023841858","1,00062096118927","1,14999997615814","2,34999990463257","2,40448784828186","2,5","0,200000002980232","0,382881075143814","0,550000011920929","0,349999994039536","0,736777544021606","1,10000002384186",,,,,,,,,,"3,31651329994202","5,97680854797363","8,58024787902832"
2013,"-2,19572195364762","6,37017388457511","14,942652052709","8,95551300048828","9,9724702835083","10,9316062927246","2,74045515060425","3,11260533332825","3,66937899589539","1,70000004768372","1,86744916439056","2,04999995231628","3,34999990463257","3,44377064704895","3,59999990463257","0,800000011920929","1,07997107505798","1,29999995231628","-0,150000005960465","0,398771911859512","0,899999976158142",,,,,,,,,,"6,04817056655884","8,81441688537598","11,5920572280884"
2014,"3,50292367429023","11,8689358283746","20,2580647026525","10,8683795928955","12,1647748947144","13,2483806610107","4,30854368209839","4,67003202438355","5,02870655059815","2,45000004768372","2,60780334472656","2,79999995231628","3,70000004768372","3,84954833984375","4,05000019073486","1,39999997615814","1,77005100250244","2,09999990463257","-1,60000002384186","-0,759096682071686","-0,0500000007450581",,,,,,,,,,"9,59737014770508","12,3168821334839","15,094144821167"
2015,"9,21625855701512","17,8695206732454","26,5917465214115","18,9382991790771","20,6886920928955","22,1586265563965","5,93352556228638","6,74469900131226","7,23951625823975","3,20000004768372","3,39266061782837","3,65000009536743","4,19999980926514","4,42998695373535","4,69999980926514","2,20000004768372","2,70155787467956","3,15000009536743","2,29999995231628","3,3440945148468","4,25",,,,,,,,,,"20,3476867675781","23,3422374725342","26,3919734954834"
2016,"15,5105500047586","23,941862266746","32,672988515873","21,1220798492432","23,2921695709229","25,2377605438232","5,68613958358765","6,47246313095093","7,42035913467407","3,84999990463257","4,09802484512329","4,34999990463257","4,94999980926514","5,1817569732666","5,5","1,89999997615814","2,51193070411682","3,04999995231628","3,65000009536743","4,95352411270142",6,,,,,,,,,,"22,6681842803955","25,7282314300537","28,8323059082031"
2017,"22,3122918056105","32,358047842687","42,6734139845188","21,9635505676269","24,3489990234375","26,4689922332764","7,52871704101563","8,04831790924072","8,81284713745117","4,65000009536743","4,9859209060669","5,34999990463257","5,5","5,83257007598877","6,19999980926514","1,89999997615814","2,65241837501526","3,29999995231628","1,20000004768372","2,75521969795227","4,05000019073486",,,,,,,,,,"24,3090209960937","27,7585487365723","31,2426948547363"
2018,"24,9935631026853","35,6357177618357","46,213761627049","22,9454078674316","25,6928939819336","28,1527996063232","7,73721265792847","8,56351470947266","9,5600004196167","4,84999990463257","5,27203845977783","5,75","5,59999990463257","5,96942090988159","6,40000009536743","2,95000004768372","3,81002140045166","4,55000019073486","0,200000002980232","2,00524473190308","3,45000004768372",,,,,,,,,,"28,0277881622314","31,5833568572998","35,1110877990723"
