#  an         x(")        x_er(")     y(")        y_er(")    UT1-TAI(s)  UT1_er(s)    dPsi(")     dPsi_er(")  dEps(")     dEps_er(")
   1923.25   -0.177564    0.018509    0.173519    0.023101  99.9900000  99.9900000    0.187362    0.000000    0.010623    0.000000
   1923.30   -0.126547    0.020164    0.212143    0.025189  99.9900000  99.9900000    0.186874    0.000000    0.009541    0.000000
   1923.35   -0.118381    0.020121    0.245392    0.025257  99.9900000  99.9900000    0.186254    0.000000    0.009228    0.000000
   1923.40   -0.097370    0.018621    0.288365    0.024905  99.9900000  99.9900000    0.186288    0.000000    0.010343    0.000000
   1923.45   -0.016338    0.018637    0.303625    0.025723  99.9900000  99.9900000    0.183504    0.000000    0.009863    0.000000
   1923.50    0.035386    0.014602    0.297608    0.020817  99.9900000  99.9900000    0.180941    0.000000    0.009988    0.000000
   1923.55    0.085183    0.016996    0.263187    0.022229  99.9900000  99.9900000    0.178204    0.000000    0.010707    0.000000
   1923.60    0.165705    0.014990    0.335880    0.020820  99.9900000  99.9900000    0.174129    0.000000    0.010593    0.000000
   1923.65    0.202598    0.017888    0.301272    0.022238  99.9900000  99.9900000    0.173887    0.000000    0.010299    0.000000
   1923.70    0.231196    0.018403    0.264604    0.023150  99.9900000  99.9900000    0.172750    0.000000    0.010852    0.000000
   1923.75    0.229365    0.023076    0.192066    0.021346  99.9900000  99.9900000    0.173803    0.000000    0.010717    0.000000
   1923.80    0.178697    0.023864    0.101575    0.019294  99.9900000  99.9900000    0.175020    0.000000    0.011354    0.000000
   1923.85    0.181464    0.028001    0.098603    0.027199  99.9900000  99.9900000    0.177573    0.000000    0.013022    0.000000
   1923.90    0.148231    0.024492    0.034026    0.023197  99.9900000  99.9900000    0.178501    0.000000    0.013401    0.000000
   1923.95    0.095896    0.028780    0.006779    0.026745  99.9900000  99.9900000    0.179386    0.000000    0.013936    0.000000
   1924.00    0.033294    0.030700    0.013377    0.034052  99.9900000  99.9900000    0.180239    0.000000    0.014925    0.000000
   1924.05   -0.014898    0.023285    0.002897    0.026090  99.9900000  99.9900000    0.179835    0.000000    0.014679    0.000000
   1924.10   -0.033948    0.029051    0.031822    0.029077  99.9900000  99.9900000    0.180063    0.000000    0.013819    0.000000
   1924.15   -0.124234    0.034055    0.016192    0.028301  99.9900000  99.9900000    0.180360    0.000000    0.013146    0.000000
   1924.20   -0.110387    0.021015    0.090315    0.024395  99.9900000  99.9900000    0.180711    0.000000    0.011990    0.000000
   1924.25   -0.132676    0.024122    0.137200    0.023960  99.9900000  99.9900000    0.181740    0.000000    0.011009    0.000000
   1924.30   -0.105756    0.016991    0.158314    0.019453  99.9900000  99.9900000    0.182299    0.000000    0.010712    0.000000
   1924.35   -0.087567    0.025653    0.179929    0.029842  99.9900000  99.9900000    0.181544    0.000000    0.009990    0.000000
   1924.40   -0.119572    0.024966    0.183078    0.035089  99.9900000  99.9900000    0.180067    0.000000    0.010342    0.000000
   1924.45   -0.079159    0.017293    0.200613    0.026754  99.9900000  99.9900000    0.178487    0.000000    0.011128    0.000000
   1924.50   -0.039222    0.019536    0.236372    0.027179  99.9900000  99.9900000    0.175638    0.000000    0.010766    0.000000
   1924.55   -0.006586    0.014568    0.212113    0.016250  99.9900000  99.9900000    0.172860    0.000000    0.010874    0.000000
   1924.60    0.061203    0.016351    0.212610    0.017244  99.9900000  99.9900000    0.170504    0.000000    0.011322    0.000000
   1924.65    0.085011    0.027176    0.229676    0.026885  99.9900000  99.9900000    0.168376    0.000000    0.011087    0.000000
   1924.70    0.090294    0.022380    0.204619    0.029253  99.9900000  99.9900000    0.168702    0.000000    0.011434    0.000000
   1924.75    0.093628    0.017078    0.167217    0.020807  99.9900000  99.9900000    0.169290    0.000000    0.011989    0.000000
   1924.80    0.113300    0.019988    0.135337    0.021335  99.9900000  99.9900000    0.171310    0.000000    0.012308    0.000000
   1924.85    0.061334    0.027898    0.129715    0.026156  99.9900000  99.9900000    0.172351    0.000000    0.013361    0.000000
   1924.90    0.092719    0.022650    0.100143    0.023162  99.9900000  99.9900000    0.174345    0.000000    0.014848    0.000000
   1924.95    0.063288    0.025085    0.118849    0.026442  99.9900000  99.9900000    0.175355    0.000000    0.014869    0.000000
   1925.00    0.042352    0.023759    0.041752    0.029177  99.9900000  99.9900000    0.175869    0.000000    0.015638    0.000000
   1925.05    0.024166    0.022609    0.071156    0.032961  99.9900000  99.9900000    0.176032    0.000000    0.015391    0.000000
   1925.10   -0.011177    0.024341    0.062011    0.026716  99.9900000  99.9900000    0.176108    0.000000    0.014835    0.000000
   1925.15   -0.056896    0.027215    0.017259    0.021892  99.9900000  99.9900000    0.176494    0.000000    0.013760    0.000000
   1925.20   -0.048842    0.026856    0.023193    0.023186  99.9900000  99.9900000    0.176652    0.000000    0.013054    0.000000
   1925.25   -0.067699    0.025709    0.065642    0.026144  99.9900000  99.9900000    0.177625    0.000000    0.011944    0.000000
   1925.30   -0.063426    0.022127    0.126273    0.022823  99.9900000  99.9900000    0.178406    0.000000    0.011757    0.000000
   1925.35   -0.025200    0.038351    0.114402    0.030689  99.9900000  99.9900000    0.177762    0.000000    0.011594    0.000000
   1925.40   -0.007965    0.024673    0.129962    0.026308  99.9900000  99.9900000    0.176674    0.000000    0.011276    0.000000
   1925.45   -0.013046    0.018396    0.146922    0.020868  99.9900000  99.9900000    0.174429    0.000000    0.011833    0.000000
   1925.50   -0.000954    0.022080    0.137141    0.025020  99.9900000  99.9900000    0.170749    0.000000    0.012150    0.000000
   1925.55    0.001457    0.017214    0.154089    0.021158  99.9900000  99.9900000    0.168809    0.000000    0.011567    0.000000
   1925.60    0.040767    0.021247    0.148548    0.024786  99.9900000  99.9900000    0.166148    0.000000    0.011968    0.000000
   1925.65    0.056616    0.017784    0.120022    0.017913  99.9900000  99.9900000    0.165063    0.000000    0.012176    0.000000
   1925.70    0.066541    0.022860    0.082966    0.023230  99.9900000  99.9900000    0.164574    0.000000    0.012024    0.000000
   1925.75    0.052410    0.031873    0.076181    0.029763  99.9900000  99.9900000    0.165483    0.000000    0.013349    0.000000
   1925.80    0.061839    0.021215    0.096832    0.025910  99.9900000  99.9900000    0.167354    0.000000    0.013790    0.000000
   1925.85   -0.017959    0.034461    0.053547    0.032845  99.9900000  99.9900000    0.169372    0.000000    0.014467    0.000000
   1925.90    0.039876    0.024481    0.065359    0.026096  99.9900000  99.9900000    0.170464    0.000000    0.015626    0.000000
   1925.95    0.055165    0.035562    0.074578    0.028614  99.9900000  99.9900000    0.171064    0.000000    0.016670    0.000000
   1926.00   -0.085029    0.028137    0.005542    0.027333  99.9900000  99.9900000    0.172362    0.000000    0.016291    0.000000
   1926.05   -0.068653    0.030554    0.003701    0.031756  99.9900000  99.9900000    0.172702    0.000000    0.016621    0.000000
   1926.10    0.013660    0.039389    0.038808    0.033453  99.9900000  99.9900000    0.172706    0.000000    0.015679    0.000000
   1926.15   -0.100305    0.029115    0.046294    0.023070  99.9900000  99.9900000    0.173589    0.000000    0.014784    0.000000
   1926.20   -0.142105    0.029358    0.064751    0.028865  99.9900000  99.9900000    0.174397    0.000000    0.013932    0.000000
   1926.25   -0.108646    0.017387    0.109805    0.020204  99.9900000  99.9900000    0.174581    0.000000    0.013353    0.000000
   1926.30   -0.105540    0.026718    0.143584    0.023959  99.9900000  99.9900000    0.175276    0.000000    0.012472    0.000000
   1926.35   -0.102789    0.026531    0.163353    0.026604  99.9900000  99.9900000    0.175716    0.000000    0.012876    0.000000
   1926.40   -0.087028    0.024681    0.170316    0.022431  99.9900000  99.9900000    0.173928    0.000000    0.012732    0.000000
   1926.45   -0.054542    0.026274    0.170725    0.025049  99.9900000  99.9900000    0.172609    0.000000    0.012572    0.000000
   1926.50   -0.017152    0.018101    0.205264    0.018919  99.9900000  99.9900000    0.169803    0.000000    0.012947    0.000000
   1926.55   -0.008017    0.019555    0.173417    0.021140  99.9900000  99.9900000    0.165542    0.000000    0.013327    0.000000
   1926.60    0.030112    0.027305    0.205890    0.024390  99.9900000  99.9900000    0.164631    0.000000    0.012556    0.000000
   1926.65    0.051917    0.023890    0.224500    0.025915  99.9900000  99.9900000    0.162569    0.000000    0.013202    0.000000
   1926.70    0.037418    0.020704    0.181398    0.026546  99.9900000  99.9900000    0.162981    0.000000    0.013329    0.000000
   1926.75    0.055197    0.028326    0.142900    0.027264  99.9900000  99.9900000    0.163367    0.000000    0.013621    0.000000
   1926.80    0.035834    0.026284    0.144299    0.020368  99.9900000  99.9900000    0.165153    0.000000    0.015321    0.000000
   1926.85    0.028642    0.040115    0.166950    0.035812  99.9900000  99.9900000    0.167230    0.000000    0.015715    0.000000
   1926.90    0.038866    0.044627    0.142247    0.036648  99.9900000  99.9900000    0.168974    0.000000    0.016517    0.000000
   1926.95    0.003321    0.033368    0.129178    0.032490  99.9900000  99.9900000    0.169738    0.000000    0.017369    0.000000
   1927.00    0.000006    0.031623    0.158487    0.028227  99.9900000  99.9900000    0.169384    0.000000    0.017979    0.000000
   1927.05   -0.050405    0.031596    0.164801    0.025848  99.9900000  99.9900000    0.170779    0.000000    0.017094    0.000000
   1927.10    0.029122    0.027777    0.102159    0.029766  99.9900000  99.9900000    0.171029    0.000000    0.016794    0.000000
   1927.15    0.036984    0.031365    0.086875    0.032378  99.9900000  99.9900000    0.171221    0.000000    0.015875    0.000000
   1927.20   -0.007491    0.023561    0.131803    0.024062  99.9900000  99.9900000    0.172688    0.000000    0.014784    0.000000
   1927.25   -0.029578    0.021456    0.152449    0.024297  99.9900000  99.9900000    0.173579    0.000000    0.014254    0.000000
   1927.30   -0.009666    0.022718    0.157652    0.024214  99.9900000  99.9900000    0.173535    0.000000    0.013644    0.000000
   1927.35   -0.019703    0.026503    0.135151    0.030475  99.9900000  99.9900000    0.173608    0.000000    0.013042    0.000000
   1927.40    0.033048    0.024980    0.185953    0.021731  99.9900000  99.9900000    0.173044    0.000000    0.013702    0.000000
   1927.45    0.018133    0.021715    0.169272    0.018744  99.9900000  99.9900000    0.170244    0.000000    0.013598    0.000000
   1927.50    0.034752    0.018858    0.151468    0.020140  99.9900000  99.9900000    0.168467    0.000000    0.013340    0.000000
   1927.55    0.028655    0.019569    0.169152    0.020545  99.9900000  99.9900000    0.165203    0.000000    0.013713    0.000000
   1927.60    0.043961    0.017396    0.119854    0.021819  99.9900000  99.9900000    0.161727    0.000000    0.014105    0.000000
   1927.65    0.051284    0.018763    0.103417    0.022665  99.9900000  99.9900000    0.161634    0.000000    0.013576    0.000000
   1927.70    0.040921    0.021842    0.090988    0.020888  99.9900000  99.9900000    0.161049    0.000000    0.014086    0.000000
   1927.75    0.009070    0.017576    0.100848    0.018117  99.9900000  99.9900000    0.162372    0.000000    0.014406    0.000000
   1927.80    0.026017    0.016501    0.081233    0.017259  99.9900000  99.9900000    0.163762    0.000000    0.015233    0.000000
   1927.85   -0.014562    0.025728    0.066863    0.028103  99.9900000  99.9900000    0.165604    0.000000    0.016753    0.000000
   1927.90   -0.054890    0.023730    0.116270    0.024741  99.9900000  99.9900000    0.167334    0.000000    0.017040    0.000000
   1927.95   -0.086729    0.035799    0.105396    0.028358  99.9900000  99.9900000    0.169052    0.000000    0.017594    0.000000
   1928.00   -0.055524    0.043294    0.134327    0.021621  99.9900000  99.9900000    0.169445    0.000000    0.018145    0.000000
   1928.05   -0.092658    0.025137    0.117560    0.026276  99.9900000  99.9900000    0.168954    0.000000    0.018131    0.000000
   1928.10   -0.098643    0.025334    0.135523    0.035422  99.9900000  99.9900000    0.170164    0.000000    0.017126    0.000000
   1928.15   -0.050877    0.025597    0.140417    0.024824  99.9900000  99.9900000    0.170256    0.000000    0.016497    0.000000
   1928.20   -0.066388    0.022343    0.173178    0.023554  99.9900000  99.9900000    0.170809    0.000000    0.015624    0.000000
   1928.25   -0.078251    0.023791    0.133653    0.022492  99.9900000  99.9900000    0.172540    0.000000    0.014462    0.000000
   1928.30   -0.047259    0.026125    0.150190    0.029524  99.9900000  99.9900000    0.172772    0.000000    0.014236    0.000000
   1928.35   -0.042093    0.021413    0.201868    0.025242  99.9900000  99.9900000    0.172520    0.000000    0.013541    0.000000
   1928.40   -0.026126    0.017233    0.225570    0.023074  99.9900000  99.9900000    0.171862    0.000000    0.013270    0.000000
   1928.45   -0.024228    0.017521    0.178965    0.024196  99.9900000  99.9900000    0.169655    0.000000    0.014000    0.000000
   1928.50   -0.000505    0.017302    0.148407    0.024000  99.9900000  99.9900000    0.166375    0.000000    0.013676    0.000000
   1928.55    0.012771    0.015237    0.177321    0.018805  99.9900000  99.9900000    0.164243    0.000000    0.013671    0.000000
   1928.60    0.050517    0.017637    0.149517    0.022812  99.9900000  99.9900000    0.161600    0.000000    0.014015    0.000000
   1928.65    0.057750    0.018186    0.137978    0.021881  99.9900000  99.9900000    0.159828    0.000000    0.014296    0.000000
   1928.70    0.042332    0.021546    0.123484    0.025101  99.9900000  99.9900000    0.160454    0.000000    0.014617    0.000000
   1928.75   -0.011722    0.022936    0.144024    0.024958  99.9900000  99.9900000    0.161082    0.000000    0.014837    0.000000
   1928.80   -0.047143    0.026340    0.125864    0.022754  99.9900000  99.9900000    0.163047    0.000000    0.015420    0.000000
   1928.85   -0.102123    0.047761    0.145877    0.034511  99.9900000  99.9900000    0.165143    0.000000    0.016391    0.000000
   1928.90   -0.046213    0.024907    0.151753    0.032164  99.9900000  99.9900000    0.166288    0.000000    0.017567    0.000000
   1928.95   -0.059116    0.032173    0.210552    0.030105  99.9900000  99.9900000    0.167812    0.000000    0.017501    0.000000
   1929.00   -0.088373    0.035678    0.202766    0.030149  99.9900000  99.9900000    0.169095    0.000000    0.018031    0.000000
   1929.05   -0.114965    0.034291    0.218463    0.032054  99.9900000  99.9900000    0.169150    0.000000    0.018155    0.000000
   1929.10   -0.033077    0.034600    0.243859    0.025638  99.9900000  99.9900000    0.168870    0.000000    0.017340    0.000000
   1929.15   -0.039480    0.028276    0.213513    0.025395  99.9900000  99.9900000    0.169947    0.000000    0.016562    0.000000
   1929.20   -0.042634    0.019721    0.187738    0.021934  99.9900000  99.9900000    0.169915    0.000000    0.015744    0.000000
   1929.25   -0.006607    0.026233    0.238623    0.028072  99.9900000  99.9900000    0.171084    0.000000    0.014859    0.000000
   1929.30    0.019981    0.027477    0.269667    0.030467  99.9900000  99.9900000    0.172477    0.000000    0.013880    0.000000
   1929.35    0.039083    0.028726    0.264837    0.027024  99.9900000  99.9900000    0.171350    0.000000    0.014050    0.000000
   1929.40    0.078751    0.022042    0.226872    0.027850  99.9900000  99.9900000    0.170695    0.000000    0.013289    0.000000
   1929.45    0.106307    0.017113    0.203776    0.025667  99.9900000  99.9900000    0.168915    0.000000    0.013503    0.000000
   1929.50    0.130419    0.017626    0.227944    0.023405  99.9900000  99.9900000    0.165609    0.000000    0.013906    0.000000
   1929.55    0.140745    0.013695    0.173683    0.021293  99.9900000  99.9900000    0.162939    0.000000    0.013296    0.000000
   1929.60    0.110641    0.016227    0.124604    0.019490  99.9900000  99.9900000    0.161120    0.000000    0.013902    0.000000
   1929.65    0.139798    0.016682    0.095752    0.018383  99.9900000  99.9900000    0.159819    0.000000    0.014081    0.000000
   1929.70    0.126320    0.032061    0.087409    0.027927  99.9900000  99.9900000    0.159542    0.000000    0.014434    0.000000
   1929.75    0.053999    0.022105    0.043398    0.024668  99.9900000  99.9900000    0.160956    0.000000    0.015427    0.000000
   1929.80   -0.022486    0.022701    0.024737    0.020440  99.9900000  99.9900000    0.162039    0.000000    0.015530    0.000000
   1929.85   -0.054881    0.028158    0.038390    0.025306  99.9900000  99.9900000    0.164666    0.000000    0.016104    0.000000
   1929.90   -0.059844    0.022874    0.058360    0.022178  99.9900000  99.9900000    0.166902    0.000000    0.017095    0.000000
   1929.95   -0.078767    0.027909    0.089180    0.043962  99.9900000  99.9900000    0.166929    0.000000    0.018098    0.000000
   1930.00   -0.144258    0.028796    0.090421    0.028477  99.9900000  99.9900000    0.168182    0.000000    0.017597    0.000000
   1930.05   -0.150290    0.023016    0.145642    0.033530  99.9900000  99.9900000    0.168646    0.000000    0.017964    0.000000
   1930.10   -0.153275    0.027579    0.173026    0.025313  99.9900000  99.9900000    0.168485    0.000000    0.017432    0.000000
   1930.15   -0.158077    0.024677    0.208173    0.022780  99.9900000  99.9900000    0.168739    0.000000    0.016110    0.000000
   1930.20   -0.124299    0.024110    0.236563    0.020215  99.9900000  99.9900000    0.170202    0.000000    0.015549    0.000000
   1930.25   -0.101170    0.021855    0.289477    0.021926  99.9900000  99.9900000    0.169957    0.000000    0.014707    0.000000
   1930.30   -0.064703    0.022935    0.265353    0.024942  99.9900000  99.9900000    0.170894    0.000000    0.013852    0.000000
   1930.35   -0.039353    0.025291    0.272269    0.028626  99.9900000  99.9900000    0.171443    0.000000    0.013551    0.000000
   1930.40    0.034326    0.022737    0.307746    0.022016  99.9900000  99.9900000    0.168902    0.000000    0.013819    0.000000
   1930.45    0.049996    0.019216    0.273250    0.024181  99.9900000  99.9900000    0.167724    0.000000    0.013229    0.000000
   1930.50    0.120257    0.019042    0.243364    0.020849  99.9900000  99.9900000    0.164961    0.000000    0.013729    0.000000
   1930.55    0.154959    0.020415    0.223197    0.021115  99.9900000  99.9900000    0.161338    0.000000    0.013602    0.000000
   1930.60    0.136719    0.017474    0.168343    0.021928  99.9900000  99.9900000    0.159850    0.000000    0.013170    0.000000
   1930.65    0.173303    0.018304    0.146258    0.025331  99.9900000  99.9900000    0.158634    0.000000    0.013860    0.000000
   1930.70    0.147315    0.019982    0.070063    0.026213  99.9900000  99.9900000    0.158462    0.000000    0.013869    0.000000
   1930.75    0.118886    0.016305    0.063915    0.019509  99.9900000  99.9900000    0.159420    0.000000    0.014409    0.000000
   1930.80    0.057403    0.021272    0.057155    0.018430  99.9900000  99.9900000    0.161747    0.000000    0.015705    0.000000
   1930.85    0.013136    0.032001    0.060254    0.036279  99.9900000  99.9900000    0.162841    0.000000    0.015941    0.000000
   1930.90   -0.019946    0.024830    0.082305    0.027661  99.9900000  99.9900000    0.165644    0.000000    0.016475    0.000000
   1930.95   -0.121568    0.027845    0.054983    0.023666  99.9900000  99.9900000    0.167135    0.000000    0.017314    0.000000
   1931.00   -0.257232    0.051615    0.077505    0.026041  99.9900000  99.9900000    0.166501    0.000000    0.017707    0.000000
   1931.05   -0.219090    0.036531    0.114724    0.025808  99.9900000  99.9900000    0.167736    0.000000    0.017150    0.000000
   1931.10   -0.183591    0.032873    0.142264    0.029800  99.9900000  99.9900000    0.167776    0.000000    0.016893    0.000000
   1931.15   -0.194843    0.033579    0.203074    0.026227  99.9900000  99.9900000    0.168088    0.000000    0.015676    0.000000
   1931.20   -0.174744    0.024245    0.251167    0.025751  99.9900000  99.9900000    0.168896    0.000000    0.014504    0.000000
   1931.25   -0.163189    0.022951    0.276673    0.022099  99.9900000  99.9900000    0.170414    0.000000    0.014210    0.000000
   1931.30   -0.148571    0.021087    0.301436    0.017523  99.9900000  99.9900000    0.170217    0.000000    0.013054    0.000000
   1931.35   -0.083683    0.019215    0.337366    0.024516  99.9900000  99.9900000    0.170570    0.000000    0.012629    0.000000
   1931.40   -0.028223    0.019499    0.350360    0.019932  99.9900000  99.9900000    0.169883    0.000000    0.013090    0.000000
   1931.45    0.032624    0.021525    0.350873    0.022023  99.9900000  99.9900000    0.166658    0.000000    0.012868    0.000000
   1931.50    0.100422    0.021815    0.344428    0.023470  99.9900000  99.9900000    0.164994    0.000000    0.013096    0.000000
   1931.55    0.155052    0.016657    0.301253    0.019061  99.9900000  99.9900000    0.161253    0.000000    0.013319    0.000000
   1931.60    0.192039    0.018449    0.256139    0.019391  99.9900000  99.9900000    0.158489    0.000000    0.012782    0.000000
   1931.65    0.201011    0.017441    0.224048    0.019758  99.9900000  99.9900000    0.158103    0.000000    0.012952    0.000000
   1931.70    0.206893    0.023584    0.153797    0.016590  99.9900000  99.9900000    0.157371    0.000000    0.013406    0.000000
   1931.75    0.165556    0.017635    0.109265    0.018135  99.9900000  99.9900000    0.158469    0.000000    0.013263    0.000000
   1931.80    0.102210    0.018832    0.030813    0.017389  99.9900000  99.9900000    0.160292    0.000000    0.014352    0.000000
   1931.85   -0.000427    0.033328    0.020228    0.023361  99.9900000  99.9900000    0.162535    0.000000    0.015591    0.000000
   1931.90   -0.027025    0.024184    0.022440    0.027294  99.9900000  99.9900000    0.163309    0.000000    0.015758    0.000000
   1931.95   -0.031802    0.022772   -0.033663    0.025039  99.9900000  99.9900000    0.165570    0.000000    0.016616    0.000000
   1932.00   -0.071150    0.025165    0.047558    0.021452  99.9900000  99.9900000    0.165874    0.000000    0.016950    0.000000
   1932.05   -0.141273    0.019909    0.056129    0.022334  99.9900000  99.9900000    0.165647    0.000000    0.016540    0.000000
   1932.10   -0.123922    0.028889    0.104603    0.024951  99.9900000  99.9900000    0.166700    0.000000    0.016291    0.000000
   1932.15   -0.199872    0.031570    0.142033    0.025586  99.9900000  99.9900000    0.166224    0.000000    0.015602    0.000000
   1932.20   -0.167564    0.035913    0.182147    0.029506  99.9900000  99.9900000    0.167637    0.000000    0.013856    0.000000
   1932.25   -0.186640    0.021722    0.224415    0.017992  99.9900000  99.9900000    0.168375    0.000000    0.013093    0.000000
   1932.30   -0.138126    0.023330    0.266088    0.018928  99.9900000  99.9900000    0.169119    0.000000    0.013262    0.000000
   1932.35   -0.150369    0.026558    0.302136    0.023575  99.9900000  99.9900000    0.168956    0.000000    0.011747    0.000000
   1932.40   -0.112970    0.023002    0.312173    0.022432  99.9900000  99.9900000    0.168072    0.000000    0.012348    0.000000
   1932.45   -0.048047    0.027403    0.337194    0.029030  99.9900000  99.9900000    0.165821    0.000000    0.012858    0.000000
   1932.50   -0.022204    0.020334    0.318188    0.019975  99.9900000  99.9900000    0.162396    0.000000    0.012129    0.000000
   1932.55    0.023482    0.017799    0.321400    0.018380  99.9900000  99.9900000    0.160773    0.000000    0.012917    0.000000
   1932.60    0.101548    0.019976    0.317586    0.018160  99.9900000  99.9900000    0.157139    0.000000    0.012765    0.000000
   1932.65    0.124931    0.018394    0.294531    0.017652  99.9900000  99.9900000    0.156413    0.000000    0.012451    0.000000
   1932.70    0.113690    0.021637    0.247973    0.016101  99.9900000  99.9900000    0.156950    0.000000    0.012955    0.000000
   1932.75    0.150807    0.022057    0.196844    0.015855  99.9900000  99.9900000    0.156829    0.000000    0.013501    0.000000
   1932.80    0.136613    0.026811    0.193946    0.021416  99.9900000  99.9900000    0.158981    0.000000    0.013269    0.000000
   1932.85    0.118041    0.027294    0.159105    0.018196  99.9900000  99.9900000    0.160932    0.000000    0.014682    0.000000
   1932.90    0.114776    0.031530    0.158913    0.019563  99.9900000  99.9900000    0.162823    0.000000    0.015434    0.000000
   1932.95    0.077470    0.036137    0.080034    0.027421  99.9900000  99.9900000    0.163519    0.000000    0.015469    0.000000
   1933.00    0.011212    0.025401    0.079896    0.026634  99.9900000  99.9900000    0.164973    0.000000    0.016258    0.000000
   1933.05   -0.037814    0.032115    0.072959    0.025910  99.9900000  99.9900000    0.164745    0.000000    0.016162    0.000000
   1933.10   -0.118556    0.024218    0.069850    0.023976  99.9900000  99.9900000    0.164798    0.000000    0.015209    0.000000
   1933.15   -0.107764    0.026397    0.135372    0.021915  99.9900000  99.9900000    0.165702    0.000000    0.014772    0.000000
   1933.20   -0.126345    0.029168    0.122781    0.032136  99.9900000  99.9900000    0.165159    0.000000    0.014073    0.000000
   1933.25   -0.162199    0.021846    0.188121    0.019445  99.9900000  99.9900000    0.167006    0.000000    0.012302    0.000000
   1933.30   -0.168776    0.024245    0.201247    0.017764  99.9900000  99.9900000    0.167201    0.000000    0.011684    0.000000
   1933.35   -0.155188    0.021857    0.219525    0.021377  99.9900000  99.9900000    0.166964    0.000000    0.012142    0.000000
   1933.40   -0.105727    0.017240    0.258541    0.015817  99.9900000  99.9900000    0.166067    0.000000    0.010838    0.000000
   1933.45   -0.093174    0.016198    0.293517    0.014577  99.9900000  99.9900000    0.163734    0.000000    0.011728    0.000000
   1933.50   -0.055740    0.017697    0.297214    0.017239  99.9900000  99.9900000    0.160455    0.000000    0.011753    0.000000
   1933.55   -0.023380    0.016763    0.272997    0.018128  99.9900000  99.9900000    0.157321    0.000000    0.011216    0.000000
   1933.60    0.016800    0.016207    0.279623    0.017775  99.9900000  99.9900000    0.156062    0.000000    0.011743    0.000000
   1933.65    0.086464    0.017057    0.248796    0.017668  99.9900000  99.9900000    0.153787    0.000000    0.011926    0.000000
   1933.70    0.062755    0.017524    0.234954    0.018234  99.9900000  99.9900000    0.154339    0.000000    0.012048    0.000000
   1933.75    0.072221    0.016546    0.213312    0.015411  99.9900000  99.9900000    0.155508    0.000000    0.012480    0.000000
   1933.80    0.075684    0.019163    0.185440    0.015438  99.9900000  99.9900000    0.156444    0.000000    0.013185    0.000000
   1933.85    0.056894    0.024564    0.173054    0.020811  99.9900000  99.9900000    0.158954    0.000000    0.013248    0.000000
   1933.90    0.031585    0.025164    0.147287    0.019853  99.9900000  99.9900000    0.160361    0.000000    0.014245    0.000000
   1933.95    0.051647    0.027807    0.119987    0.023828  99.9900000  99.9900000    0.161631    0.000000    0.014591    0.000000
   1934.00    0.003291    0.030681    0.190066    0.027319  99.9900000  99.9900000    0.162170    0.000000    0.014753    0.000000
   1934.05   -0.018629    0.040285    0.174380    0.022428  99.9900000  99.9900000    0.162767    0.000000    0.014822    0.000000
   1934.10   -0.056948    0.030613    0.107892    0.028137  99.9900000  99.9900000    0.162695    0.000000    0.014349    0.000000
   1934.15   -0.116859    0.025216    0.109980    0.023969  99.9900000  99.9900000    0.162880    0.000000    0.013144    0.000000
   1934.20   -0.147091    0.026697    0.138703    0.022015  99.9900000  99.9900000    0.164008    0.000000    0.012589    0.000000
   1934.25   -0.139728    0.023364    0.135345    0.021883  99.9900000  99.9900000    0.164131    0.000000    0.011830    0.000000
   1934.30   -0.159850    0.021418    0.169345    0.020147  99.9900000  99.9900000    0.165383    0.000000    0.010716    0.000000
   1934.35   -0.129887    0.018444    0.183258    0.015121  99.9900000  99.9900000    0.165044    0.000000    0.010110    0.000000
   1934.40   -0.099611    0.023239    0.245755    0.024308  99.9900000  99.9900000    0.163784    0.000000    0.010505    0.000000
   1934.45   -0.093457    0.019156    0.251824    0.016047  99.9900000  99.9900000    0.162294    0.000000    0.010113    0.000000
   1934.50   -0.040786    0.018222    0.247264    0.016852  99.9900000  99.9900000    0.159076    0.000000    0.010625    0.000000
   1934.55   -0.017980    0.018559    0.266572    0.016935  99.9900000  99.9900000    0.155693    0.000000    0.010361    0.000000
   1934.60    0.018334    0.019185    0.272802    0.017756  99.9900000  99.9900000    0.153491    0.000000    0.010472    0.000000
   1934.65    0.063039    0.015775    0.230028    0.013796  99.9900000  99.9900000    0.152270    0.000000    0.010630    0.000000
   1934.70    0.071581    0.017605    0.260726    0.019865  99.9900000  99.9900000    0.151868    0.000000    0.011139    0.000000
   1934.75    0.051786    0.017129    0.249494    0.014675  99.9900000  99.9900000    0.153073    0.000000    0.011435    0.000000
   1934.80    0.047722    0.017667    0.225960    0.013575  99.9900000  99.9900000    0.154681    0.000000    0.011912    0.000000
   1934.85    0.025181    0.028692    0.186372    0.014915  99.9900000  99.9900000    0.156377    0.000000    0.012645    0.000000
   1934.90    0.019447    0.023213    0.186206    0.024524  99.9900000  99.9900000    0.158932    0.000000    0.013351    0.000000
   1934.95   -0.036941    0.037188    0.206555    0.026247  99.9900000  99.9900000    0.159333    0.000000    0.013653    0.000000
   1935.00    0.040484    0.032092    0.196557    0.029932  99.9900000  99.9900000    0.159934    0.000000    0.013750    0.000000
   1935.05   -0.070891    0.034900    0.134800    0.036683  99.9900000  99.9900000    0.160456    0.000000    0.013848    0.000000
