#  an         x(")        x_er(")     y(")        y_er(")    UT1-TAI(s)  UT1_er(s)    dPsi(")     dPsi_er(")  dEps(")     dEps_er(")
   1967.25    0.005280    0.030000    0.138532    0.030000  -5.4786831   0.0001000    0.059281    0.002514    0.004895    0.001000
   1967.30   -0.005124    0.030000    0.146919    0.030000  -5.5316631   0.0001000    0.060820    0.002514    0.004054    0.001000
   1967.35   -0.009749    0.030000    0.153984    0.030000  -5.5837565   0.0001000    0.059732    0.002514    0.004977    0.001000
   1967.40   -0.005766    0.030000    0.156673    0.030000  -5.6312320   0.0001000    0.058926    0.002514    0.004031    0.001000
   1967.45   -0.002271    0.030000    0.162391    0.030000  -5.6692502   0.0001000    0.057409    0.002514    0.004154    0.001000
   1967.50   -0.004830    0.030000    0.175389    0.030000  -5.7022195   0.0001000    0.053822    0.002514    0.005226    0.001000
   1967.55   -0.008808    0.030000    0.186401    0.030000  -5.7324072   0.0001000    0.051220    0.002514    0.004657    0.001000
   1967.60   -0.011346    0.030000    0.189759    0.030000  -5.7628975   0.0001000    0.049541    0.002514    0.004781    0.001000
   1967.65   -0.015408    0.030000    0.189087    0.030000  -5.7976636   0.0001000    0.047814    0.002514    0.005157    0.001000
   1967.70   -0.024647    0.030000    0.187952    0.030000  -5.8334947   0.0001000    0.047139    0.002514    0.004760    0.001000
   1967.75   -0.031563    0.030000    0.188884    0.030000  -5.8745401   0.0001000    0.049200    0.002514    0.005566    0.001000
   1967.80   -0.032540    0.030000    0.195250    0.030000  -5.9194336   0.0001000    0.050442    0.002514    0.006087    0.001000
   1967.85   -0.030499    0.030002    0.203517    0.030002  -5.9686267   0.0001000    0.051890    0.002514    0.006236    0.001000
   1967.90   -0.028350    0.029962    0.212332    0.029962  -6.0173059   0.0001000    0.055262    0.002514    0.007241    0.001000
   1967.95   -0.028981    0.030391    0.225906    0.030391  -6.0649583   0.0001000    0.054832    0.002514    0.008596    0.001000
   1968.00   -0.026959    0.024421    0.237249    0.024421  -6.1118466   0.0001000    0.055792    0.002514    0.008272    0.001000
   1968.05   -0.018441    0.019720    0.240982    0.019720  -6.1557580   0.0001000    0.056906    0.002514    0.008330    0.001000
   1968.10   -0.008036    0.020020    0.241684    0.020020  -6.2029508   0.0001000    0.055709    0.002514    0.008128    0.001000
   1968.15    0.007677    0.020000    0.239773    0.020000  -6.2521372   0.0001000    0.056886    0.002514    0.006985    0.001000
   1968.20    0.022548    0.020000    0.236394    0.020000  -6.2980354   0.0001000    0.058130    0.002514    0.005768    0.001000
   1968.25    0.031247    0.020000    0.234823    0.020000  -6.3451750   0.0001000    0.058680    0.002514    0.005289    0.001000
   1968.30    0.044705    0.020000    0.231763    0.020000  -6.4004424   0.0001000    0.059193    0.002514    0.003821    0.001000
   1968.35    0.056216    0.020000    0.222374    0.020000  -6.4511692   0.0001000    0.059966    0.002514    0.003450    0.001000
   1968.40    0.058086    0.020000    0.207969    0.020000  -6.4981501   0.0001000    0.058053    0.002514    0.004184    0.001000
   1968.45    0.060139    0.020000    0.191367    0.020000  -6.5426660   0.0001000    0.056181    0.002514    0.003899    0.001000
   1968.50    0.065524    0.020000    0.173410    0.020000  -6.5756328   0.0001000    0.053328    0.002514    0.004446    0.001000
   1968.55    0.064689    0.020000    0.158012    0.020000  -6.6081101   0.0001000    0.049480    0.002514    0.004565    0.001000
   1968.60    0.050989    0.020000    0.147425    0.020000  -6.6455087   0.0001000    0.047975    0.002514    0.004475    0.001000
   1968.65    0.029334    0.020000    0.140401    0.020000  -6.6874863   0.0001000    0.046688    0.002514    0.004644    0.001000
   1968.70    0.007750    0.020000    0.130759    0.020000  -6.7292882   0.0001000    0.045599    0.002514    0.004731    0.001000
   1968.75   -0.012445    0.020000    0.117203    0.020000  -6.7760959   0.0001000    0.047493    0.002514    0.004990    0.001000
   1968.80   -0.041873    0.020000    0.111361    0.020000  -6.8235002   0.0001000    0.049190    0.002514    0.005764    0.001000
   1968.85   -0.085781    0.020000    0.124945    0.020000  -6.8739201   0.0001000    0.050952    0.002514    0.006209    0.001000
   1968.90   -0.124713    0.020000    0.152248    0.020000  -6.9246334   0.0001000    0.052497    0.002514    0.006868    0.001000
   1968.95   -0.136791    0.020000    0.183387    0.020000  -6.9725940   0.0001000    0.055147    0.002514    0.007773    0.001000
   1969.00   -0.130193    0.020000    0.213621    0.020000  -7.0187779   0.0001000    0.054100    0.002514    0.007962    0.001000
   1969.05   -0.117758    0.020000    0.244222    0.020000  -7.0631885   0.0001000    0.054788    0.002514    0.007819    0.001000
   1969.10   -0.106536    0.020000    0.278661    0.020000  -7.1103222   0.0001000    0.055222    0.002514    0.007482    0.001000
   1969.15   -0.096190    0.020000    0.314045    0.020000  -7.1629601   0.0001000    0.054334    0.002514    0.006292    0.001000
   1969.20   -0.075254    0.020000    0.337314    0.020000  -7.2186269   0.0001000    0.056403    0.002514    0.005108    0.001000
   1969.25   -0.038962    0.020000    0.348650    0.020000  -7.2775651   0.0001000    0.057096    0.002514    0.004714    0.001000
   1969.30    0.003889    0.020000    0.355222    0.020000  -7.3358546   0.0001000    0.057465    0.002514    0.003732    0.001000
   1969.35    0.048456    0.020000    0.349971    0.020000  -7.3894598   0.0001000    0.057665    0.002514    0.003196    0.001000
   1969.40    0.089184    0.020000    0.326188    0.020000  -7.4395165   0.0001000    0.057098    0.002514    0.003484    0.001000
   1969.45    0.119162    0.020000    0.294901    0.020000  -7.4872778   0.0001000    0.054203    0.002514    0.003301    0.001000
   1969.50    0.136279    0.020000    0.262703    0.020000  -7.5237621   0.0001000    0.051935    0.002514    0.003812    0.001000
   1969.55    0.141416    0.020000    0.227223    0.020000  -7.5609996   0.0001000    0.048804    0.002514    0.004161    0.001000
   1969.60    0.136063    0.020000    0.187523    0.020000  -7.5968106   0.0001000    0.045652    0.002514    0.003457    0.001000
   1969.65    0.121841    0.020000    0.149416    0.020000  -7.6342662   0.0001000    0.045578    0.002514    0.003993    0.001000
   1969.70    0.096916    0.020000    0.118360    0.020000  -7.6818428   0.0001000    0.044748    0.002514    0.004354    0.001000
   1969.75    0.059910    0.020000    0.092740    0.020000  -7.7335323   0.0001000    0.044566    0.002514    0.004209    0.001000
   1969.80    0.020093    0.020000    0.072017    0.020000  -7.7872275   0.0001000    0.048119    0.002514    0.004743    0.001000
   1969.85   -0.016898    0.020000    0.063396    0.020000  -7.8402809   0.0001000    0.049503    0.002514    0.005881    0.001000
   1969.90   -0.061438    0.020000    0.066213    0.020000  -7.8927002   0.0001000    0.051184    0.002514    0.005911    0.001000
   1969.95   -0.115423    0.020000    0.081560    0.020000  -7.9463816   0.0001000    0.052366    0.002514    0.006921    0.001000
   1970.00   -0.167338    0.020000    0.119356    0.020000  -7.9962285   0.0001000    0.053890    0.002514    0.007519    0.001000
   1970.05   -0.200264    0.020000    0.172092    0.020000  -8.0502865   0.0001000    0.052598    0.002514    0.006622    0.001000
   1970.10   -0.201231    0.020000    0.226531    0.020000  -8.1034709   0.0001000    0.053127    0.002514    0.006220    0.001000
   1970.15   -0.179064    0.020000    0.281443    0.020000  -8.1597058   0.0001000    0.053634    0.002514    0.005613    0.001000
   1970.20   -0.157907    0.020000    0.329860    0.020000  -8.2157564   0.0001000    0.053579    0.002514    0.003832    0.001000
   1970.25   -0.134061    0.020000    0.365296    0.020000  -8.2758242   0.0001000    0.055412    0.002514    0.002815    0.001000
   1970.30   -0.093039    0.020000    0.386804    0.020000  -8.3360525   0.0001000    0.055553    0.002514    0.003306    0.001000
   1970.35   -0.041094    0.020000    0.398747    0.020000  -8.3918132   0.0001000    0.055411    0.002514    0.002144    0.001000
   1970.40    0.015098    0.020000    0.404082    0.020000  -8.4422520   0.0001000    0.054704    0.002514    0.002453    0.001000
   1970.45    0.074819    0.020000    0.396868    0.020000  -8.4880060   0.0001000    0.052714    0.002514    0.002863    0.001000
   1970.50    0.130338    0.020000    0.371122    0.020000  -8.5275287   0.0001000    0.049395    0.002514    0.002292    0.001000
   1970.55    0.172258    0.020000    0.326615    0.020000  -8.5649384   0.0001000    0.047210    0.002514    0.003041    0.001000
   1970.60    0.197528    0.020000    0.272935    0.020000  -8.5982482   0.0001000    0.044518    0.002514    0.003109    0.001000
   1970.65    0.206605    0.020000    0.217784    0.020000  -8.6347635   0.0001000    0.042481    0.002514    0.002435    0.001000
   1970.70    0.201837    0.020000    0.158062    0.020000  -8.6763456   0.0001000    0.043167    0.002514    0.003008    0.001000
   1970.75    0.179872    0.020000    0.097901    0.020000  -8.7235915   0.0001000    0.043701    0.002514    0.003739    0.001000
   1970.80    0.135239    0.020000    0.050411    0.020000  -8.7749688   0.0001000    0.044826    0.002514    0.003669    0.001000
   1970.85    0.074049    0.020000    0.024024    0.020000  -8.8319911   0.0001000    0.048123    0.002514    0.004257    0.001000
   1970.90    0.012435    0.020000    0.007001    0.020000  -8.8877949   0.0001000    0.049459    0.002514    0.005447    0.001000
   1970.95   -0.042783    0.020000   -0.000037    0.020000  -8.9385261   0.0001000    0.050902    0.002514    0.005446    0.001000
   1971.00   -0.093684    0.020000    0.017257    0.020000  -8.9863920   0.0001000    0.051474    0.002514    0.006085    0.001000
   1971.05   -0.143730    0.020000    0.057952    0.020000  -9.0366002   0.0001000    0.051966    0.002514    0.006066    0.001000
   1971.10   -0.191459    0.020000    0.110148    0.020000  -9.0833461   0.0001000    0.051250    0.002514    0.004923    0.001000
   1971.15   -0.227758    0.020000    0.166606    0.020000  -9.1280176   0.0001000    0.051927    0.002514    0.003964    0.001000
   1971.20   -0.239770    0.020000    0.228654    0.020000  -9.1803666   0.0001000    0.052870    0.002514    0.003205    0.001000
   1971.25   -0.226567    0.020000    0.293776    0.020000  -9.2397526   0.0001000    0.053439    0.002514    0.001373    0.001000
   1971.30   -0.205059    0.020000    0.347650    0.020000  -9.2971571   0.0001000    0.054445    0.002514    0.000700    0.001000
   1971.35   -0.177127    0.020000    0.390332    0.020000  -9.3547923   0.0001000    0.054200    0.002514    0.001200    0.001000
   1971.40   -0.126771    0.020000    0.430187    0.020000  -9.4127026   0.0001000    0.053640    0.002514    0.000755    0.001000
   1971.45   -0.052119    0.020000    0.458607    0.020000  -9.4626443   0.0001000    0.051293    0.002514    0.001303    0.001000
   1971.50    0.029557    0.020000    0.463451    0.020000  -9.5064522   0.0001000    0.048318    0.002514    0.001576    0.001000
   1971.55    0.102260    0.020000    0.442033    0.020000  -9.5504143   0.0001000    0.045002    0.002514    0.001283    0.001000
   1971.60    0.163319    0.020000    0.404842    0.020000  -9.5934924   0.0001000    0.042951    0.002514    0.001769    0.001000
   1971.65    0.209993    0.020000    0.359505    0.020000  -9.6391623   0.0001000    0.040994    0.002514    0.001850    0.001000
   1971.70    0.231583    0.020000    0.299862    0.020000  -9.6908172   0.0001000    0.040512    0.002514    0.001603    0.001000
   1971.75    0.228240    0.020000    0.228426    0.020000  -9.7457415   0.0001000    0.041710    0.002514    0.001995    0.001000
   1971.80    0.208981    0.020000    0.160901    0.020000  -9.8081272   0.0001000    0.043221    0.002514    0.002980    0.001000
   1971.85    0.180781    0.020001    0.107183    0.020001  -9.8732928   0.0001000    0.045110    0.002514    0.003440    0.001000
   1971.90    0.142889    0.019982    0.069289    0.019982  -9.9375707   0.0001000    0.047128    0.002514    0.003936    0.001000
   1971.95    0.091439    0.020194    0.039525    0.020194  -9.9940581   0.0001000    0.048241    0.002514    0.004707    0.001000
   1972.00    0.029580    0.017223    0.018474    0.017223 -10.0461943   0.0001000    0.049313    0.002514    0.004908    0.001000
   1972.05   -0.032541    0.014859    0.012100    0.014859 -10.1016086   0.0001000    0.049592    0.002514    0.004827    0.001000
   1972.10   -0.083953    0.015010    0.018268    0.015010 -10.1624878   0.0001000    0.049222    0.002514    0.004392    0.001000
   1972.15   -0.124782    0.015000    0.042862    0.015000 -10.2234889   0.0001000    0.049215    0.002514    0.002911    0.001000
   1972.20   -0.162967    0.015000    0.092695    0.015000 -10.2853199   0.0001000    0.050554    0.002514    0.001851    0.001000
   1972.25   -0.186224    0.015000    0.155098    0.015000 -10.3481718   0.0001000    0.051332    0.002514    0.000799    0.001000
   1972.30   -0.191423    0.015000    0.214715    0.015000 -10.4132917   0.0001000    0.051862    0.002514   -0.000492    0.001000
   1972.35   -0.179479    0.015000    0.264196    0.015000 -10.4760344   0.0001000    0.052472    0.002514   -0.000617    0.001000
   1972.40   -0.149790    0.015000    0.304227    0.015000 -10.5389022   0.0001000    0.050961    0.002514   -0.000427    0.001000
   1972.45   -0.104724    0.015000    0.340837    0.015000 -10.5934792   0.0001000    0.049555    0.002514   -0.000064    0.001000
   1972.50   -0.051512    0.015000    0.374349    0.015000 -10.6414596   0.0001000    0.046002    0.002514    0.000094    0.001000
   1972.55    0.005028    0.015000    0.398409    0.015000 -10.6862118   0.0001000    0.043079    0.002514    0.000461    0.001000
   1972.60    0.055644    0.015000    0.406957    0.015000 -10.7336225   0.0001000    0.040647    0.002514    0.000057    0.001000
   1972.65    0.090814    0.015000    0.397079    0.015000 -10.7798796   0.0001000    0.039407    0.002514    0.000515    0.001000
   1972.70    0.113773    0.015000    0.367140    0.015000 -10.8300241   0.0001000    0.038273    0.002514    0.000808    0.001000
   1972.75    0.134318    0.015000    0.326101    0.015000 -10.8890339   0.0001000    0.039530    0.002514    0.000924    0.001000
   1972.80    0.154594    0.015000    0.280711    0.015000 -10.9502242   0.0001000    0.041259    0.002514    0.001285    0.001000
   1972.85    0.162141    0.015000    0.237445    0.015000 -11.0076291   0.0001000    0.042831    0.002514    0.002213    0.001000
   1972.90    0.155242    0.015000    0.202104    0.015000 -11.0674876   0.0001000    0.044934    0.002514    0.002930    0.001000
   1972.95    0.142951    0.015000    0.165834    0.015000 -11.1285842   0.0001000    0.046508    0.002514    0.003438    0.001000
   1973.00    0.125457    0.015000    0.126105    0.015000 -11.1869469   0.0001000    0.047078    0.002514    0.003685    0.001000
   1973.05    0.096791    0.015000    0.096001    0.015000 -11.2459757   0.0001000    0.047487    0.002514    0.003565    0.001000
   1973.10    0.058604    0.015000    0.084824    0.015000 -11.3034350   0.0001000    0.047928    0.002514    0.003011    0.001000
   1973.15    0.021341    0.015000    0.086363    0.015000 -11.3656377   0.0001000    0.047055    0.002514    0.002154    0.001000
   1973.20   -0.017006    0.015000    0.093073    0.015000 -11.4261608   0.0001000    0.047820    0.002514    0.000245    0.001000
   1973.25   -0.054042    0.015000    0.109834    0.015000 -11.4932763   0.0001000    0.049465    0.002514   -0.000315    0.001000
   1973.30   -0.087470    0.015000    0.142348    0.015000 -11.5564768   0.0001000    0.049743    0.002514   -0.001438    0.001000
   1973.35   -0.110711    0.015000    0.176685    0.015000 -11.6180090   0.0001000    0.049746    0.002514   -0.001905    0.001000
   1973.40   -0.122793    0.015000    0.205671    0.015000 -11.6751573   0.0001000    0.049384    0.002514   -0.001710    0.001000
   1973.45   -0.120536    0.015000    0.234456    0.015000 -11.7285311   0.0001000    0.046310    0.002514   -0.001518    0.001000
   1973.50   -0.101494    0.015000    0.268001    0.015000 -11.7743959   0.0001000    0.044162    0.002514   -0.001124    0.001000
   1973.55   -0.074233    0.015000    0.301831    0.015000 -11.8182574   0.0001000    0.040389    0.002514   -0.001132    0.001000
   1973.60   -0.047079    0.015000    0.318872    0.015000 -11.8640930   0.0001000    0.038051    0.002514   -0.000801    0.001000
   1973.65   -0.018262    0.015000    0.323489    0.015000 -11.9110865   0.0001000    0.036698    0.002514   -0.001298    0.001000
   1973.70    0.013432    0.015000    0.329065    0.015000 -11.9619277   0.0001000    0.036259    0.002514   -0.000630    0.001000
   1973.75    0.044874    0.015000    0.327923    0.015000 -12.0158065   0.0001000    0.036250    0.002514   -0.000205    0.001000
   1973.80    0.068637    0.015000    0.311822    0.015000 -12.0725478   0.0001000    0.038670    0.002514    0.000172    0.001000
   1973.85    0.083130    0.015000    0.291755    0.015000 -12.1320100   0.0001000    0.040307    0.002514    0.000677    0.001000
   1973.90    0.094208    0.015000    0.276189    0.015000 -12.1936919   0.0001000    0.041697    0.002514    0.001703    0.001000
   1973.95    0.107414    0.015000    0.258535    0.015000 -12.2489824   0.0001000    0.043431    0.002514    0.002280    0.001000
   1974.00    0.113570    0.015000    0.230640    0.015000 -12.3007621   0.0001000    0.044089    0.002514    0.002810    0.001000
   1974.05    0.103138    0.015000    0.202665    0.015000 -12.3464326   0.0001000    0.043920    0.002514    0.002303    0.001000
   1974.10    0.087023    0.015000    0.181449    0.015000 -12.3943288   0.0001000    0.044043    0.002514    0.001594    0.001000
   1974.15    0.073798    0.015000    0.168514    0.015000 -12.4455654   0.0001000    0.045098    0.002514    0.000816    0.001000
   1974.20    0.053585    0.015000    0.165096    0.015000 -12.5006397   0.0001000    0.044908    0.002514   -0.000356    0.001000
   1974.25    0.035272    0.015000    0.176832    0.015000 -12.5567829   0.0001000    0.046149    0.002514   -0.002026    0.001000
   1974.30    0.025544    0.015000    0.185521    0.015000 -12.6134211   0.0001000    0.046869    0.002514   -0.002116    0.001000
   1974.35    0.012144    0.015000    0.182850    0.015000 -12.6758034   0.0001000    0.047087    0.002514   -0.002657    0.001000
   1974.40   -0.004192    0.015000    0.181146    0.015000 -12.7305268   0.0001000    0.046226    0.002514   -0.002561    0.001000
   1974.45   -0.007482    0.015000    0.186840    0.015000 -12.7771581   0.0001000    0.044433    0.002514   -0.002411    0.001000
   1974.50    0.003937    0.015000    0.198894    0.015000 -12.8158698   0.0001000    0.040651    0.002514   -0.002050    0.001000
   1974.55    0.008596    0.015000    0.207976    0.015000 -12.8525872   0.0001000    0.038507    0.002514   -0.001926    0.001000
   1974.60    0.008540    0.015000    0.207904    0.015000 -12.8892226   0.0001000    0.035254    0.002514   -0.001829    0.001000
   1974.65    0.008552    0.015000    0.208003    0.015000 -12.9320985   0.0001000    0.033624    0.002514   -0.001872    0.001000
   1974.70    0.008302    0.015000    0.208342    0.015000 -12.9755789   0.0001000    0.033144    0.002514   -0.002156    0.001000
   1974.75    0.000795    0.015000    0.219233    0.015000 -13.0249543   0.0001000    0.033499    0.002514   -0.001423    0.001000
   1974.80   -0.013251    0.015000    0.233973    0.015000 -13.0796542   0.0001000    0.034974    0.002514   -0.000619    0.001000
   1974.85   -0.024547    0.015000    0.244193    0.015000 -13.1338736   0.0001000    0.037354    0.002514   -0.000214    0.001000
   1974.90   -0.034402    0.015000    0.250985    0.015000 -13.1901462   0.0001000    0.038608    0.002514    0.000587    0.001000
   1974.95   -0.042423    0.015000    0.258078    0.015000 -13.2435600   0.0001000    0.039472    0.002514    0.001499    0.001000
   1975.00   -0.048711    0.015000    0.268876    0.015000 -13.2924656   0.0001000    0.040589    0.002514    0.001674    0.001000
   1975.05   -0.048882    0.015000    0.283793    0.015000 -13.3417639   0.0001000    0.040252    0.002514    0.001717    0.001000
   1975.10   -0.036124    0.015000    0.301883    0.015000 -13.3942678   0.0001000    0.039650    0.002514    0.000618    0.001000
   1975.15   -0.016039    0.015000    0.323908    0.015000 -13.4486219   0.0001000    0.040163    0.002514   -0.000427    0.001000
   1975.20    0.010295    0.015000    0.338564    0.015000 -13.4998786   0.0001000    0.041260    0.002514   -0.001378    0.001000
   1975.25    0.041724    0.015000    0.337197    0.015000 -13.5563651   0.0001000    0.041703    0.002514   -0.002407    0.001000
   1975.30    0.069087    0.015000    0.318710    0.015000 -13.6109810   0.0001000    0.042867    0.002514   -0.003469    0.001000
   1975.35    0.087345    0.015000    0.293917    0.015000 -13.6666482   0.0001000    0.042060    0.002514   -0.003347    0.001000
   1975.40    0.103752    0.015000    0.272244    0.015000 -13.7165538   0.0001000    0.041824    0.002514   -0.003108    0.001000
   1975.45    0.126361    0.015000    0.251696    0.015000 -13.7617821   0.0001000    0.039535    0.002514   -0.002924    0.001000
   1975.50    0.141628    0.015000    0.228472    0.015000 -13.8025263   0.0001000    0.036801    0.002514   -0.002900    0.001000
   1975.55    0.138680    0.015000    0.200594    0.015000 -13.8357336   0.0001000    0.032890    0.002514   -0.002728    0.001000
   1975.60    0.129940    0.015000    0.172125    0.015000 -13.8709651   0.0001000    0.031160    0.002514   -0.002743    0.001000
   1975.65    0.118910    0.015000    0.146535    0.015000 -13.9117167   0.0001000    0.028895    0.002514   -0.002665    0.001000
   1975.70    0.096268    0.015000    0.123823    0.015000 -13.9539837   0.0001000    0.028457    0.002514   -0.002741    0.001000
   1975.75    0.061238    0.015000    0.104896    0.015000 -14.0030932   0.0001000    0.029240    0.002514   -0.002482    0.001000
   1975.80    0.016219    0.015000    0.094568    0.015000 -14.0587160   0.0001000    0.030217    0.002514   -0.001613    0.001000
   1975.85   -0.034892    0.015000    0.100660    0.015000 -14.1152842   0.0001000    0.032291    0.002514   -0.000504    0.001000
   1975.90   -0.078371    0.015000    0.123003    0.015000 -14.1717928   0.0001000    0.034213    0.002514   -0.000180    0.001000
   1975.95   -0.116555    0.015000    0.155761    0.015000 -14.2238778   0.0001000    0.035073    0.002514    0.000643    0.001000
   1976.00   -0.142431    0.015000    0.194774    0.015000 -14.2741523   0.0001000    0.035286    0.002514    0.001008    0.001000
   1976.05   -0.153976    0.015000    0.240596    0.015000 -14.3232732   0.0001000    0.036131    0.002514    0.000863    0.001000
   1976.10   -0.154733    0.015000    0.286720    0.015000 -14.3780724   0.0001000    0.035020    0.002514    0.000139    0.001000
   1976.15   -0.142629    0.015000    0.327414    0.015000 -14.4300410   0.0001000    0.034774    0.002514   -0.000962    0.001000
   1976.20   -0.121819    0.015000    0.360787    0.015000 -14.4855623   0.0001000    0.036064    0.002514   -0.002058    0.001000
   1976.25   -0.092101    0.015000    0.391388    0.015000 -14.5465230   0.0001000    0.036506    0.002514   -0.003054    0.001000
   1976.30   -0.049016    0.015000    0.421360    0.015000 -14.6082906   0.0001000    0.037049    0.002514   -0.003723    0.001000
   1976.35   -0.000917    0.015000    0.435249    0.015000 -14.6676177   0.0001000    0.037684    0.002514   -0.003968    0.001000
   1976.40    0.049585    0.015000    0.426497    0.015000 -14.7256536   0.0001000    0.035300    0.002514   -0.003801    0.001000
   1976.45    0.104988    0.015000    0.402249    0.015000 -14.7745610   0.0001000    0.033811    0.002514   -0.003294    0.001000
   1976.50    0.157583    0.015000    0.370359    0.015000 -14.8155045   0.0001000    0.030583    0.002514   -0.003275    0.001000
   1976.55    0.202249    0.015000    0.333761    0.015000 -14.8582899   0.0001000    0.027503    0.002514   -0.003422    0.001000
   1976.60    0.232009    0.015000    0.293010    0.015000 -14.9018379   0.0001000    0.024632    0.002514   -0.003560    0.001000
   1976.65    0.239367    0.015000    0.242852    0.015000 -14.9435319   0.0001000    0.023647    0.002514   -0.003372    0.001000
   1976.70    0.224667    0.015000    0.190156    0.015000 -14.9940021   0.0001000    0.022449    0.002514   -0.003215    0.001000
   1976.75    0.198570    0.015000    0.145985    0.015000 -15.0534146   0.0001000    0.023380    0.002514   -0.002914    0.001000
   1976.80    0.166309    0.015000    0.114320    0.015000 -15.1139172   0.0001000    0.025206    0.002514   -0.002213    0.001000
   1976.85    0.122791    0.015000    0.091608    0.015000 -15.1744607   0.0001000    0.026212    0.002514   -0.001281    0.001000
   1976.90    0.067387    0.015000    0.078564    0.015000 -15.2295294   0.0001000    0.027962    0.002514   -0.000411    0.001000
   1976.95    0.001313    0.015000    0.073091    0.015000 -15.2840294   0.0001000    0.029441    0.002514   -0.000036    0.001000
   1977.00   -0.070238    0.015000    0.082599    0.015000 -15.3339119   0.0001000    0.029185    0.002514    0.000305    0.001000
   1977.05   -0.133830    0.015000    0.114931    0.015000 -15.3852362   0.0001000    0.028652    0.002514    0.000102    0.001000
   1977.10   -0.185586    0.015000    0.167173    0.015000 -15.4358488   0.0001000    0.029793    0.002514   -0.000448    0.001000
   1977.15   -0.222695    0.015000    0.232029    0.015000 -15.4848362   0.0001000    0.028434    0.002514   -0.001672    0.001000
   1977.20   -0.235778    0.015000    0.298985    0.015000 -15.5381771   0.0001000    0.029249    0.002514   -0.002587    0.001000
   1977.25   -0.219176    0.015000    0.361058    0.015000 -15.5981875   0.0001000    0.030733    0.002514   -0.003530    0.001000
   1977.30   -0.179712    0.015000    0.410606    0.015000 -15.6562748   0.0001000    0.030477    0.002514   -0.004111    0.001000
   1977.35   -0.132931    0.015000    0.449165    0.015000 -15.7167571   0.0001000    0.030348    0.002514   -0.004440    0.001000
   1977.40   -0.073855    0.015000    0.476592    0.015000 -15.7698515   0.0001000    0.030074    0.002514   -0.004293    0.001000
   1977.45    0.004735    0.015000    0.487940    0.015000 -15.8149886   0.0001000    0.026568    0.002514   -0.004173    0.001000
   1977.50    0.088168    0.015000    0.479759    0.015000 -15.8522390   0.0001000    0.024116    0.002514   -0.003829    0.001000
   1977.55    0.158358    0.015000    0.450730    0.015000 -15.8867537   0.0001000    0.021476    0.002514   -0.003949    0.001000
   1977.60    0.212632    0.015000    0.408439    0.015000 -15.9221132   0.0001000    0.018544    0.002514   -0.003962    0.001000
   1977.65    0.254395    0.015000    0.356396    0.015000 -15.9593558   0.0001000    0.016908    0.002514   -0.004221    0.001000
   1977.70    0.279380    0.015000    0.296471    0.015000 -16.0092063   0.0001000    0.016755    0.002514   -0.003763    0.001000
   1977.75    0.277342    0.015000    0.225488    0.015000 -16.0622794   0.0001000    0.016796    0.002514   -0.003249    0.001000
   1977.80    0.249362    0.015000    0.151616    0.015000 -16.1192394   0.0001000    0.018518    0.002514   -0.002753    0.001000
   1977.85    0.201576    0.015000    0.094880    0.015000 -16.1788168   0.0001000    0.021206    0.002514   -0.002045    0.001000
   1977.90    0.141427    0.015000    0.058580    0.015000 -16.2353380   0.0001000    0.021773    0.002514   -0.000998    0.001000
   1977.95    0.071953    0.015000    0.033183    0.015000 -16.2908973   0.0001000    0.022617    0.002514   -0.000391    0.001000
   1978.00    0.001605    0.015000    0.025172    0.015000 -16.3508052   0.0001000    0.023784    0.002514   -0.000221    0.001000
   1978.05   -0.066174    0.015000    0.040914    0.015000 -16.4069024   0.0001000    0.022497    0.002514   -0.000363    0.001000
   1978.10   -0.132868    0.015000    0.071448    0.015000 -16.4643037   0.0001000    0.021472    0.002514   -0.000951    0.001000
   1978.15   -0.184303    0.015000    0.110580    0.015000 -16.5300770   0.0001000    0.023314    0.002514   -0.001846    0.001000
   1978.20   -0.216682    0.015000    0.164822    0.015000 -16.5925264   0.0001000    0.022610    0.002514   -0.002815    0.001000
   1978.25   -0.226979    0.015000    0.233675    0.015000 -16.6547377   0.0001000    0.023552    0.002514   -0.003689    0.001000
   1978.30   -0.218023    0.015000    0.311387    0.015000 -16.7168695   0.0001000    0.024366    0.002514   -0.004289    0.001000
   1978.35   -0.198179    0.015000    0.376965    0.015000 -16.7746397   0.0001000    0.023584    0.002514   -0.004272    0.001000
   1978.40   -0.165235    0.015000    0.417549    0.015000 -16.8313087   0.0001000    0.022138    0.002514   -0.004189    0.001000
   1978.45   -0.109158    0.015000    0.447470    0.015000 -16.8795932   0.0001000    0.021377    0.002514   -0.004317    0.001000
   1978.50   -0.045227    0.015000    0.473303    0.015000 -16.9185307   0.0001000    0.017324    0.002514   -0.004061    0.001000
   1978.55    0.022689    0.015000    0.487602    0.015000 -16.9536396   0.0001000    0.014513    0.002514   -0.003818    0.001000
   1978.60    0.096931    0.015000    0.478262    0.015000 -16.9878250   0.0001000    0.012833    0.002514   -0.003907    0.001000
   1978.65    0.153645    0.015000    0.445144    0.015000 -17.0302670   0.0001000    0.010557    0.002514   -0.003718    0.001000
   1978.70    0.194897    0.015000    0.401548    0.015000 -17.0754812   0.0001000    0.009969    0.002514   -0.003887    0.001000
   1978.75    0.224028    0.015000    0.349724    0.015000 -17.1253852   0.0001000    0.011173    0.002514   -0.003118    0.001000
   1978.80    0.234668    0.015000    0.283152    0.015000 -17.1818194   0.0001000    0.012225    0.002514   -0.002259    0.001000
