#  an         x(")        x_er(")     y(")        y_er(")    UT1-TAI(s)  UT1_er(s)     dX(")       dX_er(")    dY(")       dY_er(")
   1965.60    0.079038    0.030000    0.412687    0.030000  -4.0254479   0.0001000    0.000000    0.001000    0.000000    0.001000
   1965.65    0.106346    0.030000    0.368533    0.030000  -4.0572441   0.0001000    0.000000    0.001000    0.000000    0.001000
   1965.70    0.137719    0.030000    0.306068    0.030000  -4.0954148   0.0001000    0.000000    0.001000    0.000000    0.001000
   1965.75    0.170939    0.030000    0.241015    0.030000  -4.1389685   0.0001000    0.000000    0.001000    0.000000    0.001000
   1965.80    0.192057    0.030000    0.183271    0.030000  -4.1845130   0.0001000    0.000000    0.001000    0.000000    0.001000
   1965.85    0.188129    0.030000    0.136048    0.030000  -4.2303793   0.0001000    0.000000    0.001000    0.000000    0.001000
   1965.90    0.158141    0.030000    0.091134    0.030000  -4.2789655   0.0001000    0.000000    0.001000    0.000000    0.001000
   1965.95    0.110088    0.030000    0.048508    0.030000  -4.3209999   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.00    0.055908    0.030000    0.019072    0.030000  -4.3602732   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.05    0.007949    0.030000    0.013026    0.030000  -4.4031323   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.10   -0.036919    0.030000    0.021765    0.030000  -4.4491536   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.15   -0.082423    0.030000    0.037232    0.030000  -4.4947067   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.20   -0.117176    0.030000    0.059649    0.030000  -4.5401856   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.25   -0.141819    0.030000    0.092509    0.030000  -4.5907090   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.30   -0.161450    0.030000    0.131578    0.030000  -4.6432833   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.35   -0.164821    0.030000    0.165396    0.030000  -4.6953034   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.40   -0.150697    0.030000    0.196717    0.030000  -4.7421128   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.45   -0.130014    0.030000    0.238130    0.030000  -4.7819539   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.50   -0.108328    0.030000    0.282495    0.030000  -4.8180928   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.55   -0.082491    0.030000    0.311535    0.030000  -4.8479855   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.60   -0.052871    0.030000    0.327780    0.030000  -4.8798980   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.65   -0.021758    0.030000    0.335965    0.030000  -4.9181681   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.70    0.010512    0.030000    0.331069    0.030000  -4.9609283   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.75    0.046274    0.030000    0.313186    0.030000  -5.0080145   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.80    0.079473    0.030000    0.285958    0.030000  -5.0576330   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.85    0.102958    0.030000    0.250271    0.030000  -5.1091927   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.90    0.121443    0.030000    0.210120    0.030000  -5.1598254   0.0001000    0.000000    0.001000    0.000000    0.001000
   1966.95    0.124926    0.030000    0.179743    0.030000  -5.2063946   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.00    0.099884    0.030000    0.165697    0.030000  -5.2490790   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.05    0.063233    0.030000    0.158006    0.030000  -5.2886294   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.10    0.037184    0.030000    0.152011    0.030000  -5.3321403   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.15    0.023843    0.030000    0.147007    0.030000  -5.3796456   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.20    0.014867    0.030000    0.139698    0.030000  -5.4287880   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.25    0.005280    0.030000    0.138532    0.030000  -5.4786831   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.30   -0.005124    0.030000    0.146919    0.030000  -5.5316631   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.35   -0.009749    0.030000    0.153984    0.030000  -5.5837565   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.40   -0.005766    0.030000    0.156673    0.030000  -5.6312320   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.45   -0.002271    0.030000    0.162391    0.030000  -5.6692502   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.50   -0.004830    0.030000    0.175389    0.030000  -5.7022195   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.55   -0.008808    0.030000    0.186401    0.030000  -5.7324072   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.60   -0.011346    0.030000    0.189759    0.030000  -5.7628975   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.65   -0.015408    0.030000    0.189087    0.030000  -5.7976636   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.70   -0.024647    0.030000    0.187952    0.030000  -5.8334947   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.75   -0.031563    0.030000    0.188884    0.030000  -5.8745401   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.80   -0.032540    0.030000    0.195250    0.030000  -5.9194336   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.85   -0.030499    0.030002    0.203517    0.030002  -5.9686267   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.90   -0.028350    0.029962    0.212332    0.029962  -6.0173059   0.0001000    0.000000    0.001000    0.000000    0.001000
   1967.95   -0.028981    0.030391    0.225906    0.030391  -6.0649583   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.00   -0.026959    0.024421    0.237249    0.024421  -6.1118466   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.05   -0.018441    0.019720    0.240982    0.019720  -6.1557580   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.10   -0.008036    0.020020    0.241684    0.020020  -6.2029508   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.15    0.007677    0.020000    0.239773    0.020000  -6.2521372   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.20    0.022548    0.020000    0.236394    0.020000  -6.2980354   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.25    0.031247    0.020000    0.234823    0.020000  -6.3451750   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.30    0.044705    0.020000    0.231763    0.020000  -6.4004424   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.35    0.056216    0.020000    0.222374    0.020000  -6.4511692   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.40    0.058086    0.020000    0.207969    0.020000  -6.4981501   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.45    0.060139    0.020000    0.191367    0.020000  -6.5426660   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.50    0.065524    0.020000    0.173410    0.020000  -6.5756328   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.55    0.064689    0.020000    0.158012    0.020000  -6.6081101   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.60    0.050989    0.020000    0.147425    0.020000  -6.6455087   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.65    0.029334    0.020000    0.140401    0.020000  -6.6874863   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.70    0.007750    0.020000    0.130759    0.020000  -6.7292882   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.75   -0.012445    0.020000    0.117203    0.020000  -6.7760959   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.80   -0.041873    0.020000    0.111361    0.020000  -6.8235002   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.85   -0.085781    0.020000    0.124945    0.020000  -6.8739201   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.90   -0.124713    0.020000    0.152248    0.020000  -6.9246334   0.0001000    0.000000    0.001000    0.000000    0.001000
   1968.95   -0.136791    0.020000    0.183387    0.020000  -6.9725940   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.00   -0.130193    0.020000    0.213621    0.020000  -7.0187779   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.05   -0.117758    0.020000    0.244222    0.020000  -7.0631885   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.10   -0.106536    0.020000    0.278661    0.020000  -7.1103222   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.15   -0.096190    0.020000    0.314045    0.020000  -7.1629601   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.20   -0.075254    0.020000    0.337314    0.020000  -7.2186269   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.25   -0.038962    0.020000    0.348650    0.020000  -7.2775651   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.30    0.003889    0.020000    0.355222    0.020000  -7.3358546   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.35    0.048456    0.020000    0.349971    0.020000  -7.3894598   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.40    0.089184    0.020000    0.326188    0.020000  -7.4395165   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.45    0.119162    0.020000    0.294901    0.020000  -7.4872778   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.50    0.136279    0.020000    0.262703    0.020000  -7.5237621   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.55    0.141416    0.020000    0.227223    0.020000  -7.5609996   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.60    0.136063    0.020000    0.187523    0.020000  -7.5968106   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.65    0.121841    0.020000    0.149416    0.020000  -7.6342662   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.70    0.096916    0.020000    0.118360    0.020000  -7.6818428   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.75    0.059910    0.020000    0.092740    0.020000  -7.7335323   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.80    0.020093    0.020000    0.072017    0.020000  -7.7872275   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.85   -0.016898    0.020000    0.063396    0.020000  -7.8402809   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.90   -0.061438    0.020000    0.066213    0.020000  -7.8927002   0.0001000    0.000000    0.001000    0.000000    0.001000
   1969.95   -0.115423    0.020000    0.081560    0.020000  -7.9463816   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.00   -0.167338    0.020000    0.119356    0.020000  -7.9962285   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.05   -0.200264    0.020000    0.172092    0.020000  -8.0502865   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.10   -0.201231    0.020000    0.226531    0.020000  -8.1034709   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.15   -0.179064    0.020000    0.281443    0.020000  -8.1597058   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.20   -0.157907    0.020000    0.329860    0.020000  -8.2157564   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.25   -0.134061    0.020000    0.365296    0.020000  -8.2758242   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.30   -0.093039    0.020000    0.386804    0.020000  -8.3360525   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.35   -0.041094    0.020000    0.398747    0.020000  -8.3918132   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.40    0.015098    0.020000    0.404082    0.020000  -8.4422520   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.45    0.074819    0.020000    0.396868    0.020000  -8.4880060   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.50    0.130338    0.020000    0.371122    0.020000  -8.5275287   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.55    0.172258    0.020000    0.326615    0.020000  -8.5649384   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.60    0.197528    0.020000    0.272935    0.020000  -8.5982482   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.65    0.206605    0.020000    0.217784    0.020000  -8.6347635   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.70    0.201837    0.020000    0.158062    0.020000  -8.6763456   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.75    0.179872    0.020000    0.097901    0.020000  -8.7235915   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.80    0.135239    0.020000    0.050411    0.020000  -8.7749688   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.85    0.074049    0.020000    0.024024    0.020000  -8.8319911   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.90    0.012435    0.020000    0.007001    0.020000  -8.8877949   0.0001000    0.000000    0.001000    0.000000    0.001000
   1970.95   -0.042783    0.020000   -0.000037    0.020000  -8.9385261   0.0001000    0.000000    0.001000    0.000000    0.001000
   1971.00   -0.093684    0.020000    0.017257    0.020000  -8.9863920   0.0001000    0.000000    0.001000    0.000000    0.001000
   1971.05   -0.143730    0.020000    0.057952    0.020000  -9.0366002   0.0001000    0.000000    0.001000    0.000000    0.001000
   1971.10   -0.191459    0.020000    0.110148    0.020000  -9.0833461   0.0001000    0.000000    0.001000    0.000000    0.001000
   1971.15   -0.227758    0.020000    0.166606    0.020000  -9.1280176   0.0001000    0.000000    0.001000    0.000000    0.001000
   1971.20   -0.239770    0.020000    0.228654    0.020000  -9.1803666   0.0001000    0.000000    0.001000    0.000000    0.001000
   1971.25   -0.226567    0.020000    0.293776    0.020000  -9.2397526   0.0001000    0.000000    0.001000    0.000000    0.001000
   1971.30   -0.205059    0.020000    0.347650    0.020000  -9.2971571   0.0001000    0.000000    0.001000    0.000000    0.001000
   1971.35   -0.177127    0.020000    0.390332    0.020000  -9.3547923   0.0001000    0.000000    0.001000    0.000000    0.001000
   1971.40   -0.126771    0.020000    0.430187    0.020000  -9.4127026   0.0001000    0.000000    0.001000    0.000000    0.001000
   1971.45   -0.052119    0.020000    0.458607    0.020000  -9.4626443   0.0001000    0.000000    0.001000    0.000000    0.001000
   1971.50    0.029557    0.020000    0.463451    0.020000  -9.5064522   0.0001000    0.000000    0.001000    0.000000    0.001000
   1971.55    0.102260    0.020000    0.442033    0.020000  -9.5504143   0.0001000    0.000000    0.001000    0.000000    0.001000
   1971.60    0.163319    0.020000    0.404842    0.020000  -9.5934924   0.0001000    0.000000    0.001000    0.000000    0.001000
   1971.65    0.209993    0.020000    0.359505    0.020000  -9.6391623   0.0001000    0.000000    0.001000    0.000000    0.001000
   1971.70    0.231583    0.020000    0.299862    0.020000  -9.6908172   0.0001000    0.000000    0.001000    0.000000    0.001000
   1971.75    0.228240    0.020000    0.228426    0.020000  -9.7457415   0.0001000    0.000000    0.001000    0.000000    0.001000
   1971.80    0.208981    0.020000    0.160901    0.020000  -9.8081272   0.0001000    0.000000    0.001000    0.000000    0.001000
   1971.85    0.180781    0.020001    0.107183    0.020001  -9.8732928   0.0001000    0.000000    0.001000    0.000000    0.001000
   1971.90    0.142889    0.019982    0.069289    0.019982  -9.9375707   0.0001000    0.000000    0.001000    0.000000    0.001000
   1971.95    0.091439    0.020194    0.039525    0.020194  -9.9940581   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.00    0.029580    0.017223    0.018474    0.017223 -10.0461943   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.05   -0.032541    0.014859    0.012100    0.014859 -10.1016086   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.10   -0.083953    0.015010    0.018268    0.015010 -10.1624878   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.15   -0.124782    0.015000    0.042862    0.015000 -10.2234889   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.20   -0.162967    0.015000    0.092695    0.015000 -10.2853199   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.25   -0.186224    0.015000    0.155098    0.015000 -10.3481718   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.30   -0.191423    0.015000    0.214715    0.015000 -10.4132917   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.35   -0.179479    0.015000    0.264196    0.015000 -10.4760344   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.40   -0.149790    0.015000    0.304227    0.015000 -10.5389022   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.45   -0.104724    0.015000    0.340837    0.015000 -10.5934792   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.50   -0.051512    0.015000    0.374349    0.015000 -10.6414596   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.55    0.005028    0.015000    0.398409    0.015000 -10.6862118   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.60    0.055644    0.015000    0.406957    0.015000 -10.7336225   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.65    0.090814    0.015000    0.397079    0.015000 -10.7798796   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.70    0.113773    0.015000    0.367140    0.015000 -10.8300241   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.75    0.134318    0.015000    0.326101    0.015000 -10.8890339   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.80    0.154594    0.015000    0.280711    0.015000 -10.9502242   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.85    0.162141    0.015000    0.237445    0.015000 -11.0076291   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.90    0.155242    0.015000    0.202104    0.015000 -11.0674876   0.0001000    0.000000    0.001000    0.000000    0.001000
   1972.95    0.142951    0.015000    0.165834    0.015000 -11.1285842   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.00    0.125457    0.015000    0.126105    0.015000 -11.1869469   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.05    0.096791    0.015000    0.096001    0.015000 -11.2459757   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.10    0.058604    0.015000    0.084824    0.015000 -11.3034350   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.15    0.021341    0.015000    0.086363    0.015000 -11.3656377   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.20   -0.017006    0.015000    0.093073    0.015000 -11.4261608   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.25   -0.054042    0.015000    0.109834    0.015000 -11.4932763   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.30   -0.087470    0.015000    0.142348    0.015000 -11.5564768   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.35   -0.110711    0.015000    0.176685    0.015000 -11.6180090   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.40   -0.122793    0.015000    0.205671    0.015000 -11.6751573   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.45   -0.120536    0.015000    0.234456    0.015000 -11.7285311   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.50   -0.101494    0.015000    0.268001    0.015000 -11.7743959   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.55   -0.074233    0.015000    0.301831    0.015000 -11.8182574   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.60   -0.047079    0.015000    0.318872    0.015000 -11.8640930   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.65   -0.018262    0.015000    0.323489    0.015000 -11.9110865   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.70    0.013432    0.015000    0.329065    0.015000 -11.9619277   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.75    0.044874    0.015000    0.327923    0.015000 -12.0158065   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.80    0.068637    0.015000    0.311822    0.015000 -12.0725478   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.85    0.083130    0.015000    0.291755    0.015000 -12.1320100   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.90    0.094208    0.015000    0.276189    0.015000 -12.1936919   0.0001000    0.000000    0.001000    0.000000    0.001000
   1973.95    0.107414    0.015000    0.258535    0.015000 -12.2489824   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.00    0.113570    0.015000    0.230640    0.015000 -12.3007621   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.05    0.103138    0.015000    0.202665    0.015000 -12.3464326   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.10    0.087023    0.015000    0.181449    0.015000 -12.3943288   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.15    0.073798    0.015000    0.168514    0.015000 -12.4455654   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.20    0.053585    0.015000    0.165096    0.015000 -12.5006397   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.25    0.035272    0.015000    0.176832    0.015000 -12.5567829   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.30    0.025544    0.015000    0.185521    0.015000 -12.6134211   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.35    0.012144    0.015000    0.182850    0.015000 -12.6758034   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.40   -0.004192    0.015000    0.181146    0.015000 -12.7305268   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.45   -0.007482    0.015000    0.186840    0.015000 -12.7771581   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.50    0.003937    0.015000    0.198894    0.015000 -12.8158698   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.55    0.008596    0.015000    0.207976    0.015000 -12.8525872   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.60    0.008540    0.015000    0.207904    0.015000 -12.8892226   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.65    0.008552    0.015000    0.208003    0.015000 -12.9320985   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.70    0.008302    0.015000    0.208342    0.015000 -12.9755789   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.75    0.000795    0.015000    0.219233    0.015000 -13.0249543   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.80   -0.013251    0.015000    0.233973    0.015000 -13.0796542   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.85   -0.024547    0.015000    0.244193    0.015000 -13.1338736   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.90   -0.034402    0.015000    0.250985    0.015000 -13.1901462   0.0001000    0.000000    0.001000    0.000000    0.001000
   1974.95   -0.042423    0.015000    0.258078    0.015000 -13.2435600   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.00   -0.048711    0.015000    0.268876    0.015000 -13.2924656   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.05   -0.048882    0.015000    0.283793    0.015000 -13.3417639   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.10   -0.036124    0.015000    0.301883    0.015000 -13.3942678   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.15   -0.016039    0.015000    0.323908    0.015000 -13.4486219   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.20    0.010295    0.015000    0.338564    0.015000 -13.4998786   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.25    0.041724    0.015000    0.337197    0.015000 -13.5563651   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.30    0.069087    0.015000    0.318710    0.015000 -13.6109810   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.35    0.087345    0.015000    0.293917    0.015000 -13.6666482   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.40    0.103752    0.015000    0.272244    0.015000 -13.7165538   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.45    0.126361    0.015000    0.251696    0.015000 -13.7617821   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.50    0.141628    0.015000    0.228472    0.015000 -13.8025263   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.55    0.138680    0.015000    0.200594    0.015000 -13.8357336   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.60    0.129940    0.015000    0.172125    0.015000 -13.8709651   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.65    0.118910    0.015000    0.146535    0.015000 -13.9117167   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.70    0.096268    0.015000    0.123823    0.015000 -13.9539837   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.75    0.061238    0.015000    0.104896    0.015000 -14.0030932   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.80    0.016219    0.015000    0.094568    0.015000 -14.0587160   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.85   -0.034892    0.015000    0.100660    0.015000 -14.1152842   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.90   -0.078371    0.015000    0.123003    0.015000 -14.1717928   0.0001000    0.000000    0.001000    0.000000    0.001000
   1975.95   -0.116555    0.015000    0.155761    0.015000 -14.2238778   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.00   -0.142431    0.015000    0.194774    0.015000 -14.2741523   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.05   -0.153976    0.015000    0.240596    0.015000 -14.3232732   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.10   -0.154733    0.015000    0.286720    0.015000 -14.3780724   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.15   -0.142629    0.015000    0.327414    0.015000 -14.4300410   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.20   -0.121819    0.015000    0.360787    0.015000 -14.4855623   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.25   -0.092101    0.015000    0.391388    0.015000 -14.5465230   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.30   -0.049016    0.015000    0.421360    0.015000 -14.6082906   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.35   -0.000917    0.015000    0.435249    0.015000 -14.6676177   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.40    0.049585    0.015000    0.426497    0.015000 -14.7256536   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.45    0.104988    0.015000    0.402249    0.015000 -14.7745610   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.50    0.157583    0.015000    0.370359    0.015000 -14.8155045   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.55    0.202249    0.015000    0.333761    0.015000 -14.8582899   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.60    0.232009    0.015000    0.293010    0.015000 -14.9018379   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.65    0.239367    0.015000    0.242852    0.015000 -14.9435319   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.70    0.224667    0.015000    0.190156    0.015000 -14.9940021   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.75    0.198570    0.015000    0.145985    0.015000 -15.0534146   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.80    0.166309    0.015000    0.114320    0.015000 -15.1139172   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.85    0.122791    0.015000    0.091608    0.015000 -15.1744607   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.90    0.067387    0.015000    0.078564    0.015000 -15.2295294   0.0001000    0.000000    0.001000    0.000000    0.001000
   1976.95    0.001313    0.015000    0.073091    0.015000 -15.2840294   0.0001000    0.000000    0.001000    0.000000    0.001000
   1977.00   -0.070238    0.015000    0.082599    0.015000 -15.3339119   0.0001000    0.000000    0.001000    0.000000    0.001000
   1977.05   -0.133830    0.015000    0.114931    0.015000 -15.3852362   0.0001000    0.000000    0.001000    0.000000    0.001000
   1977.10   -0.185586    0.015000    0.167173    0.015000 -15.4358488   0.0001000    0.000000    0.001000    0.000000    0.001000
   1977.15   -0.222695    0.015000    0.232029    0.015000 -15.4848362   0.0001000    0.000000    0.001000    0.000000    0.001000
   1977.20   -0.235778    0.015000    0.298985    0.015000 -15.5381771   0.0001000    0.000000    0.001000    0.000000    0.001000
   1977.25   -0.219176    0.015000    0.361058    0.015000 -15.5981875   0.0001000    0.000000    0.001000    0.000000    0.001000
