#  an         x(")        x_er(")     y(")        y_er(")    UT1-TAI(s)  UT1_er(s)     dX(")       dX_er(")    dY(")       dY_er(")
   1933.80    0.075684    0.019163    0.185440    0.015438  99.9900000  99.9900000   -0.062030    0.000000   -0.014265    0.000000
   1933.85    0.056894    0.024564    0.173054    0.020811  99.9900000  99.9900000   -0.062878    0.000000   -0.014727    0.000000
   1933.90    0.031585    0.025164    0.147287    0.019853  99.9900000  99.9900000   -0.063477    0.000000   -0.015467    0.000000
   1933.95    0.051647    0.027807    0.119987    0.023828  99.9900000  99.9900000   -0.064041    0.000000   -0.016048    0.000000
   1934.00    0.003291    0.030681    0.190066    0.027319  99.9900000  99.9900000   -0.064210    0.000000   -0.016434    0.000000
   1934.05   -0.018629    0.040285    0.174380    0.022428  99.9900000  99.9900000   -0.064199    0.000000   -0.016182    0.000000
   1934.10   -0.056948    0.030613    0.107892    0.028137  99.9900000  99.9900000   -0.064256    0.000000   -0.015613    0.000000
   1934.15   -0.116859    0.025216    0.109980    0.023969  99.9900000  99.9900000   -0.064398    0.000000   -0.014767    0.000000
   1934.20   -0.147091    0.026697    0.138703    0.022015  99.9900000  99.9900000   -0.064704    0.000000   -0.013744    0.000000
   1934.25   -0.139728    0.023364    0.135345    0.021883  99.9900000  99.9900000   -0.065052    0.000000   -0.012850    0.000000
   1934.30   -0.159850    0.021418    0.169345    0.020147  99.9900000  99.9900000   -0.065436    0.000000   -0.012043    0.000000
   1934.35   -0.129887    0.018444    0.183258    0.015121  99.9900000  99.9900000   -0.065365    0.000000   -0.011599    0.000000
   1934.40   -0.099611    0.023239    0.245755    0.024308  99.9900000  99.9900000   -0.065050    0.000000   -0.011770    0.000000
   1934.45   -0.093457    0.019156    0.251824    0.016047  99.9900000  99.9900000   -0.064197    0.000000   -0.011638    0.000000
   1934.50   -0.040786    0.018222    0.247264    0.016852  99.9900000  99.9900000   -0.062986    0.000000   -0.011851    0.000000
   1934.55   -0.017980    0.018559    0.266572    0.016935  99.9900000  99.9900000   -0.061751    0.000000   -0.011954    0.000000
   1934.60    0.018334    0.019185    0.272802    0.017756  99.9900000  99.9900000   -0.060835    0.000000   -0.012109    0.000000
   1934.65    0.063039    0.015775    0.230028    0.013796  99.9900000  99.9900000   -0.060140    0.000000   -0.012033    0.000000
   1934.70    0.071581    0.017605    0.260726    0.019865  99.9900000  99.9900000   -0.060165    0.000000   -0.012340    0.000000
   1934.75    0.051786    0.017129    0.249494    0.014675  99.9900000  99.9900000   -0.060482    0.000000   -0.012606    0.000000
   1934.80    0.047722    0.017667    0.225960    0.013575  99.9900000  99.9900000   -0.061150    0.000000   -0.013135    0.000000
   1934.85    0.025181    0.028692    0.186372    0.014915  99.9900000  99.9900000   -0.061988    0.000000   -0.013837    0.000000
   1934.90    0.019447    0.023213    0.186206    0.024524  99.9900000  99.9900000   -0.062781    0.000000   -0.014490    0.000000
   1934.95   -0.036941    0.037188    0.206555    0.026247  99.9900000  99.9900000   -0.063102    0.000000   -0.015032    0.000000
   1935.00    0.040484    0.032092    0.196557    0.029932  99.9900000  99.9900000   -0.063387    0.000000   -0.015403    0.000000
   1935.05   -0.070891    0.034900    0.134800    0.036683  99.9900000  99.9900000   -0.063385    0.000000   -0.015101    0.000000
   1935.10    0.008288    0.034174    0.143916    0.021547  99.9900000  99.9900000   -0.063309    0.000000   -0.014498    0.000000
   1935.15   -0.023282    0.028376    0.164840    0.021624  99.9900000  99.9900000   -0.063500    0.000000   -0.013457    0.000000
   1935.20   -0.044583    0.029093    0.178476    0.026853  99.9900000  99.9900000   -0.063700    0.000000   -0.012478    0.000000
   1935.25   -0.038638    0.017297    0.188605    0.020066  99.9900000  99.9900000   -0.064091    0.000000   -0.011490    0.000000
   1935.30   -0.028756    0.018782    0.191202    0.017968  99.9900000  99.9900000   -0.064388    0.000000   -0.010682    0.000000
   1935.35   -0.021429    0.024279    0.219235    0.018565  99.9900000  99.9900000   -0.064435    0.000000   -0.010418    0.000000
   1935.40   -0.008803    0.018785    0.193576    0.014602  99.9900000  99.9900000   -0.064087    0.000000   -0.010245    0.000000
   1935.45   -0.017686    0.018061    0.214245    0.019927  99.9900000  99.9900000   -0.063220    0.000000   -0.010619    0.000000
   1935.50   -0.005117    0.016228    0.199149    0.015859  99.9900000  99.9900000   -0.062125    0.000000   -0.010768    0.000000
   1935.55   -0.009310    0.017999    0.181159    0.017404  99.9900000  99.9900000   -0.060806    0.000000   -0.010836    0.000000
   1935.60    0.022560    0.017772    0.171966    0.017801  99.9900000  99.9900000   -0.059771    0.000000   -0.010962    0.000000
   1935.65   -0.015022    0.018569    0.167196    0.019110  99.9900000  99.9900000   -0.059179    0.000000   -0.011032    0.000000
   1935.70    0.006725    0.019917    0.181308    0.018072  99.9900000  99.9900000   -0.059098    0.000000   -0.010915    0.000000
   1935.75   -0.039426    0.028763    0.150148    0.015978  99.9900000  99.9900000   -0.059393    0.000000   -0.011375    0.000000
   1935.80   -0.028757    0.027614    0.158559    0.017462  99.9900000  99.9900000   -0.060109    0.000000   -0.011950    0.000000
   1935.85   -0.059124    0.026684    0.154851    0.020729  99.9900000  99.9900000   -0.060844    0.000000   -0.012585    0.000000
   1935.90   -0.061948    0.029287    0.161205    0.018063  99.9900000  99.9900000   -0.061619    0.000000   -0.013296    0.000000
   1935.95   -0.072344    0.043420    0.169943    0.024310  99.9900000  99.9900000   -0.062246    0.000000   -0.013922    0.000000
   1936.00   -0.013139    0.036127    0.191857    0.024308  99.9900000  99.9900000   -0.062384    0.000000   -0.014178    0.000000
   1936.05   -0.061866    0.042953    0.242501    0.024771  99.9900000  99.9900000   -0.062456    0.000000   -0.014133    0.000000
   1936.10   -0.051910    0.042933    0.243044    0.024514  99.9900000  99.9900000   -0.062421    0.000000   -0.013603    0.000000
   1936.15   -0.103345    0.029835    0.261184    0.018912  99.9900000  99.9900000   -0.062377    0.000000   -0.012202    0.000000
   1936.20   -0.105862    0.029285    0.252377    0.021426  99.9900000  99.9900000   -0.062678    0.000000   -0.011204    0.000000
   1936.25   -0.047143    0.024467    0.268511    0.023032  99.9900000  99.9900000   -0.062958    0.000000   -0.009988    0.000000
   1936.30   -0.047494    0.032499    0.273944    0.021227  99.9900000  99.9900000   -0.063367    0.000000   -0.009100    0.000000
   1936.35   -0.009602    0.019673    0.278163    0.016521  99.9900000  99.9900000   -0.063380    0.000000   -0.008683    0.000000
   1936.40   -0.000252    0.019273    0.247681    0.014979  99.9900000  99.9900000   -0.063013    0.000000   -0.008905    0.000000
   1936.45    0.042762    0.026293    0.240215    0.016376  99.9900000  99.9900000   -0.062123    0.000000   -0.009212    0.000000
   1936.50    0.075073    0.023145    0.240532    0.020253  99.9900000  99.9900000   -0.060922    0.000000   -0.009468    0.000000
   1936.55    0.055874    0.017660    0.215140    0.018505  99.9900000  99.9900000   -0.059678    0.000000   -0.009665    0.000000
   1936.60    0.050286    0.018454    0.165382    0.020601  99.9900000  99.9900000   -0.058606    0.000000   -0.009583    0.000000
   1936.65    0.044014    0.017563    0.142466    0.017254  99.9900000  99.9900000   -0.058079    0.000000   -0.009605    0.000000
   1936.70    0.030743    0.017041    0.108678    0.017112  99.9900000  99.9900000   -0.057871    0.000000   -0.009817    0.000000
   1936.75   -0.000350    0.019563    0.076987    0.016536  99.9900000  99.9900000   -0.058270    0.000000   -0.009927    0.000000
   1936.80   -0.016818    0.024087    0.086855    0.017782  99.9900000  99.9900000   -0.058868    0.000000   -0.010616    0.000000
   1936.85   -0.029842    0.025917    0.082254    0.024595  99.9900000  99.9900000   -0.059591    0.000000   -0.011359    0.000000
   1936.90   -0.109681    0.035787    0.102709    0.024688  99.9900000  99.9900000   -0.060391    0.000000   -0.011975    0.000000
   1936.95   -0.132316    0.042439    0.163453    0.030037  99.9900000  99.9900000   -0.060869    0.000000   -0.012537    0.000000
   1937.00   -0.084241    0.029069    0.161737    0.026319  99.9900000  99.9900000   -0.061206    0.000000   -0.012903    0.000000
   1937.05   -0.114811    0.046377    0.212941    0.045994  99.9900000  99.9900000   -0.061219    0.000000   -0.012952    0.000000
   1937.10   -0.118730    0.037876    0.213424    0.022236  99.9900000  99.9900000   -0.061189    0.000000   -0.012198    0.000000
   1937.15   -0.160556    0.027730    0.247882    0.018489  99.9900000  99.9900000   -0.061139    0.000000   -0.011153    0.000000
   1937.20   -0.117227    0.025923    0.255339    0.021835  99.9900000  99.9900000   -0.061436    0.000000   -0.009882    0.000000
   1937.25   -0.066064    0.025369    0.287616    0.022284  99.9900000  99.9900000   -0.061833    0.000000   -0.008622    0.000000
   1937.30   -0.050426    0.020117    0.291542    0.020375  99.9900000  99.9900000   -0.062073    0.000000   -0.007828    0.000000
   1937.35    0.000437    0.019862    0.297921    0.019195  99.9900000  99.9900000   -0.062104    0.000000   -0.007353    0.000000
   1937.40    0.005298    0.018219    0.304806    0.019156  99.9900000  99.9900000   -0.061652    0.000000   -0.007459    0.000000
   1937.45    0.062188    0.018393    0.318214    0.021205  99.9900000  99.9900000   -0.060770    0.000000   -0.007933    0.000000
   1937.50    0.093801    0.017450    0.317059    0.022331  99.9900000  99.9900000   -0.059642    0.000000   -0.008081    0.000000
   1937.55    0.103473    0.017423    0.256477    0.018908  99.9900000  99.9900000   -0.058403    0.000000   -0.008241    0.000000
   1937.60    0.111823    0.015323    0.193085    0.014944  99.9900000  99.9900000   -0.057403    0.000000   -0.008257    0.000000
   1937.65    0.106594    0.018299    0.153904    0.021333  99.9900000  99.9900000   -0.056737    0.000000   -0.008377    0.000000
   1937.70    0.070867    0.020413    0.116432    0.015392  99.9900000  99.9900000   -0.056617    0.000000   -0.008341    0.000000
   1937.75    0.030811    0.025154    0.089101    0.022102  99.9900000  99.9900000   -0.056846    0.000000   -0.008857    0.000000
   1937.80    0.046490    0.021885    0.089468    0.018195  99.9900000  99.9900000   -0.057516    0.000000   -0.009275    0.000000
   1937.85    0.008662    0.026091    0.044190    0.019445  99.9900000  99.9900000   -0.058371    0.000000   -0.010111    0.000000
   1937.90   -0.006434    0.026118    0.071387    0.022123  99.9900000  99.9900000   -0.058947    0.000000   -0.010805    0.000000
   1937.95   -0.100411    0.035009    0.100478    0.028361  99.9900000  99.9900000   -0.059467    0.000000   -0.011432    0.000000
   1938.00   -0.152452    0.034709    0.068961    0.025908  99.9900000  99.9900000   -0.059690    0.000000   -0.011653    0.000000
   1938.05   -0.202436    0.034073    0.094180    0.038891  99.9900000  99.9900000   -0.059593    0.000000   -0.011687    0.000000
   1938.10   -0.146728    0.022122    0.185122    0.020554  99.9900000  99.9900000   -0.059572    0.000000   -0.011021    0.000000
   1938.15   -0.151336    0.021995    0.207240    0.022029  99.9900000  99.9900000   -0.059596    0.000000   -0.009855    0.000000
   1938.20   -0.157076    0.024525    0.240675    0.025663  99.9900000  99.9900000   -0.059822    0.000000   -0.008510    0.000000
   1938.25   -0.104615    0.023368    0.293954    0.022708  99.9900000  99.9900000   -0.060211    0.000000   -0.007718    0.000000
   1938.30   -0.062331    0.022088    0.335961    0.021528  99.9900000  99.9900000   -0.060446    0.000000   -0.006795    0.000000
   1938.35   -0.062647    0.026380    0.356945    0.022967  99.9900000  99.9900000   -0.060370    0.000000   -0.006627    0.000000
   1938.40   -0.049095    0.023738    0.317549    0.021081  99.9900000  99.9900000   -0.059952    0.000000   -0.006616    0.000000
   1938.45   -0.044716    0.027611    0.336259    0.021311  99.9900000  99.9900000   -0.059027    0.000000   -0.006965    0.000000
   1938.50    0.107520    0.025249    0.349516    0.020625  99.9900000  99.9900000   -0.057851    0.000000   -0.007225    0.000000
   1938.55    0.181368    0.024416    0.341604    0.025180  99.9900000  99.9900000   -0.056653    0.000000   -0.007138    0.000000
   1938.60    0.215482    0.022351    0.319398    0.020716  99.9900000  99.9900000   -0.055671    0.000000   -0.007236    0.000000
   1938.65    0.183728    0.025942    0.171248    0.016192  99.9900000  99.9900000   -0.054907    0.000000   -0.007307    0.000000
   1938.70    0.169094    0.026317    0.201549    0.025645  99.9900000  99.9900000   -0.054758    0.000000   -0.007424    0.000000
   1938.75    0.179734    0.025309    0.127323    0.019012  99.9900000  99.9900000   -0.055038    0.000000   -0.007781    0.000000
   1938.80    0.089904    0.028723    0.080096    0.017094  99.9900000  99.9900000   -0.055670    0.000000   -0.008342    0.000000
   1938.85    0.049323    0.024791    0.074252    0.019928  99.9900000  99.9900000   -0.056518    0.000000   -0.009205    0.000000
   1938.90   -0.011340    0.031879    0.080779    0.023800  99.9900000  99.9900000   -0.057230    0.000000   -0.009981    0.000000
   1938.95   -0.053044    0.042420    0.071342    0.026887  99.9900000  99.9900000   -0.057623    0.000000   -0.010526    0.000000
   1939.00   -0.103660    0.042050    0.084423    0.023262  99.9900000  99.9900000   -0.057693    0.000000   -0.010850    0.000000
   1939.05   -0.078324    0.033103    0.127703    0.026625  99.9900000  99.9900000   -0.057768    0.000000   -0.010549    0.000000
   1939.10   -0.137399    0.031432    0.164410    0.023203  99.9900000  99.9900000   -0.057624    0.000000   -0.009987    0.000000
   1939.15   -0.099407    0.026995    0.195914    0.022073  99.9900000  99.9900000   -0.057783    0.000000   -0.008772    0.000000
   1939.20   -0.106462    0.024760    0.248920    0.018681  99.9900000  99.9900000   -0.057911    0.000000   -0.007714    0.000000
   1939.25   -0.135011    0.024204    0.282781    0.017769  99.9900000  99.9900000   -0.058315    0.000000   -0.006805    0.000000
   1939.30   -0.087310    0.025059    0.285871    0.019328  99.9900000  99.9900000   -0.058483    0.000000   -0.006058    0.000000
   1939.35   -0.049678    0.028776    0.323242    0.017560  99.9900000  99.9900000   -0.058572    0.000000   -0.005874    0.000000
   1939.40   -0.005315    0.029685    0.327517    0.018363  99.9900000  99.9900000   -0.058102    0.000000   -0.005971    0.000000
   1939.45    0.029644    0.022216    0.331666    0.016921  99.9900000  99.9900000   -0.057264    0.000000   -0.006350    0.000000
   1939.50    0.082251    0.023728    0.331486    0.020996  99.9900000  99.9900000   -0.056009    0.000000   -0.006508    0.000000
   1939.55    0.099431    0.021022    0.333371    0.021495  99.9900000  99.9900000   -0.054691    0.000000   -0.006628    0.000000
   1939.60    0.164272    0.017744    0.319871    0.016301  99.9900000  99.9900000   -0.053565    0.000000   -0.006456    0.000000
   1939.65    0.205915    0.026302    0.284707    0.019245  99.9900000  99.9900000   -0.052961    0.000000   -0.006602    0.000000
   1939.70    0.175663    0.032118    0.299545    0.018143  99.9900000  99.9900000   -0.052693    0.000000   -0.006688    0.000000
   1939.75    0.199325    0.030136    0.256410    0.022567  99.9900000  99.9900000   -0.052937    0.000000   -0.007061    0.000000
   1939.80    0.143440    0.026124    0.187981    0.017639  99.9900000  99.9900000   -0.053653    0.000000   -0.007667    0.000000
   1939.85    0.123924    0.024975    0.154830    0.017922  99.9900000  99.9900000   -0.054267    0.000000   -0.008736    0.000000
   1939.90    0.100302    0.026604    0.172110    0.019342  99.9900000  99.9900000   -0.054889    0.000000   -0.009472    0.000000
   1939.95    0.083059    0.034495    0.137685    0.021449  99.9900000  99.9900000   -0.055173    0.000000   -0.010194    0.000000
   1940.00    0.055359    0.033461    0.075971    0.027355  99.9900000  99.9900000   -0.055312    0.000000   -0.010345    0.000000
   1940.05   -0.053013    0.037831    0.112753    0.024461  99.9900000  99.9900000   -0.055273    0.000000   -0.010309    0.000000
   1940.10   -0.055276    0.022809    0.135256    0.020895  99.9900000  99.9900000   -0.055215    0.000000   -0.009541    0.000000
   1940.15   -0.095852    0.024440    0.138398    0.024710  99.9900000  99.9900000   -0.055310    0.000000   -0.008573    0.000000
   1940.20   -0.124812    0.023304    0.183135    0.018992  99.9900000  99.9900000   -0.055571    0.000000   -0.007545    0.000000
   1940.25   -0.147269    0.035371    0.212438    0.025156  99.9900000  99.9900000   -0.055755    0.000000   -0.006641    0.000000
   1940.30   -0.161198    0.025961    0.172666    0.020878  99.9900000  99.9900000   -0.056073    0.000000   -0.006084    0.000000
   1940.35   -0.109512    0.027059    0.250947    0.019654  99.9900000  99.9900000   -0.055902    0.000000   -0.005708    0.000000
   1940.40   -0.040880    0.025340    0.344604    0.020119  99.9900000  99.9900000   -0.055594    0.000000   -0.005920    0.000000
   1940.45    0.006832    0.025151    0.335522    0.019407  99.9900000  99.9900000   -0.054760    0.000000   -0.006250    0.000000
   1940.50    0.058994    0.026338    0.376357    0.019657  99.9900000  99.9900000   -0.053512    0.000000   -0.006401    0.000000
   1940.55    0.074289    0.027958    0.364690    0.019027  99.9900000  99.9900000   -0.052319    0.000000   -0.006560    0.000000
   1940.60    0.150986    0.026059    0.341004    0.019573  99.9900000  99.9900000   -0.051232    0.000000   -0.006393    0.000000
   1940.65    0.164140    0.024335    0.308558    0.019843  99.9900000  99.9900000   -0.050587    0.000000   -0.006479    0.000000
   1940.70    0.148717    0.031594    0.286414    0.015795  99.9900000  99.9900000   -0.050377    0.000000   -0.006691    0.000000
   1940.75    0.157085    0.021078    0.221766    0.015478  99.9900000  99.9900000   -0.050774    0.000000   -0.006974    0.000000
   1940.80    0.131886    0.031705    0.206466    0.019404  99.9900000  99.9900000   -0.051237    0.000000   -0.007617    0.000000
   1940.85    0.113440    0.029698    0.160172    0.019646  99.9900000  99.9900000   -0.052003    0.000000   -0.008451    0.000000
   1940.90    0.052929    0.047799    0.108715    0.023255  99.9900000  99.9900000   -0.052573    0.000000   -0.009507    0.000000
   1940.95    0.042266    0.037497    0.147761    0.022266  99.9900000  99.9900000   -0.052996    0.000000   -0.010028    0.000000
   1941.00    0.127347    0.038263    0.174090    0.029901  99.9900000  99.9900000   -0.052997    0.000000   -0.010462    0.000000
   1941.05    0.082550    0.043162    0.149383    0.035662  99.9900000  99.9900000   -0.053018    0.000000   -0.010426    0.000000
   1941.10    0.048754    0.031003    0.181136    0.016306  99.9900000  99.9900000   -0.052824    0.000000   -0.009479    0.000000
   1941.15   -0.000952    0.034131    0.174305    0.018461  99.9900000  99.9900000   -0.052877    0.000000   -0.008618    0.000000
   1941.20   -0.007414    0.033168    0.189429    0.020645  99.9900000  99.9900000   -0.053146    0.000000   -0.007534    0.000000
   1941.25   -0.074613    0.030594    0.177049    0.020290  99.9900000  99.9900000   -0.053532    0.000000   -0.006827    0.000000
   1941.30   -0.104844    0.030543    0.213397    0.018945  99.9900000  99.9900000   -0.053475    0.000000   -0.006196    0.000000
   1941.35   -0.070822    0.029387    0.269143    0.019764  99.9900000  99.9900000   -0.053485    0.000000   -0.005955    0.000000
   1941.40   -0.041686    0.026945    0.231901    0.018701  99.9900000  99.9900000   -0.052908    0.000000   -0.005938    0.000000
   1941.45   -0.052441    0.032133    0.267156    0.016837  99.9900000  99.9900000   -0.052026    0.000000   -0.006246    0.000000
   1941.50   -0.058354    0.037178    0.274484    0.021884  99.9900000  99.9900000   -0.050954    0.000000   -0.006510    0.000000
   1941.55    0.001839    0.027780    0.318715    0.018340  99.9900000  99.9900000   -0.049712    0.000000   -0.006536    0.000000
   1941.60    0.015292    0.022912    0.306877    0.017208  99.9900000  99.9900000   -0.048755    0.000000   -0.006464    0.000000
   1941.65    0.045642    0.023031    0.311692    0.017707  99.9900000  99.9900000   -0.048081    0.000000   -0.006635    0.000000
   1941.70    0.056907    0.021923    0.257246    0.015052  99.9900000  99.9900000   -0.048013    0.000000   -0.006663    0.000000
   1941.75    0.062686    0.026159    0.266601    0.021488  99.9900000  99.9900000   -0.048198    0.000000   -0.007125    0.000000
   1941.80    0.084694    0.027542    0.277574    0.021361  99.9900000  99.9900000   -0.048877    0.000000   -0.007700    0.000000
   1941.85    0.066991    0.030890    0.235715    0.024636  99.9900000  99.9900000   -0.049579    0.000000   -0.008635    0.000000
   1941.90    0.056626    0.026199    0.222153    0.029260  99.9900000  99.9900000   -0.050060    0.000000   -0.009574    0.000000
   1941.95    0.069635    0.036831    0.261091    0.025143  99.9900000  99.9900000   -0.050412    0.000000   -0.010148    0.000000
   1942.00    0.060076    0.045983    0.253391    0.027106  99.9900000  99.9900000   -0.050510    0.000000   -0.010582    0.000000
   1942.05    0.036193    0.043298    0.240907    0.030702  99.9900000  99.9900000   -0.050323    0.000000   -0.010406    0.000000
   1942.10   -0.000492    0.059566    0.216984    0.031722  99.9900000  99.9900000   -0.050439    0.000000   -0.009989    0.000000
   1942.15   -0.017580    0.045576    0.245313    0.024187  99.9900000  99.9900000   -0.050504    0.000000   -0.008937    0.000000
   1942.20    0.020018    0.033965    0.185093    0.029969  99.9900000  99.9900000   -0.050831    0.000000   -0.007992    0.000000
   1942.25    0.009415    0.034334    0.171256    0.023048  99.9900000  99.9900000   -0.051196    0.000000   -0.007277    0.000000
   1942.30    0.000600    0.030229    0.209793    0.019636  99.9900000  99.9900000   -0.051336    0.000000   -0.006676    0.000000
   1942.35    0.031008    0.029968    0.223351    0.018069  99.9900000  99.9900000   -0.051108    0.000000   -0.006450    0.000000
   1942.40   -0.016660    0.023522    0.218379    0.017288  99.9900000  99.9900000   -0.050652    0.000000   -0.006411    0.000000
   1942.45   -0.013420    0.026280    0.234806    0.019113  99.9900000  99.9900000   -0.049980    0.000000   -0.006678    0.000000
   1942.50   -0.032987    0.024609    0.230490    0.016938  99.9900000  99.9900000   -0.048740    0.000000   -0.007061    0.000000
   1942.55   -0.019982    0.021059    0.248132    0.018901  99.9900000  99.9900000   -0.047749    0.000000   -0.007164    0.000000
   1942.60   -0.000594    0.021810    0.231837    0.021773  99.9900000  99.9900000   -0.046678    0.000000   -0.007207    0.000000
   1942.65   -0.005748    0.021060    0.229837    0.016996  99.9900000  99.9900000   -0.046042    0.000000   -0.007170    0.000000
   1942.70    0.027838    0.021806    0.265242    0.018207  99.9900000  99.9900000   -0.045790    0.000000   -0.007444    0.000000
   1942.75   -0.019703    0.024892    0.264743    0.016863  99.9900000  99.9900000   -0.046221    0.000000   -0.007797    0.000000
   1942.80   -0.025536    0.025736    0.238321    0.019758  99.9900000  99.9900000   -0.046785    0.000000   -0.008473    0.000000
   1942.85   -0.038759    0.028542    0.253519    0.020518  99.9900000  99.9900000   -0.047564    0.000000   -0.009446    0.000000
   1942.90   -0.014833    0.033968    0.272865    0.021041  99.9900000  99.9900000   -0.048064    0.000000   -0.010321    0.000000
   1942.95   -0.033132    0.032034    0.295857    0.023433  99.9900000  99.9900000   -0.048320    0.000000   -0.011208    0.000000
   1943.00   -0.012830    0.037169    0.326998    0.024508  99.9900000  99.9900000   -0.048272    0.000000   -0.011297    0.000000
   1943.05    0.004333    0.035159    0.325648    0.022763  99.9900000  99.9900000   -0.048449    0.000000   -0.011340    0.000000
   1943.10    0.024731    0.035635    0.299798    0.021747  99.9900000  99.9900000   -0.048230    0.000000   -0.010773    0.000000
   1943.15    0.006249    0.032139    0.310052    0.017546  99.9900000  99.9900000   -0.048578    0.000000   -0.009891    0.000000
   1943.20   -0.000055    0.036713    0.286523    0.020579  99.9900000  99.9900000   -0.048840    0.000000   -0.008938    0.000000
   1943.25    0.039243    0.029431    0.297480    0.016368  99.9900000  99.9900000   -0.049168    0.000000   -0.008106    0.000000
   1943.30    0.018767    0.040205    0.226765    0.021871  99.9900000  99.9900000   -0.049293    0.000000   -0.007623    0.000000
   1943.35    0.078151    0.039504    0.236647    0.021766  99.9900000  99.9900000   -0.049187    0.000000   -0.007404    0.000000
   1943.40    0.071641    0.038411    0.246189    0.020568  99.9900000  99.9900000   -0.048674    0.000000   -0.007459    0.000000
   1943.45    0.074336    0.030610    0.204791    0.015909  99.9900000  99.9900000   -0.047873    0.000000   -0.007678    0.000000
   1943.50    0.102648    0.042275    0.141585    0.020927  99.9900000  99.9900000   -0.046848    0.000000   -0.007853    0.000000
   1943.55    0.026703    0.048825    0.118279    0.021590  99.9900000  99.9900000   -0.045697    0.000000   -0.008056    0.000000
   1943.60    0.077131    0.029898    0.150972    0.015185  99.9900000  99.9900000   -0.044743    0.000000   -0.007931    0.000000
   1943.65    0.073437    0.033435    0.130366    0.015147  99.9900000  99.9900000   -0.044161    0.000000   -0.007974    0.000000
   1943.70    0.071781    0.039698    0.142551    0.015383  99.9900000  99.9900000   -0.043941    0.000000   -0.008436    0.000000
   1943.75    0.084360    0.039076    0.172688    0.016136  99.9900000  99.9900000   -0.044360    0.000000   -0.008729    0.000000
   1943.80   -0.065260    0.039340    0.125375    0.021396  99.9900000  99.9900000   -0.045011    0.000000   -0.009594    0.000000
   1943.85   -0.040556    0.035960    0.188237    0.017117  99.9900000  99.9900000   -0.045820    0.000000   -0.010545    0.000000
   1943.90   -0.069230    0.036957    0.236694    0.015013  99.9900000  99.9900000   -0.046323    0.000000   -0.011681    0.000000
   1943.95   -0.130227    0.043458    0.175626    0.018004  99.9900000  99.9900000   -0.046585    0.000000   -0.012023    0.000000
   1944.00   -0.140772    0.055450    0.160944    0.022980  99.9900000  99.9900000   -0.046729    0.000000   -0.012334    0.000000
   1944.05   -0.082102    0.048851    0.161942    0.023451  99.9900000  99.9900000   -0.046778    0.000000   -0.012090    0.000000
   1944.10   -0.226301    0.046157    0.167589    0.019464  99.9900000  99.9900000   -0.046915    0.000000   -0.011696    0.000000
   1944.15   -0.219344    0.048885    0.204982    0.021066  99.9900000  99.9900000   -0.047090    0.000000   -0.010783    0.000000
   1944.20   -0.173338    0.051646    0.242592    0.023745  99.9900000  99.9900000   -0.047343    0.000000   -0.009870    0.000000
   1944.25   -0.060538    0.056489    0.216099    0.027550  99.9900000  99.9900000   -0.047728    0.000000   -0.008956    0.000000
   1944.30   -0.039671    0.052827    0.227748    0.030100  99.9900000  99.9900000   -0.047885    0.000000   -0.008573    0.000000
   1944.35   -0.000967    0.044420    0.156826    0.021916  99.9900000  99.9900000   -0.047756    0.000000   -0.008333    0.000000
   1944.40    0.082058    0.036014    0.264845    0.020085  99.9900000  99.9900000   -0.047309    0.000000   -0.008473    0.000000
   1944.45    0.151496    0.038889    0.278760    0.017836  99.9900000  99.9900000   -0.046494    0.000000   -0.008606    0.000000
   1944.50    0.146141    0.037609    0.215709    0.016485  99.9900000  99.9900000   -0.045276    0.000000   -0.008782    0.000000
   1944.55    0.208238    0.039994    0.164855    0.017609  99.9900000  99.9900000   -0.044177    0.000000   -0.008695    0.000000
   1944.60    0.203069    0.030211    0.096188    0.015609  99.9900000  99.9900000   -0.043194    0.000000   -0.008641    0.000000
   1944.65    0.193808    0.034784    0.067204    0.015769  99.9900000  99.9900000   -0.042768    0.000000   -0.008726    0.000000
   1944.70    0.180521    0.038395    0.026418    0.017845  99.9900000  99.9900000   -0.042675    0.000000   -0.009062    0.000000
   1944.75    0.070788    0.035369   -0.000496    0.020281  99.9900000  99.9900000   -0.043067    0.000000   -0.009710    0.000000
   1944.80   -0.021566    0.033034   -0.000866    0.016273  99.9900000  99.9900000   -0.043743    0.000000   -0.010434    0.000000
   1944.85   -0.069022    0.035020    0.013427    0.016274  99.9900000  99.9900000   -0.044474    0.000000   -0.011356    0.000000
   1944.90   -0.103782    0.037699    0.035013    0.021276  99.9900000  99.9900000   -0.045097    0.000000   -0.012430    0.000000
   1944.95   -0.110523    0.038042    0.098181    0.017013  99.9900000  99.9900000   -0.045608    0.000000   -0.013002    0.000000
   1945.00   -0.102214    0.064575    0.160305    0.029657  99.9900000  99.9900000   -0.045785    0.000000   -0.013247    0.000000
   1945.05   -0.185234    0.040986    0.183399    0.025847  99.9900000  99.9900000   -0.045717    0.000000   -0.013145    0.000000
   1945.10   -0.233988    0.044754    0.257384    0.021253  99.9900000  99.9900000   -0.045881    0.000000   -0.012525    0.000000
   1945.15   -0.226949    0.046330    0.268576    0.023173  99.9900000  99.9900000   -0.046065    0.000000   -0.011662    0.000000
   1945.20   -0.155919    0.046966    0.312209    0.024448  99.9900000  99.9900000   -0.046394    0.000000   -0.010643    0.000000
   1945.25   -0.145828    0.044295    0.367034    0.022986  99.9900000  99.9900000   -0.046771    0.000000   -0.009855    0.000000
