LIA,pole_:_time series,Uniform_:_continental load model,elastic mean_:_barystatic sea_:_level,viscosity_:_profile,Asthenosphere_:_viscosity,Q profile,GRACE_:_solution,relaxed shear_:_modulus ratio,alpha,Anelasticity,ocean_mean_trend_step_1,ocean_mean_trend_step_2,ocean_mean_trend_step_3,ocean_mean_trend_step_4,ocean_mean_trend_step_5
False,mean,False,lower,Caron,6e+20,PREM,JPL,0.15,0.26,short-term_:_and long-term,1.916332,1.990394,2.253127,2.304272,2.58938
False,mean,False,lower,Caron,6e+20,PREM,CSR,0.15,0.26,short-term_:_and long-term,1.848834,1.922896,2.181388,2.232545,2.520758
False,mean,False,lower,Caron,6e+20,PREM,MSSA,0.15,0.26,short-term_:_and long-term,1.93827,2.012332,2.318798,2.431729,2.555095
True,mean,False,lower,Caron,6e+20,PREM,GFZ,0.15,0.26,short-term_:_and long-term,1.85713,1.930887,2.177496,2.217921,2.499873
True,mean,False,lower,Caron,6e+20,PREM,JPL,0.15,0.26,short-term_:_and long-term,1.924758,1.998515,2.254692,2.303903,2.587456
True,mean,False,lower,Caron,6e+20,PREM,CSR,0.15,0.26,short-term_:_and long-term,1.856969,1.930726,2.182739,2.232161,2.518698
True,mean,False,lower,Caron,6e+20,PREM,MSSA,0.15,0.26,short-term_:_and long-term,1.94679,2.020547,2.319125,2.430169,2.551372
False,mean,False,upper,Caron,6e+20,PREM,GFZ,0.15,0.26,short-term_:_and long-term,1.879769,1.953831,2.173644,2.20693,2.484383
False,mean,False,upper,Caron,6e+20,PREM,JPL,0.15,0.26,short-term_:_and long-term,1.948227,2.022289,2.250957,2.292852,2.573091
False,mean,False,upper,Caron,6e+20,PREM,CSR,0.15,0.26,short-term_:_and long-term,1.879606,1.953668,2.178375,2.220395,2.5033
False,mean,False,upper,Caron,6e+20,PREM,MSSA,0.15,0.26,short-term_:_and long-term,1.970531,2.044592,2.310969,2.415509,2.533764
True,mean,False,upper,Caron,6e+20,PREM,GFZ,0.15,0.26,short-term_:_and long-term,1.886454,1.960212,2.174517,2.205816,2.482386
True,mean,False,upper,Caron,6e+20,PREM,JPL,0.15,0.26,short-term_:_and long-term,1.95515,2.028907,2.251864,2.292289,2.571196
True,mean,False,upper,Caron,6e+20,PREM,CSR,0.15,0.26,short-term_:_and long-term,1.886291,1.960048,2.17911,2.219375,2.501504
True,mean,False,upper,Caron,6e+20,PREM,MSSA,0.15,0.26,short-term_:_and long-term,1.97753,2.051287,2.310932,2.41397,2.531271
False,mean,False,mean,Caron,6e+20,PREM,GFZ,0.1,0.26,short-term_:_and long-term,1.865566,1.939438,2.218591,2.264454,2.536293
False,mean,False,mean,Caron,6e+20,PREM,JPL,0.1,0.26,short-term_:_and long-term,1.933507,2.007379,2.296152,2.35082,2.625181
False,mean,False,mean,Caron,6e+20,PREM,CSR,0.1,0.26,short-term_:_and long-term,1.865404,1.939276,2.224069,2.28028,2.558275
False,mean,False,mean,Caron,6e+20,PREM,MSSA,0.1,0.26,short-term_:_and long-term,1.955641,2.029514,2.369758,2.486309,2.59399
True,mean,False,mean,Caron,6e+20,PREM,GFZ,0.1,0.26,short-term_:_and long-term,1.873194,1.94676,2.218356,2.262132,2.532261
True,mean,False,mean,Caron,6e+20,PREM,JPL,0.1,0.26,short-term_:_and long-term,1.941407,2.014973,2.29594,2.347689,2.619622
True,mean,False,mean,Caron,6e+20,PREM,CSR,0.1,0.26,short-term_:_and long-term,1.873032,1.946598,2.223742,2.277309,2.553085
True,mean,False,mean,Caron,6e+20,PREM,MSSA,0.1,0.26,short-term_:_and long-term,1.963629,2.037195,2.368292,2.482375,2.587278
False,mean,False,lower,Caron,6e+20,PREM,GFZ,0.1,0.26,short-term_:_and long-term,1.848995,1.922867,2.223989,2.276035,2.551444
False,mean,False,lower,Caron,6e+20,PREM,JPL,0.1,0.26,short-term_:_and long-term,1.916332,1.990204,2.301438,2.361872,2.637579
False,mean,False,lower,Caron,6e+20,PREM,CSR,0.1,0.26,short-term_:_and long-term,1.848834,1.922706,2.229872,2.291597,2.571628
False,mean,False,lower,Caron,6e+20,PREM,MSSA,0.1,0.26,short-term_:_and long-term,1.93827,2.012142,2.379237,2.501308,2.609304
True,mean,False,lower,Caron,6e+20,PREM,GFZ,0.1,0.26,short-term_:_and long-term,1.85713,1.930696,2.223706,2.272964,2.545315
True,mean,False,lower,Caron,6e+20,PREM,JPL,0.1,0.26,short-term_:_and long-term,1.924758,1.998324,2.301191,2.359236,2.633039
True,mean,False,lower,Caron,6e+20,PREM,CSR,0.1,0.26,short-term_:_and long-term,1.856969,1.930535,2.229451,2.288981,2.566488
True,mean,False,lower,Caron,6e+20,PREM,MSSA,0.1,0.26,short-term_:_and long-term,1.94679,2.020356,2.377439,2.497008,2.602016
False,mean,False,upper,Caron,6e+20,PREM,GFZ,0.1,0.26,short-term_:_and long-term,1.879769,1.953641,2.211686,2.251773,2.522758
False,mean,False,upper,Caron,6e+20,PREM,JPL,0.1,0.26,short-term_:_and long-term,1.948227,2.0221,2.28932,2.338515,2.611155
False,mean,False,upper,Caron,6e+20,PREM,CSR,0.1,0.26,short-term_:_and long-term,1.879606,1.953478,2.21686,2.266936,2.541941
False,mean,False,upper,Caron,6e+20,PREM,MSSA,0.1,0.26,short-term_:_and long-term,1.970531,2.044403,2.358975,2.469141,2.575092
True,mean,False,upper,Caron,6e+20,PREM,GFZ,0.1,0.26,short-term_:_and long-term,1.886454,1.96002,2.211107,2.249164,2.518173
True,mean,False,upper,Caron,6e+20,PREM,JPL,0.1,0.26,short-term_:_and long-term,1.95515,2.028716,2.288702,2.335861,2.60668
True,mean,False,upper,Caron,6e+20,PREM,CSR,0.1,0.26,short-term_:_and long-term,1.886291,1.959857,2.2161,2.263851,2.536793
True,mean,False,upper,Caron,6e+20,PREM,MSSA,0.1,0.26,short-term_:_and long-term,1.97753,2.051096,2.357192,2.465957,2.569294
False,mean,False,mean,Caron,6e+20,PREM,GFZ,0.2,0.26,short-term_:_and long-term,1.865566,1.939786,2.147319,2.178495,2.461042
False,mean,False,mean,Caron,6e+20,PREM,JPL,0.2,0.26,short-term_:_and long-term,1.933507,2.007727,2.224145,2.262801,2.547494
False,mean,False,mean,Caron,6e+20,PREM,CSR,0.2,0.26,short-term_:_and long-term,1.865404,1.939624,2.151952,2.193658,2.483222
False,mean,False,mean,Caron,6e+20,PREM,MSSA,0.2,0.26,short-term_:_and long-term,1.955641,2.029861,2.279973,2.38147,2.512857
True,mean,False,mean,Caron,6e+20,PREM,GFZ,0.2,0.26,short-term_:_and long-term,1.873194,1.947111,2.14984,2.179514,2.461744
True,mean,False,mean,Caron,6e+20,PREM,JPL,0.2,0.26,short-term_:_and long-term,1.941407,2.015324,2.226813,2.263826,2.548196
True,mean,False,mean,Caron,6e+20,PREM,CSR,0.2,0.26,short-term_:_and long-term,1.873032,1.946949,2.154419,2.194627,2.483873
True,mean,False,mean,Caron,6e+20,PREM,MSSA,0.2,0.26,short-term_:_and long-term,1.963629,2.037546,2.28179,2.381722,2.511637
False,mean,False,lower,Caron,6e+20,PREM,GFZ,0.2,0.26,short-term_:_and long-term,1.848995,1.923214,2.144383,2.179953,2.46574
False,mean,False,lower,Caron,6e+20,PREM,JPL,0.2,0.26,short-term_:_and long-term,1.916332,1.990552,2.221041,2.264024,2.55096
False,mean,False,lower,Caron,6e+20,PREM,CSR,0.2,0.26,short-term_:_and long-term,1.848834,1.923054,2.149321,2.195401,2.486988
False,mean,False,lower,Caron,6e+20,PREM,MSSA,0.2,0.26,short-term_:_and long-term,1.93827,2.01249,2.278981,2.384108,2.519384
True,mean,False,lower,Caron,6e+20,PREM,GFZ,0.2,0.26,short-term_:_and long-term,1.85713,1.931047,2.14709,2.180908,2.46611
True,mean,False,lower,Caron,6e+20,PREM,JPL,0.2,0.26,short-term_:_and long-term,1.924758,1.998675,2.223915,2.265101,2.551612
True,mean,False,lower,Caron,6e+20,PREM,CSR,0.2,0.26,short-term_:_and long-term,1.856969,1.930886,2.151947,2.196069,2.487185
True,mean,False,lower,Caron,6e+20,PREM,MSSA,0.2,0.26,short-term_:_and long-term,1.94679,2.020707,2.280823,2.384319,2.518091
False,mean,False,upper,Caron,6e+20,PREM,GFZ,0.2,0.26,short-term_:_and long-term,1.879769,1.953989,2.148535,2.175635,2.455392
False,mean,False,upper,Caron,6e+20,PREM,JPL,0.2,0.26,short-term_:_and long-term,1.948227,2.022447,2.225473,2.260478,2.542632
False,mean,False,upper,Caron,6e+20,PREM,CSR,0.2,0.26,short-term_:_and long-term,1.879606,1.953826,2.152926,2.1902,2.476926
False,mean,False,upper,Caron,6e+20,PREM,MSSA,0.2,0.26,short-term_:_and long-term,1.970531,2.04475,2.279339,2.376964,2.505452
True,mean,False,upper,Caron,6e+20,PREM,GFZ,0.2,0.26,short-term_:_and long-term,1.886454,1.960371,2.15046,2.176017,2.45511
True,mean,False,upper,Caron,6e+20,PREM,JPL,0.2,0.26,short-term_:_and long-term,1.95515,2.029067,2.227488,2.26103,2.542726
True,mean,False,upper,Caron,6e+20,PREM,CSR,0.2,0.26,short-term_:_and long-term,1.886291,1.960208,2.154743,2.190349,2.476649
True,mean,False,upper,Caron,6e+20,PREM,MSSA,0.2,0.26,short-term_:_and long-term,1.97753,2.051447,2.280561,2.376793,2.504731
False,mean,False,mean,Caron,6e+20,QL6,GFZ,0.15,0.26,short-term_:_and long-term,1.865566,1.936727,2.154839,2.180775,2.448325
False,mean,False,mean,Caron,6e+20,QL6,JPL,0.15,0.26,short-term_:_and long-term,1.933507,2.004668,2.230677,2.265999,2.535846
False,mean,False,mean,Caron,6e+20,QL6,CSR,0.15,0.26,short-term_:_and long-term,1.865404,1.936565,2.159262,2.195315,2.467281
False,mean,False,mean,Caron,6e+20,QL6,MSSA,0.15,0.26,short-term_:_and long-term,1.955641,2.026802,2.292333,2.390818,2.497108
True,mean,False,mean,Caron,6e+20,QL6,GFZ,0.15,0.26,short-term_:_and long-term,1.873194,1.944071,2.15626,2.180415,2.446104
True,mean,False,mean,Caron,6e+20,QL6,JPL,0.15,0.26,short-term_:_and long-term,1.941407,2.012284,2.232193,2.265907,2.53457
True,mean,False,mean,Caron,6e+20,QL6,CSR,0.15,0.26,short-term_:_and long-term,1.873032,1.943909,2.160606,2.194961,2.465584
True,mean,False,mean,Caron,6e+20,QL6,MSSA,0.15,0.26,short-term_:_and long-term,1.963629,2.034506,2.292864,2.389803,2.49509
False,mean,False,lower,Caron,6e+20,QL6,GFZ,0.15,0.26,short-term_:_and long-term,1.848995,1.920155,2.153868,2.184011,2.452992
False,mean,False,lower,Caron,6e+20,QL6,JPL,0.15,0.26,short-term_:_and long-term,1.916332,1.987493,2.229478,2.269989,2.541638
False,mean,False,lower,Caron,6e+20,QL6,CSR,0.15,0.26,short-term_:_and long-term,1.848834,1.919995,2.158597,2.198549,2.472365
False,mean,False,lower,Caron,6e+20,QL6,MSSA,0.15,0.26,short-term_:_and long-term,1.93827,2.009431,2.293964,2.396518,2.504938
True,mean,False,lower,Caron,6e+20,QL6,GFZ,0.15,0.26,short-term_:_and long-term,1.85713,1.928007,2.155349,2.18348,2.450642
True,mean,False,lower,Caron,6e+20,QL6,JPL,0.15,0.26,short-term_:_and long-term,1.924758,1.995635,2.23107,2.269524,2.540178
True,mean,False,lower,Caron,6e+20,QL6,CSR,0.15,0.26,short-term_:_and long-term,1.856969,1.927846,2.159967,2.198195,2.470006
True,mean,False,lower,Caron,6e+20,QL6,MSSA,0.15,0.26,short-term_:_and long-term,1.94679,2.017666,2.294347,2.395189,2.501471
False,mean,False,upper,Caron,6e+20,QL6,GFZ,0.15,0.26,short-term_:_and long-term,1.879769,1.95093,2.154017,2.175977,2.441426
False,mean,False,upper,Caron,6e+20,QL6,JPL,0.15,0.26,short-term_:_and long-term,1.948227,2.019388,2.230033,2.261117,2.529935
False,mean,False,upper,Caron,6e+20,QL6,CSR,0.15,0.26,short-term_:_and long-term,1.879606,1.950767,2.158206,2.190225,2.46118
False,mean,False,upper,Caron,6e+20,QL6,MSSA,0.15,0.26,short-term_:_and long-term,1.970531,2.041691,2.289008,2.38327,2.488748
True,mean,False,upper,Caron,6e+20,QL6,GFZ,0.15,0.26,short-term_:_and long-term,1.886454,1.957331,2.154971,2.17535,2.439663
True,mean,False,upper,Caron,6e+20,QL6,JPL,0.15,0.26,short-term_:_and long-term,1.95515,2.026027,2.231025,2.260445,2.527465
True,mean,False,upper,Caron,6e+20,QL6,CSR,0.15,0.26,short-term_:_and long-term,1.886291,1.957168,2.159021,2.189512,2.459028
True,mean,False,upper,Caron,6e+20,QL6,MSSA,0.15,0.26,short-term_:_and long-term,1.97753,2.048407,2.289088,2.381469,2.485112
False,mean,False,mean,Caron,6e+20,QL6,GFZ,0.1,0.26,short-term_:_and long-term,1.865566,1.936625,2.194199,2.226727,2.482492
False,mean,False,mean,Caron,6e+20,QL6,JPL,0.1,0.26,short-term_:_and long-term,1.933507,2.004566,2.270334,2.312589,2.572105
False,mean,False,mean,Caron,6e+20,QL6,CSR,0.1,0.26,short-term_:_and long-term,1.865404,1.936463,2.199066,2.242264,2.504648
False,mean,False,mean,Caron,6e+20,QL6,MSSA,0.1,0.26,short-term_:_and long-term,1.955641,2.026701,2.342158,2.44736,2.537418
True,mean,False,mean,Caron,6e+20,QL6,GFZ,0.1,0.26,short-term_:_and long-term,1.873194,1.943968,2.194537,2.224768,2.4777
True,mean,False,mean,Caron,6e+20,QL6,JPL,0.1,0.26,short-term_:_and long-term,1.941407,2.012181,2.270722,2.310943,2.567381
True,mean,False,mean,Caron,6e+20,QL6,CSR,0.1,0.26,short-term_:_and long-term,1.873032,1.943806,2.199314,2.240308,2.501584
True,mean,False,mean,Caron,6e+20,QL6,MSSA,0.1,0.26,short-term_:_and long-term,1.963629,2.034404,2.341406,2.444392,2.532692
False,mean,False,lower,Caron,6e+20,QL6,GFZ,0.1,0.26,short-term_:_and long-term,1.848995,1.920054,2.197277,2.235717,2.491988
False,mean,False,lower,Caron,6e+20,QL6,JPL,0.1,0.26,short-term_:_and long-term,1.916332,1.987391,2.273199,2.320491,2.580205
False,mean,False,lower,Caron,6e+20,QL6,CSR,0.1,0.26,short-term_:_and long-term,1.848834,1.919893,2.202497,2.251148,2.515882
False,mean,False,lower,Caron,6e+20,QL6,MSSA,0.1,0.26,short-term_:_and long-term,1.93827,2.009329,2.348904,2.458738,2.549709
True,mean,False,lower,Caron,6e+20,QL6,GFZ,0.1,0.26,short-term_:_and long-term,1.85713,1.927904,2.19759,2.233709,2.487254
True,mean,False,lower,Caron,6e+20,QL6,JPL,0.1,0.26,short-term_:_and long-term,1.924758,1.995532,2.273577,2.319058,2.576325
True,mean,False,lower,Caron,6e+20,QL6,CSR,0.1,0.26,short-term_:_and long-term,1.856969,1.927743,2.202676,2.249015,2.51128
True,mean,False,lower,Caron,6e+20,QL6,MSSA,0.1,0.26,short-term_:_and long-term,1.94679,2.017564,2.347863,2.455662,2.544002
False,mean,False,upper,Caron,6e+20,QL6,GFZ,0.1,0.26,short-term_:_and long-term,1.879769,1.950828,2.189468,2.217163,2.473398
False,mean,False,upper,Caron,6e+20,QL6,JPL,0.1,0.26,short-term_:_and long-term,1.948227,2.019286,2.265775,2.303473,2.561556
False,mean,False,upper,Caron,6e+20,QL6,CSR,0.1,0.26,short-term_:_and long-term,1.879606,1.950665,2.194075,2.232365,2.49325
False,mean,False,upper,Caron,6e+20,QL6,MSSA,0.1,0.26,short-term_:_and long-term,1.970531,2.04159,2.333922,2.434019,2.523216
True,mean,False,upper,Caron,6e+20,QL6,GFZ,0.1,0.26,short-term_:_and long-term,1.886454,1.957229,2.189433,2.214888,2.467971
True,mean,False,upper,Caron,6e+20,QL6,JPL,0.1,0.26,short-term_:_and long-term,1.95515,2.025924,2.26573,2.301554,2.55813
True,mean,False,upper,Caron,6e+20,QL6,CSR,0.1,0.26,short-term_:_and long-term,1.886291,1.957065,2.193868,2.230264,2.489623
True,mean,False,upper,Caron,6e+20,QL6,MSSA,0.1,0.26,short-term_:_and long-term,1.97753,2.048304,2.332821,2.43082,2.518093
False,mean,False,mean,Caron,6e+20,QL6,GFZ,0.2,0.26,short-term_:_and long-term,1.865566,1.936822,2.127512,2.148309,2.419487
False,mean,False,mean,Caron,6e+20,QL6,JPL,0.2,0.26,short-term_:_and long-term,1.933507,2.004763,2.203051,2.232302,2.505504
False,mean,False,mean,Caron,6e+20,QL6,CSR,0.2,0.26,short-term_:_and long-term,1.865404,1.936661,2.131602,2.16242,2.439693
False,mean,False,mean,Caron,6e+20,QL6,MSSA,0.2,0.26,short-term_:_and long-term,1.955641,2.026898,2.25778,2.348762,2.46783
True,mean,False,mean,Caron,6e+20,QL6,GFZ,0.2,0.26,short-term_:_and long-term,1.873194,1.944168,2.129788,2.148739,2.419274
True,mean,False,mean,Caron,6e+20,QL6,JPL,0.2,0.26,short-term_:_and long-term,1.941407,2.01238,2.20546,2.233209,2.505904
True,mean,False,mean,Caron,6e+20,QL6,CSR,0.2,0.26,short-term_:_and long-term,1.873032,1.944005,2.133813,2.162865,2.439284
True,mean,False,mean,Caron,6e+20,QL6,MSSA,0.2,0.26,short-term_:_and long-term,1.963629,2.034603,2.259316,2.34898,2.466847
False,mean,False,lower,Caron,6e+20,QL6,GFZ,0.2,0.26,short-term_:_and long-term,1.848995,1.920251,2.123761,2.148196,2.421475
False,mean,False,lower,Caron,6e+20,QL6,JPL,0.2,0.26,short-term_:_and long-term,1.916332,1.987589,2.199055,2.232294,2.506451
False,mean,False,lower,Caron,6e+20,QL6,CSR,0.2,0.26,short-term_:_and long-term,1.848834,1.920091,2.128123,2.162588,2.441803
False,mean,False,lower,Caron,6e+20,QL6,MSSA,0.2,0.26,short-term_:_and long-term,1.93827,2.009526,2.255907,2.350432,2.473025
True,mean,False,lower,Caron,6e+20,QL6,GFZ,0.2,0.26,short-term_:_and long-term,1.85713,1.928103,2.126166,2.149071,2.421535
True,mean,False,lower,Caron,6e+20,QL6,JPL,0.2,0.26,short-term_:_and long-term,1.924758,1.995732,2.201612,2.233211,2.507062
True,mean,False,lower,Caron,6e+20,QL6,CSR,0.2,0.26,short-term_:_and long-term,1.856969,1.927943,2.130437,2.163087,2.441484
True,mean,False,lower,Caron,6e+20,QL6,MSSA,0.2,0.26,short-term_:_and long-term,1.94679,2.017763,2.257407,2.350153,2.471122
False,mean,False,upper,Caron,6e+20,QL6,GFZ,0.2,0.26,short-term_:_and long-term,1.879769,1.951026,2.129409,2.146244,2.415443
False,mean,False,upper,Caron,6e+20,QL6,JPL,0.2,0.26,short-term_:_and long-term,1.948227,2.019484,2.205135,2.230758,2.502236
False,mean,False,upper,Caron,6e+20,QL6,CSR,0.2,0.26,short-term_:_and long-term,1.879606,1.950863,2.133286,2.160518,2.435729
False,mean,False,upper,Caron,6e+20,QL6,MSSA,0.2,0.26,short-term_:_and long-term,1.970531,2.041787,2.25786,2.346062,2.462294
True,mean,False,upper,Caron,6e+20,QL6,GFZ,0.2,0.26,short-term_:_and long-term,1.886454,1.957428,2.13114,2.146682,2.415269
True,mean,False,upper,Caron,6e+20,QL6,JPL,0.2,0.26,short-term_:_and long-term,1.95515,2.026124,2.206947,2.230815,2.501441
True,mean,False,upper,Caron,6e+20,QL6,CSR,0.2,0.26,short-term_:_and long-term,1.886291,1.957265,2.134902,2.160579,2.435063
True,mean,False,upper,Caron,6e+20,QL6,MSSA,0.2,0.26,short-term_:_and long-term,1.97753,2.048503,2.258864,2.345792,2.461251
False,mean,False,mean,Caron,6e+20,QM1,GFZ,0.15,0.26,short-term_:_and long-term,1.865566,1.941076,2.16896,2.208549,2.49014
False,mean,False,mean,Caron,6e+20,QM1,JPL,0.15,0.26,short-term_:_and long-term,1.933507,2.009017,2.246327,2.295018,2.577465
False,mean,False,mean,Caron,6e+20,QM1,CSR,0.15,0.26,short-term_:_and long-term,1.865404,1.940914,2.174232,2.22436,2.510998
False,mean,False,mean,Caron,6e+20,QM1,MSSA,0.15,0.26,short-term_:_and long-term,1.955641,2.031151,2.303369,2.412329,2.535127
True,mean,False,mean,Caron,6e+20,QM1,GFZ,0.15,0.26,short-term_:_and long-term,1.873194,1.948389,2.170702,2.208158,2.488131
True,mean,False,mean,Caron,6e+20,QM1,JPL,0.15,0.26,short-term_:_and long-term,1.941407,2.016602,2.248174,2.295023,2.576756
True,mean,False,mean,Caron,6e+20,QM1,CSR,0.15,0.26,short-term_:_and long-term,1.873032,1.948227,2.175912,2.224027,2.509436
True,mean,False,mean,Caron,6e+20,QM1,MSSA,0.15,0.26,short-term_:_and long-term,1.963629,2.038824,2.304253,2.411174,2.531472
False,mean,False,lower,Caron,6e+20,QM1,GFZ,0.15,0.26,short-term_:_and long-term,1.848995,1.924504,2.169334,2.21326,2.496914
False,mean,False,lower,Caron,6e+20,QM1,JPL,0.15,0.26,short-term_:_and long-term,1.916332,1.991842,2.246589,2.300312,2.584952
False,mean,False,lower,Caron,6e+20,QM1,CSR,0.15,0.26,short-term_:_and long-term,1.848834,1.924344,2.174983,2.229761,2.5179
False,mean,False,lower,Caron,6e+20,QM1,MSSA,0.15,0.26,short-term_:_and long-term,1.93827,2.01378,2.306282,2.419375,2.544387
True,mean,False,lower,Caron,6e+20,QM1,GFZ,0.15,0.26,short-term_:_and long-term,1.85713,1.932325,2.171207,2.213554,2.495621
True,mean,False,lower,Caron,6e+20,QM1,JPL,0.15,0.26,short-term_:_and long-term,1.924758,1.999953,2.248588,2.300249,2.583852
True,mean,False,lower,Caron,6e+20,QM1,CSR,0.15,0.26,short-term_:_and long-term,1.856969,1.932164,2.176764,2.229732,2.516991
True,mean,False,lower,Caron,6e+20,QM1,MSSA,0.15,0.26,short-term_:_and long-term,1.94679,2.021985,2.3071,2.418684,2.54161
False,mean,False,upper,Caron,6e+20,QM1,GFZ,0.15,0.26,short-term_:_and long-term,1.879769,1.955279,2.167054,2.202029,2.480663
False,mean,False,upper,Caron,6e+20,QM1,JPL,0.15,0.26,short-term_:_and long-term,1.948227,2.023737,2.24448,2.288381,2.568775
False,mean,False,upper,Caron,6e+20,QM1,CSR,0.15,0.26,short-term_:_and long-term,1.879606,1.955116,2.172025,2.217493,2.501467
False,mean,False,upper,Caron,6e+20,QM1,MSSA,0.15,0.26,short-term_:_and long-term,1.970531,2.04604,2.299072,2.402521,2.522646
True,mean,False,upper,Caron,6e+20,QM1,GFZ,0.15,0.26,short-term_:_and long-term,1.886454,1.961649,2.168259,2.20137,2.479236
True,mean,False,upper,Caron,6e+20,QM1,JPL,0.15,0.26,short-term_:_and long-term,1.95515,2.030345,2.245732,2.288004,2.567769
True,mean,False,upper,Caron,6e+20,QM1,CSR,0.15,0.26,short-term_:_and long-term,1.886291,1.961486,2.173103,2.216616,2.499601
True,mean,False,upper,Caron,6e+20,QM1,MSSA,0.15,0.26,short-term_:_and long-term,1.97753,2.052725,2.299428,2.401391,2.519999
False,mean,False,mean,Caron,6e+20,QM1,GFZ,0.1,0.26,short-term_:_and long-term,1.865566,1.940809,2.203936,2.249383,2.521505
False,mean,False,mean,Caron,6e+20,QM1,JPL,0.1,0.26,short-term_:_and long-term,1.933507,2.00875,2.281568,2.338794,2.614214
False,mean,False,mean,Caron,6e+20,QM1,CSR,0.1,0.26,short-term_:_and long-term,1.865404,1.940648,2.20965,2.266006,2.544625
False,mean,False,mean,Caron,6e+20,QM1,MSSA,0.1,0.26,short-term_:_and long-term,1.955641,2.030885,2.346953,2.461456,2.570272
True,mean,False,mean,Caron,6e+20,QM1,GFZ,0.1,0.26,short-term_:_and long-term,1.873194,1.94812,2.204204,2.247567,2.517385
True,mean,False,mean,Caron,6e+20,QM1,JPL,0.1,0.26,short-term_:_and long-term,1.941407,2.016333,2.281872,2.336704,2.610124
True,mean,False,mean,Caron,6e+20,QM1,CSR,0.1,0.26,short-term_:_and long-term,1.873032,1.947958,2.209832,2.263965,2.540422
True,mean,False,mean,Caron,6e+20,QM1,MSSA,0.1,0.26,short-term_:_and long-term,1.963629,2.038556,2.346138,2.458383,2.564798
False,mean,False,lower,Caron,6e+20,QM1,GFZ,0.1,0.26,short-term_:_and long-term,1.848995,1.924238,2.209072,2.261102,2.53411
False,mean,False,lower,Caron,6e+20,QM1,JPL,0.1,0.26,short-term_:_and long-term,1.916332,1.991576,2.286617,2.349445,2.626011
False,mean,False,lower,Caron,6e+20,QM1,CSR,0.1,0.26,short-term_:_and long-term,1.848834,1.924078,2.215225,2.277939,2.557232
False,mean,False,lower,Caron,6e+20,QM1,MSSA,0.1,0.26,short-term_:_and long-term,1.93827,2.013513,2.355799,2.475423,2.58538
True,mean,False,lower,Caron,6e+20,QM1,GFZ,0.1,0.26,short-term_:_and long-term,1.85713,1.932056,2.209336,2.258573,2.530111
True,mean,False,lower,Caron,6e+20,QM1,JPL,0.1,0.26,short-term_:_and long-term,1.924758,1.999684,2.286932,2.347456,2.621391
True,mean,False,lower,Caron,6e+20,QM1,CSR,0.1,0.26,short-term_:_and long-term,1.856969,1.931895,2.21536,2.275945,2.553662
True,mean,False,lower,Caron,6e+20,QM1,MSSA,0.1,0.26,short-term_:_and long-term,1.94679,2.021716,2.354719,2.472186,2.579078
False,mean,False,upper,Caron,6e+20,QM1,GFZ,0.1,0.26,short-term_:_and long-term,1.879769,1.955013,2.197334,2.236875,2.507551
False,mean,False,upper,Caron,6e+20,QM1,JPL,0.1,0.26,short-term_:_and long-term,1.948227,2.023471,2.275013,2.326047,2.600297
False,mean,False,upper,Caron,6e+20,QM1,CSR,0.1,0.26,short-term_:_and long-term,1.879606,1.95485,2.202708,2.253332,2.529791
False,mean,False,upper,Caron,6e+20,QM1,MSSA,0.1,0.26,short-term_:_and long-term,1.970531,2.045774,2.336835,2.446265,2.554888
True,mean,False,upper,Caron,6e+20,QM1,GFZ,0.1,0.26,short-term_:_and long-term,1.886454,1.961381,2.197209,2.234854,2.503418
True,mean,False,upper,Caron,6e+20,QM1,JPL,0.1,0.26,short-term_:_and long-term,1.95515,2.030076,2.274863,2.323753,2.596231
True,mean,False,upper,Caron,6e+20,QM1,CSR,0.1,0.26,short-term_:_and long-term,1.886291,1.961218,2.202412,2.251705,2.526838
True,mean,False,upper,Caron,6e+20,QM1,MSSA,0.1,0.26,short-term_:_and long-term,1.97753,2.052456,2.335645,2.443105,2.549657
False,mean,False,mean,Caron,6e+20,QM1,GFZ,0.2,0.26,short-term_:_and long-term,1.865566,1.941328,2.144892,2.178483,2.460041
False,mean,False,mean,Caron,6e+20,QM1,JPL,0.2,0.26,short-term_:_and long-term,1.933507,2.009269,2.221885,2.264477,2.547714
False,mean,False,mean,Caron,6e+20,QM1,CSR,0.2,0.26,short-term_:_and long-term,1.865404,1.941167,2.149792,2.19416,2.482075
False,mean,False,mean,Caron,6e+20,QM1,MSSA,0.2,0.26,short-term_:_and long-term,1.955641,2.031404,2.273508,2.376461,2.507208
True,mean,False,mean,Caron,6e+20,QM1,GFZ,0.2,0.26,short-term_:_and long-term,1.873194,1.948644,2.1476,2.179634,2.460901
True,mean,False,mean,Caron,6e+20,QM1,JPL,0.2,0.26,short-term_:_and long-term,1.941407,2.016857,2.224749,2.266117,2.549012
True,mean,False,mean,Caron,6e+20,QM1,CSR,0.2,0.26,short-term_:_and long-term,1.873032,1.948482,2.152458,2.19513,2.482528
True,mean,False,mean,Caron,6e+20,QM1,MSSA,0.2,0.26,short-term_:_and long-term,1.963629,2.03908,2.275515,2.37726,2.507278
False,mean,False,lower,Caron,6e+20,QM1,GFZ,0.2,0.26,short-term_:_and long-term,1.848995,1.924757,2.141977,2.180215,2.464921
False,mean,False,lower,Caron,6e+20,QM1,JPL,0.2,0.26,short-term_:_and long-term,1.916332,1.992095,2.218827,2.265736,2.551297
