LIA,pole_:_time series,Uniform_:_continental load model,elastic mean_:_barystatic sea_:_level,viscosity_:_profile,Asthenosphere_:_viscosity,Q profile,GRACE_:_solution,relaxed shear_:_modulus ratio,alpha,Anelasticity,ocean_mean_trend_step_1,ocean_mean_trend_step_2,ocean_mean_trend_step_3,ocean_mean_trend_step_4,ocean_mean_trend_step_5
False,mean,False,mean,VM5a,3e+19,QM1,JPL,0.15,0.26,short-term_:_and long-term,1.933507,2.008906,2.297849,2.358528,2.628978
False,mean,False,mean,VM5a,3e+19,QM1,CSR,0.15,0.26,short-term_:_and long-term,1.865404,1.940804,2.225931,2.287019,2.561285
False,mean,False,mean,VM5a,3e+19,QM1,MSSA,0.15,0.26,short-term_:_and long-term,1.955641,2.031041,2.366484,2.485765,2.583277
True,mean,False,mean,VM5a,3e+19,QM1,GFZ,0.15,0.26,short-term_:_and long-term,1.873194,1.94827,2.213959,2.25997,2.525655
True,mean,False,mean,VM5a,3e+19,QM1,JPL,0.15,0.26,short-term_:_and long-term,1.941407,2.016483,2.291864,2.349688,2.620834
True,mean,False,mean,VM5a,3e+19,QM1,CSR,0.15,0.26,short-term_:_and long-term,1.873032,1.948108,2.219803,2.277529,2.552026
True,mean,False,mean,VM5a,3e+19,QM1,MSSA,0.15,0.26,short-term_:_and long-term,1.963629,2.038705,2.357876,2.473777,2.572839
False,mean,False,lower,VM5a,3e+19,QM1,GFZ,0.15,0.26,short-term_:_and long-term,1.848995,1.924394,2.226213,2.28359,2.550317
False,mean,False,lower,VM5a,3e+19,QM1,JPL,0.15,0.26,short-term_:_and long-term,1.916332,1.991732,2.304066,2.371491,2.642897
False,mean,False,lower,VM5a,3e+19,QM1,CSR,0.15,0.26,short-term_:_and long-term,1.848834,1.924234,2.232671,2.299791,2.574997
False,mean,False,lower,VM5a,3e+19,QM1,MSSA,0.15,0.26,short-term_:_and long-term,1.93827,2.013669,2.376691,2.502055,2.59745
True,mean,False,lower,VM5a,3e+19,QM1,GFZ,0.15,0.26,short-term_:_and long-term,1.85713,1.932206,2.219592,2.272602,2.538384
True,mean,False,lower,VM5a,3e+19,QM1,JPL,0.15,0.26,short-term_:_and long-term,1.924758,1.999834,2.297453,2.360894,2.631967
True,mean,False,lower,VM5a,3e+19,QM1,CSR,0.15,0.26,short-term_:_and long-term,1.856969,1.932045,2.225849,2.289595,2.565866
True,mean,False,lower,VM5a,3e+19,QM1,MSSA,0.15,0.26,short-term_:_and long-term,1.94679,2.021865,2.367006,2.488062,2.585824
False,mean,False,upper,VM5a,3e+19,QM1,GFZ,0.15,0.26,short-term_:_and long-term,1.879769,1.955169,2.212309,2.25614,2.519989
False,mean,False,upper,VM5a,3e+19,QM1,JPL,0.15,0.26,short-term_:_and long-term,1.948227,2.023627,2.290244,2.345627,2.615105
False,mean,False,upper,VM5a,3e+19,QM1,CSR,0.15,0.26,short-term_:_and long-term,1.879606,1.955006,2.217945,2.273318,2.546048
False,mean,False,upper,VM5a,3e+19,QM1,MSSA,0.15,0.26,short-term_:_and long-term,1.970531,2.04593,2.355156,2.468538,2.567051
True,mean,False,upper,VM5a,3e+19,QM1,GFZ,0.15,0.26,short-term_:_and long-term,1.886454,1.96153,2.206564,2.247532,2.512713
True,mean,False,upper,VM5a,3e+19,QM1,JPL,0.15,0.26,short-term_:_and long-term,1.95515,2.030226,2.284428,2.336152,2.606726
True,mean,False,upper,VM5a,3e+19,QM1,CSR,0.15,0.26,short-term_:_and long-term,1.886291,1.961367,2.211963,2.264442,2.536242
True,mean,False,upper,VM5a,3e+19,QM1,MSSA,0.15,0.26,short-term_:_and long-term,1.97753,2.052606,2.346949,2.45708,2.556586
False,mean,False,mean,VM5a,3e+19,QM1,GFZ,0.1,0.26,short-term_:_and long-term,1.865566,1.940717,2.252588,2.310053,2.571192
False,mean,False,mean,VM5a,3e+19,QM1,JPL,0.1,0.26,short-term_:_and long-term,1.933507,2.008658,2.33078,2.39755,2.660446
False,mean,False,mean,VM5a,3e+19,QM1,CSR,0.1,0.26,short-term_:_and long-term,1.865404,1.940555,2.259006,2.326489,2.595244
False,mean,False,mean,VM5a,3e+19,QM1,MSSA,0.1,0.26,short-term_:_and long-term,1.955641,2.030793,2.407058,2.534151,2.617805
True,mean,False,mean,VM5a,3e+19,QM1,GFZ,0.1,0.26,short-term_:_and long-term,1.873194,1.948019,2.245055,2.298609,2.559694
True,mean,False,mean,VM5a,3e+19,QM1,JPL,0.1,0.26,short-term_:_and long-term,1.941407,2.016232,2.323175,2.386563,2.64924
True,mean,False,mean,VM5a,3e+19,QM1,CSR,0.1,0.26,short-term_:_and long-term,1.873032,1.947857,2.251298,2.315603,2.583919
True,mean,False,mean,VM5a,3e+19,QM1,MSSA,0.1,0.26,short-term_:_and long-term,1.963629,2.038454,2.396632,2.519898,2.603996
False,mean,False,lower,VM5a,3e+19,QM1,GFZ,0.1,0.26,short-term_:_and long-term,1.848995,1.924146,2.263339,2.328168,2.587519
False,mean,False,lower,VM5a,3e+19,QM1,JPL,0.1,0.26,short-term_:_and long-term,1.916332,1.991483,2.341498,2.414611,2.67699
False,mean,False,lower,VM5a,3e+19,QM1,CSR,0.1,0.26,short-term_:_and long-term,1.848834,1.923986,2.270281,2.344864,2.612937
False,mean,False,lower,VM5a,3e+19,QM1,MSSA,0.1,0.26,short-term_:_and long-term,1.93827,2.013421,2.422831,2.555953,2.634583
True,mean,False,lower,VM5a,3e+19,QM1,GFZ,0.1,0.26,short-term_:_and long-term,1.85713,1.931955,2.255021,2.315192,2.57423
True,mean,False,lower,VM5a,3e+19,QM1,JPL,0.1,0.26,short-term_:_and long-term,1.924758,1.999583,2.333119,2.401897,2.663678
True,mean,False,lower,VM5a,3e+19,QM1,CSR,0.1,0.26,short-term_:_and long-term,1.856969,1.931794,2.261724,2.332024,2.600004
True,mean,False,lower,VM5a,3e+19,QM1,MSSA,0.1,0.26,short-term_:_and long-term,1.94679,2.021615,2.411119,2.540325,2.620621
False,mean,False,upper,VM5a,3e+19,QM1,GFZ,0.1,0.26,short-term_:_and long-term,1.879769,1.95492,2.24055,2.291748,2.552494
False,mean,False,upper,VM5a,3e+19,QM1,JPL,0.1,0.26,short-term_:_and long-term,1.948227,2.023379,2.318752,2.37926,2.64226
False,mean,False,upper,VM5a,3e+19,QM1,CSR,0.1,0.26,short-term_:_and long-term,1.879606,1.954757,2.246572,2.307656,2.576588
False,mean,False,upper,VM5a,3e+19,QM1,MSSA,0.1,0.26,short-term_:_and long-term,1.970531,2.045682,2.390277,2.511403,2.598602
True,mean,False,upper,VM5a,3e+19,QM1,GFZ,0.1,0.26,short-term_:_and long-term,1.886454,1.961279,2.233402,2.280569,2.540741
True,mean,False,upper,VM5a,3e+19,QM1,JPL,0.1,0.26,short-term_:_and long-term,1.95515,2.029975,2.311464,2.368041,2.631234
True,mean,False,upper,VM5a,3e+19,QM1,CSR,0.1,0.26,short-term_:_and long-term,1.886291,1.961116,2.239144,2.296381,2.564698
True,mean,False,upper,VM5a,3e+19,QM1,MSSA,0.1,0.26,short-term_:_and long-term,1.97753,2.052355,2.380416,2.497311,2.586663
False,mean,False,mean,VM5a,3e+19,QM1,GFZ,0.2,0.26,short-term_:_and long-term,1.865566,1.941207,2.196625,2.241837,2.510157
False,mean,False,mean,VM5a,3e+19,QM1,JPL,0.2,0.26,short-term_:_and long-term,1.933507,2.009148,2.274162,2.329722,2.603391
False,mean,False,mean,VM5a,3e+19,QM1,CSR,0.2,0.26,short-term_:_and long-term,1.865404,1.941045,2.202259,2.257269,2.533179
False,mean,False,mean,VM5a,3e+19,QM1,MSSA,0.2,0.26,short-term_:_and long-term,1.955641,2.031282,2.337586,2.450183,2.555054
True,mean,False,mean,VM5a,3e+19,QM1,GFZ,0.2,0.26,short-term_:_and long-term,1.873194,1.948514,2.191735,2.233767,2.502987
True,mean,False,mean,VM5a,3e+19,QM1,JPL,0.2,0.26,short-term_:_and long-term,1.941407,2.016727,2.26931,2.322338,2.597737
True,mean,False,mean,VM5a,3e+19,QM1,CSR,0.2,0.26,short-term_:_and long-term,1.873032,1.948352,2.197235,2.249015,2.526981
True,mean,False,mean,VM5a,3e+19,QM1,MSSA,0.2,0.26,short-term_:_and long-term,1.963629,2.038949,2.330282,2.439357,2.545698
False,mean,False,lower,VM5a,3e+19,QM1,GFZ,0.2,0.26,short-term_:_and long-term,1.848995,1.924636,2.199737,2.250204,2.519637
False,mean,False,lower,VM5a,3e+19,QM1,JPL,0.2,0.26,short-term_:_and long-term,1.916332,1.991973,2.277182,2.338277,2.612723
False,mean,False,lower,VM5a,3e+19,QM1,CSR,0.2,0.26,short-term_:_and long-term,1.848834,1.924475,2.205791,2.266036,2.543636
False,mean,False,lower,VM5a,3e+19,QM1,MSSA,0.2,0.26,short-term_:_and long-term,1.93827,2.013911,2.343882,2.461652,2.566272
True,mean,False,lower,VM5a,3e+19,QM1,GFZ,0.2,0.26,short-term_:_and long-term,1.85713,1.93245,2.194298,2.241538,2.512051
True,mean,False,lower,VM5a,3e+19,QM1,JPL,0.2,0.26,short-term_:_and long-term,1.924758,2.000078,2.271798,2.329895,2.607025
True,mean,False,lower,VM5a,3e+19,QM1,CSR,0.2,0.26,short-term_:_and long-term,1.856969,1.932289,2.200172,2.257068,2.535322
True,mean,False,lower,VM5a,3e+19,QM1,MSSA,0.2,0.26,short-term_:_and long-term,1.94679,2.02211,2.335637,2.449696,2.556567
False,mean,False,upper,VM5a,3e+19,QM1,GFZ,0.2,0.26,short-term_:_and long-term,1.879769,1.95541,2.192039,2.231938,2.499294
False,mean,False,upper,VM5a,3e+19,QM1,JPL,0.2,0.26,short-term_:_and long-term,1.948227,2.023868,2.269629,2.320584,2.594355
False,mean,False,upper,VM5a,3e+19,QM1,CSR,0.2,0.26,short-term_:_and long-term,1.879606,1.955247,2.19735,2.247226,2.52233
False,mean,False,upper,VM5a,3e+19,QM1,MSSA,0.2,0.26,short-term_:_and long-term,1.970531,2.046172,2.330005,2.437552,2.542209
True,mean,False,upper,VM5a,3e+19,QM1,GFZ,0.2,0.26,short-term_:_and long-term,1.886454,1.961774,2.187287,2.224614,2.493041
True,mean,False,upper,VM5a,3e+19,QM1,JPL,0.2,0.26,short-term_:_and long-term,1.95515,2.03047,2.264851,2.312888,2.587085
True,mean,False,upper,VM5a,3e+19,QM1,CSR,0.2,0.26,short-term_:_and long-term,1.886291,1.961611,2.192386,2.239727,2.516219
True,mean,False,upper,VM5a,3e+19,QM1,MSSA,0.2,0.26,short-term_:_and long-term,1.97753,2.05285,2.322993,2.427869,2.533941
False,mean,False,mean,VM5a,3e+19,Resovsky,GFZ,0.15,0.26,short-term_:_and long-term,1.865566,1.938317,2.202358,2.243169,2.504125
False,mean,False,mean,VM5a,3e+19,Resovsky,JPL,0.15,0.26,short-term_:_and long-term,1.933507,2.006258,2.279174,2.331093,2.596962
False,mean,False,mean,VM5a,3e+19,Resovsky,CSR,0.15,0.26,short-term_:_and long-term,1.865404,1.938156,2.207792,2.258598,2.527728
False,mean,False,mean,VM5a,3e+19,Resovsky,MSSA,0.15,0.26,short-term_:_and long-term,1.955641,2.028393,2.347837,2.459015,2.553574
True,mean,False,mean,VM5a,3e+19,Resovsky,GFZ,0.15,0.26,short-term_:_and long-term,1.873194,1.94564,2.195726,2.233341,2.49519
True,mean,False,mean,VM5a,3e+19,Resovsky,JPL,0.15,0.26,short-term_:_and long-term,1.941407,2.013852,2.272528,2.320407,2.586004
True,mean,False,mean,VM5a,3e+19,Resovsky,CSR,0.15,0.26,short-term_:_and long-term,1.873032,1.945477,2.200994,2.248105,2.516614
True,mean,False,mean,VM5a,3e+19,Resovsky,MSSA,0.15,0.26,short-term_:_and long-term,1.963629,2.036075,2.338455,2.444997,2.540838
False,mean,False,lower,VM5a,3e+19,Resovsky,GFZ,0.15,0.26,short-term_:_and long-term,1.848995,1.921746,2.206614,2.254182,2.51623
False,mean,False,lower,VM5a,3e+19,Resovsky,JPL,0.15,0.26,short-term_:_and long-term,1.916332,1.989084,2.283294,2.340141,2.605331
False,mean,False,lower,VM5a,3e+19,Resovsky,CSR,0.15,0.26,short-term_:_and long-term,1.848834,1.921586,2.212464,2.268852,2.539835
False,mean,False,lower,VM5a,3e+19,Resovsky,MSSA,0.15,0.26,short-term_:_and long-term,1.93827,2.011021,2.355694,2.472698,2.567463
True,mean,False,lower,VM5a,3e+19,Resovsky,GFZ,0.15,0.26,short-term_:_and long-term,1.85713,1.929575,2.199218,2.241955,2.505013
True,mean,False,lower,VM5a,3e+19,Resovsky,JPL,0.15,0.26,short-term_:_and long-term,1.924758,1.997203,2.275897,2.329496,2.596989
True,mean,False,lower,VM5a,3e+19,Resovsky,CSR,0.15,0.26,short-term_:_and long-term,1.856969,1.929415,2.204847,2.258098,2.528235
True,mean,False,lower,VM5a,3e+19,Resovsky,MSSA,0.15,0.26,short-term_:_and long-term,1.94679,2.019235,2.345092,2.457903,2.554951
False,mean,False,upper,VM5a,3e+19,Resovsky,GFZ,0.15,0.26,short-term_:_and long-term,1.879769,1.952521,2.196426,2.232405,2.49213
False,mean,False,upper,VM5a,3e+19,Resovsky,JPL,0.15,0.26,short-term_:_and long-term,1.948227,2.020979,2.273349,2.319413,2.583378
False,mean,False,upper,VM5a,3e+19,Resovsky,CSR,0.15,0.26,short-term_:_and long-term,1.879606,1.952358,2.20155,2.247069,2.515056
False,mean,False,upper,VM5a,3e+19,Resovsky,MSSA,0.15,0.26,short-term_:_and long-term,1.970531,2.043282,2.338463,2.443544,2.537553
True,mean,False,upper,VM5a,3e+19,Resovsky,GFZ,0.15,0.26,short-term_:_and long-term,1.886454,1.9589,2.190144,2.223214,2.483575
True,mean,False,upper,VM5a,3e+19,Resovsky,JPL,0.15,0.26,short-term_:_and long-term,1.95515,2.027596,2.26699,2.3093,2.573837
True,mean,False,upper,VM5a,3e+19,Resovsky,CSR,0.15,0.26,short-term_:_and long-term,1.886291,1.958737,2.195017,2.237184,2.505445
True,mean,False,upper,VM5a,3e+19,Resovsky,MSSA,0.15,0.26,short-term_:_and long-term,1.97753,2.049975,2.329621,2.431282,2.527326
False,mean,False,mean,VM5a,3e+19,Resovsky,GFZ,0.1,0.26,short-term_:_and long-term,1.865566,1.938174,2.230697,2.278316,2.532218
False,mean,False,mean,VM5a,3e+19,Resovsky,JPL,0.1,0.26,short-term_:_and long-term,1.933507,2.006115,2.307871,2.363392,2.620399
False,mean,False,mean,VM5a,3e+19,Resovsky,CSR,0.1,0.26,short-term_:_and long-term,1.865404,1.938012,2.236512,2.293745,2.556041
False,mean,False,mean,VM5a,3e+19,Resovsky,MSSA,0.1,0.26,short-term_:_and long-term,1.955641,2.028249,2.38346,2.499273,2.577015
True,mean,False,mean,VM5a,3e+19,Resovsky,GFZ,0.1,0.26,short-term_:_and long-term,1.873194,1.945495,2.222474,2.266288,2.519627
True,mean,False,mean,VM5a,3e+19,Resovsky,JPL,0.1,0.26,short-term_:_and long-term,1.941407,2.013708,2.299581,2.351702,2.607893
True,mean,False,mean,VM5a,3e+19,Resovsky,CSR,0.1,0.26,short-term_:_and long-term,1.873032,1.945333,2.228096,2.280927,2.542388
True,mean,False,mean,VM5a,3e+19,Resovsky,MSSA,0.1,0.26,short-term_:_and long-term,1.963629,2.03593,2.372172,2.484382,2.563866
False,mean,False,lower,VM5a,3e+19,Resovsky,GFZ,0.1,0.26,short-term_:_and long-term,1.848995,1.921603,2.237444,2.290822,2.546902
False,mean,False,lower,VM5a,3e+19,Resovsky,JPL,0.1,0.26,short-term_:_and long-term,1.916332,1.98894,2.314501,2.376406,2.634099
False,mean,False,lower,VM5a,3e+19,Resovsky,CSR,0.1,0.26,short-term_:_and long-term,1.848834,1.921442,2.243708,2.307033,2.57161
False,mean,False,lower,VM5a,3e+19,Resovsky,MSSA,0.1,0.26,short-term_:_and long-term,1.93827,2.010878,2.39442,2.516329,2.593794
True,mean,False,lower,VM5a,3e+19,Resovsky,GFZ,0.1,0.26,short-term_:_and long-term,1.85713,1.929431,2.228314,2.277893,2.5322
True,mean,False,lower,VM5a,3e+19,Resovsky,JPL,0.1,0.26,short-term_:_and long-term,1.924758,1.997059,2.305312,2.362545,2.619815
True,mean,False,lower,VM5a,3e+19,Resovsky,CSR,0.1,0.26,short-term_:_and long-term,1.856969,1.92927,2.234323,2.293206,2.556446
True,mean,False,lower,VM5a,3e+19,Resovsky,MSSA,0.1,0.26,short-term_:_and long-term,1.94679,2.019091,2.381714,2.499198,2.578335
False,mean,False,upper,VM5a,3e+19,Resovsky,GFZ,0.1,0.26,short-term_:_and long-term,1.879769,1.952377,2.222355,2.264042,2.51689
False,mean,False,upper,VM5a,3e+19,Resovsky,JPL,0.1,0.26,short-term_:_and long-term,1.948227,2.020835,2.299625,2.350025,2.605719
False,mean,False,upper,VM5a,3e+19,Resovsky,CSR,0.1,0.26,short-term_:_and long-term,1.879606,1.952214,2.227839,2.278939,2.539513
False,mean,False,upper,VM5a,3e+19,Resovsky,MSSA,0.1,0.26,short-term_:_and long-term,1.970531,2.043139,2.371104,2.481831,2.560362
True,mean,False,upper,VM5a,3e+19,Resovsky,GFZ,0.1,0.26,short-term_:_and long-term,1.886454,1.958755,2.214631,2.25232,2.50405
True,mean,False,upper,VM5a,3e+19,Resovsky,JPL,0.1,0.26,short-term_:_and long-term,1.95515,2.027451,2.291769,2.338317,2.594018
True,mean,False,upper,VM5a,3e+19,Resovsky,CSR,0.1,0.26,short-term_:_and long-term,1.886291,1.958592,2.219826,2.26719,2.528236
True,mean,False,upper,VM5a,3e+19,Resovsky,MSSA,0.1,0.26,short-term_:_and long-term,1.97753,2.049831,2.360526,2.467836,2.550887
False,mean,False,mean,VM5a,3e+19,Resovsky,GFZ,0.2,0.26,short-term_:_and long-term,1.865566,1.938492,2.181245,2.218794,2.483035
False,mean,False,mean,VM5a,3e+19,Resovsky,JPL,0.2,0.26,short-term_:_and long-term,1.933507,2.006433,2.257739,2.305195,2.574477
False,mean,False,mean,VM5a,3e+19,Resovsky,CSR,0.2,0.26,short-term_:_and long-term,1.865404,1.93833,2.186373,2.233037,2.506418
False,mean,False,mean,VM5a,3e+19,Resovsky,MSSA,0.2,0.26,short-term_:_and long-term,1.955641,2.028567,2.321376,2.427055,2.529496
True,mean,False,mean,VM5a,3e+19,Resovsky,GFZ,0.2,0.26,short-term_:_and long-term,1.873194,1.945815,2.175654,2.209364,2.474688
True,mean,False,mean,VM5a,3e+19,Resovsky,JPL,0.2,0.26,short-term_:_and long-term,1.941407,2.014028,2.252173,2.296255,2.567178
True,mean,False,mean,VM5a,3e+19,Resovsky,CSR,0.2,0.26,short-term_:_and long-term,1.873032,1.945653,2.180633,2.223402,2.497245
True,mean,False,mean,VM5a,3e+19,Resovsky,MSSA,0.2,0.26,short-term_:_and long-term,1.963629,2.036251,2.313229,2.416538,2.520434
False,mean,False,lower,VM5a,3e+19,Resovsky,GFZ,0.2,0.26,short-term_:_and long-term,1.848995,1.92192,2.183581,2.225765,2.491758
False,mean,False,lower,VM5a,3e+19,Resovsky,JPL,0.2,0.26,short-term_:_and long-term,1.916332,1.989258,2.25992,2.312041,2.582298
False,mean,False,lower,VM5a,3e+19,Resovsky,CSR,0.2,0.26,short-term_:_and long-term,1.848834,1.92176,2.189096,2.240995,2.515176
False,mean,False,lower,VM5a,3e+19,Resovsky,MSSA,0.2,0.26,short-term_:_and long-term,1.93827,2.011196,2.326856,2.437355,2.540659
True,mean,False,lower,VM5a,3e+19,Resovsky,GFZ,0.2,0.26,short-term_:_and long-term,1.85713,1.929751,2.177322,2.215934,2.483334
True,mean,False,lower,VM5a,3e+19,Resovsky,JPL,0.2,0.26,short-term_:_and long-term,1.924758,1.997379,2.253701,2.302466,2.57485
True,mean,False,lower,VM5a,3e+19,Resovsky,CSR,0.2,0.26,short-term_:_and long-term,1.856969,1.92959,2.182639,2.230975,2.506304
True,mean,False,lower,VM5a,3e+19,Resovsky,MSSA,0.2,0.26,short-term_:_and long-term,1.94679,2.019411,2.317621,2.425165,2.52933
False,mean,False,upper,VM5a,3e+19,Resovsky,GFZ,0.2,0.26,short-term_:_and long-term,1.879769,1.952695,2.177197,2.209272,2.47262
False,mean,False,upper,VM5a,3e+19,Resovsky,JPL,0.2,0.26,short-term_:_and long-term,1.948227,2.021153,2.253811,2.295809,2.564512
False,mean,False,upper,VM5a,3e+19,Resovsky,CSR,0.2,0.26,short-term_:_and long-term,1.879606,1.952532,2.182033,2.223022,2.495088
False,mean,False,upper,VM5a,3e+19,Resovsky,MSSA,0.2,0.26,short-term_:_and long-term,1.970531,2.043456,2.314322,2.415916,2.517773
True,mean,False,upper,VM5a,3e+19,Resovsky,GFZ,0.2,0.26,short-term_:_and long-term,1.886454,1.959076,2.171856,2.200823,2.465068
True,mean,False,upper,VM5a,3e+19,Resovsky,JPL,0.2,0.26,short-term_:_and long-term,1.95515,2.027771,2.248435,2.286997,2.556754
True,mean,False,upper,VM5a,3e+19,Resovsky,CSR,0.2,0.26,short-term_:_and long-term,1.886291,1.958912,2.176467,2.214518,2.486951
True,mean,False,upper,VM5a,3e+19,Resovsky,MSSA,0.2,0.26,short-term_:_and long-term,1.97753,2.050151,2.306603,2.405991,2.50926
False,mean,False,mean,VM5a,5e+20,,GFZ,,,long-term,1.865566,1.918774,1.945925,1.899667,2.13401
False,mean,False,mean,VM5a,5e+20,,JPL,,,long-term,1.933507,1.986715,2.01469,1.974054,2.213853
False,mean,False,mean,VM5a,5e+20,,CSR,,,long-term,1.865404,1.918612,1.946418,1.909687,2.149996
False,mean,False,mean,VM5a,5e+20,,MSSA,,,long-term,1.955641,2.008849,2.041028,2.066223,2.176593
True,mean,False,mean,VM5a,5e+20,,GFZ,,,long-term,1.873194,1.926211,1.946727,1.898336,2.130681
True,mean,False,mean,VM5a,5e+20,,JPL,,,long-term,1.941407,1.994424,2.015562,1.973317,2.211661
True,mean,False,mean,VM5a,5e+20,,CSR,,,long-term,1.873032,1.926049,1.947086,1.908035,2.146318
True,mean,False,mean,VM5a,5e+20,,MSSA,,,long-term,1.963629,2.016646,2.040884,2.064199,2.172906
False,mean,False,lower,VM5a,5e+20,,GFZ,,,long-term,1.848995,1.902202,1.932519,1.887751,2.120269
False,mean,False,lower,VM5a,5e+20,,JPL,,,long-term,1.916332,1.96954,2.000773,1.962207,2.20059
False,mean,False,lower,VM5a,5e+20,,CSR,,,long-term,1.848834,1.902042,1.933093,1.897262,2.136186
False,mean,False,lower,VM5a,5e+20,,MSSA,,,long-term,1.93827,1.991478,2.027411,2.05377,2.164667
True,mean,False,lower,VM5a,5e+20,,GFZ,,,long-term,1.85713,1.910147,1.933153,1.886132,2.117084
True,mean,False,lower,VM5a,5e+20,,JPL,,,long-term,1.924758,1.977775,2.001481,1.960272,2.197146
True,mean,False,lower,VM5a,5e+20,,CSR,,,long-term,1.856969,1.909986,1.933573,1.895988,2.133482
True,mean,False,lower,VM5a,5e+20,,MSSA,,,long-term,1.94679,1.999807,2.026963,2.050968,2.159725
False,mean,False,upper,VM5a,5e+20,,GFZ,,,long-term,1.879769,1.932977,1.957057,1.908957,2.14338
False,mean,False,upper,VM5a,5e+20,,JPL,,,long-term,1.948227,2.001435,2.026259,1.985017,2.225534
False,mean,False,upper,VM5a,5e+20,,CSR,,,long-term,1.879606,1.932814,1.957489,1.919783,2.159907
False,mean,False,upper,VM5a,5e+20,,MSSA,,,long-term,1.970531,2.023738,2.052297,2.076724,2.185818
True,mean,False,upper,VM5a,5e+20,,GFZ,,,long-term,1.886454,1.939471,1.957582,1.907526,2.140857
True,mean,False,upper,VM5a,5e+20,,JPL,,,long-term,1.95515,2.008167,2.026829,1.983353,2.222734
True,mean,False,upper,VM5a,5e+20,,CSR,,,long-term,1.886291,1.939308,1.957876,1.918245,2.157293
True,mean,False,upper,VM5a,5e+20,,MSSA,,,long-term,1.97753,2.030547,2.051951,2.074295,2.181948
False,mean,False,mean,VM5a,5e+20,PAR3P,GFZ,0.15,0.26,short-term_:_and long-term,1.865566,1.938062,2.174812,2.21031,2.487603
False,mean,False,mean,VM5a,5e+20,PAR3P,JPL,0.15,0.26,short-term_:_and long-term,1.933507,2.006003,2.252107,2.298176,2.576981
False,mean,False,mean,VM5a,5e+20,PAR3P,CSR,0.15,0.26,short-term_:_and long-term,1.865404,1.9379,2.179994,2.225358,2.507237
False,mean,False,mean,VM5a,5e+20,PAR3P,MSSA,0.15,0.26,short-term_:_and long-term,1.955641,2.028138,2.313959,2.420145,2.537066
True,mean,False,mean,VM5a,5e+20,PAR3P,GFZ,0.15,0.26,short-term_:_and long-term,1.873194,1.945389,2.173383,2.20588,2.480421
True,mean,False,mean,VM5a,5e+20,PAR3P,JPL,0.15,0.26,short-term_:_and long-term,1.941407,2.013602,2.250657,2.294124,2.571272
True,mean,False,mean,VM5a,5e+20,PAR3P,CSR,0.15,0.26,short-term_:_and long-term,1.873032,1.945227,2.178444,2.221632,2.50143
True,mean,False,mean,VM5a,5e+20,PAR3P,MSSA,0.15,0.26,short-term_:_and long-term,1.963629,2.035824,2.31102,2.414336,2.527991
False,mean,False,lower,VM5a,5e+20,PAR3P,GFZ,0.15,0.26,short-term_:_and long-term,1.848995,1.921491,2.175503,2.215529,2.495453
False,mean,False,lower,VM5a,5e+20,PAR3P,JPL,0.15,0.26,short-term_:_and long-term,1.916332,1.988828,2.252682,2.303527,2.583851
False,mean,False,lower,VM5a,5e+20,PAR3P,CSR,0.15,0.26,short-term_:_and long-term,1.848834,1.921331,2.181057,2.231544,2.516502
False,mean,False,lower,VM5a,5e+20,PAR3P,MSSA,0.15,0.26,short-term_:_and long-term,1.93827,2.010766,2.317364,2.427951,2.54673
True,mean,False,lower,VM5a,5e+20,PAR3P,GFZ,0.15,0.26,short-term_:_and long-term,1.85713,1.929325,2.173887,2.211801,2.48827
True,mean,False,lower,VM5a,5e+20,PAR3P,JPL,0.15,0.26,short-term_:_and long-term,1.924758,1.996953,2.251052,2.298914,2.577163
True,mean,False,lower,VM5a,5e+20,PAR3P,CSR,0.15,0.26,short-term_:_and long-term,1.856969,1.929164,2.179281,2.226642,2.508346
True,mean,False,lower,VM5a,5e+20,PAR3P,MSSA,0.15,0.26,short-term_:_and long-term,1.94679,2.018984,2.313979,2.422065,2.537569
False,mean,False,upper,VM5a,5e+20,PAR3P,GFZ,0.15,0.26,short-term_:_and long-term,1.879769,1.952266,2.172593,2.203158,2.478048
False,mean,False,upper,VM5a,5e+20,PAR3P,JPL,0.15,0.26,short-term_:_and long-term,1.948227,2.020724,2.249951,2.291006,2.56885
False,mean,False,upper,VM5a,5e+20,PAR3P,CSR,0.15,0.26,short-term_:_and long-term,1.879606,1.952103,2.17748,2.217952,2.497691
False,mean,False,upper,VM5a,5e+20,PAR3P,MSSA,0.15,0.26,short-term_:_and long-term,1.970531,2.043027,2.309181,2.411025,2.525899
True,mean,False,upper,VM5a,5e+20,PAR3P,GFZ,0.15,0.26,short-term_:_and long-term,1.886454,1.958649,2.170939,2.199157,2.470674
True,mean,False,upper,VM5a,5e+20,PAR3P,JPL,0.15,0.26,short-term_:_and long-term,1.95515,2.027345,2.248228,2.286733,2.562263
True,mean,False,upper,VM5a,5e+20,PAR3P,CSR,0.15,0.26,short-term_:_and long-term,1.886291,1.958486,2.175644,2.214154,2.491487
True,mean,False,upper,VM5a,5e+20,PAR3P,MSSA,0.15,0.26,short-term_:_and long-term,1.97753,2.049725,2.306085,2.405847,2.518945
False,mean,False,mean,VM5a,5e+20,PAR3P,GFZ,0.1,0.26,short-term_:_and long-term,1.865566,1.937967,2.21859,2.262867,2.532158
False,mean,False,mean,VM5a,5e+20,PAR3P,JPL,0.1,0.26,short-term_:_and long-term,1.933507,2.005908,2.296197,2.349228,2.620274
