LIA,pole_:_time series,Uniform_:_continental load model,elastic mean_:_barystatic sea_:_level,viscosity_:_profile,Asthenosphere_:_viscosity,Q profile,GRACE_:_solution,relaxed shear_:_modulus ratio,alpha,Anelasticity,ocean_mean_trend_step_5
True,mean,False,upper,Caron,6e+20,QL6,GFZ,0.1,0.26,short-term_:_and long-term,2.467971
True,mean,False,upper,Caron,6e+20,QL6,JPL,0.1,0.26,short-term_:_and long-term,2.55813
True,mean,False,upper,Caron,6e+20,QL6,CSR,0.1,0.26,short-term_:_and long-term,2.489623
True,mean,False,upper,Caron,6e+20,QL6,MSSA,0.1,0.26,short-term_:_and long-term,2.518093
False,mean,False,mean,Caron,6e+20,QL6,GFZ,0.2,0.26,short-term_:_and long-term,2.419487
False,mean,False,mean,Caron,6e+20,QL6,JPL,0.2,0.26,short-term_:_and long-term,2.505504
False,mean,False,mean,Caron,6e+20,QL6,CSR,0.2,0.26,short-term_:_and long-term,2.439693
False,mean,False,mean,Caron,6e+20,QL6,MSSA,0.2,0.26,short-term_:_and long-term,2.46783
True,mean,False,mean,Caron,6e+20,QL6,GFZ,0.2,0.26,short-term_:_and long-term,2.419274
True,mean,False,mean,Caron,6e+20,QL6,JPL,0.2,0.26,short-term_:_and long-term,2.505904
True,mean,False,mean,Caron,6e+20,QL6,CSR,0.2,0.26,short-term_:_and long-term,2.439284
True,mean,False,mean,Caron,6e+20,QL6,MSSA,0.2,0.26,short-term_:_and long-term,2.466847
False,mean,False,lower,Caron,6e+20,QL6,GFZ,0.2,0.26,short-term_:_and long-term,2.421475
False,mean,False,lower,Caron,6e+20,QL6,JPL,0.2,0.26,short-term_:_and long-term,2.506451
False,mean,False,lower,Caron,6e+20,QL6,CSR,0.2,0.26,short-term_:_and long-term,2.441803
False,mean,False,lower,Caron,6e+20,QL6,MSSA,0.2,0.26,short-term_:_and long-term,2.473025
True,mean,False,lower,Caron,6e+20,QL6,GFZ,0.2,0.26,short-term_:_and long-term,2.421535
True,mean,False,lower,Caron,6e+20,QL6,JPL,0.2,0.26,short-term_:_and long-term,2.507062
True,mean,False,lower,Caron,6e+20,QL6,CSR,0.2,0.26,short-term_:_and long-term,2.441484
True,mean,False,lower,Caron,6e+20,QL6,MSSA,0.2,0.26,short-term_:_and long-term,2.471122
False,mean,False,upper,Caron,6e+20,QL6,GFZ,0.2,0.26,short-term_:_and long-term,2.415443
False,mean,False,upper,Caron,6e+20,QL6,JPL,0.2,0.26,short-term_:_and long-term,2.502236
False,mean,False,upper,Caron,6e+20,QL6,CSR,0.2,0.26,short-term_:_and long-term,2.435729
False,mean,False,upper,Caron,6e+20,QL6,MSSA,0.2,0.26,short-term_:_and long-term,2.462294
True,mean,False,upper,Caron,6e+20,QL6,GFZ,0.2,0.26,short-term_:_and long-term,2.415269
True,mean,False,upper,Caron,6e+20,QL6,JPL,0.2,0.26,short-term_:_and long-term,2.501441
True,mean,False,upper,Caron,6e+20,QL6,CSR,0.2,0.26,short-term_:_and long-term,2.435063
True,mean,False,upper,Caron,6e+20,QL6,MSSA,0.2,0.26,short-term_:_and long-term,2.461251
False,mean,False,mean,Caron,6e+20,QM1,GFZ,0.15,0.26,short-term_:_and long-term,2.49014
False,mean,False,mean,Caron,6e+20,QM1,JPL,0.15,0.26,short-term_:_and long-term,2.577465
False,mean,False,mean,Caron,6e+20,QM1,CSR,0.15,0.26,short-term_:_and long-term,2.510998
False,mean,False,mean,Caron,6e+20,QM1,MSSA,0.15,0.26,short-term_:_and long-term,2.535127
True,mean,False,mean,Caron,6e+20,QM1,GFZ,0.15,0.26,short-term_:_and long-term,2.488131
True,mean,False,mean,Caron,6e+20,QM1,JPL,0.15,0.26,short-term_:_and long-term,2.576756
True,mean,False,mean,Caron,6e+20,QM1,CSR,0.15,0.26,short-term_:_and long-term,2.509436
True,mean,False,mean,Caron,6e+20,QM1,MSSA,0.15,0.26,short-term_:_and long-term,2.531472
False,mean,False,lower,Caron,6e+20,QM1,GFZ,0.15,0.26,short-term_:_and long-term,2.496914
False,mean,False,lower,Caron,6e+20,QM1,JPL,0.15,0.26,short-term_:_and long-term,2.584952
False,mean,False,lower,Caron,6e+20,QM1,CSR,0.15,0.26,short-term_:_and long-term,2.5179
False,mean,False,lower,Caron,6e+20,QM1,MSSA,0.15,0.26,short-term_:_and long-term,2.544387
True,mean,False,lower,Caron,6e+20,QM1,GFZ,0.15,0.26,short-term_:_and long-term,2.495621
True,mean,False,lower,Caron,6e+20,QM1,JPL,0.15,0.26,short-term_:_and long-term,2.583852
True,mean,False,lower,Caron,6e+20,QM1,CSR,0.15,0.26,short-term_:_and long-term,2.516991
True,mean,False,lower,Caron,6e+20,QM1,MSSA,0.15,0.26,short-term_:_and long-term,2.54161
False,mean,False,upper,Caron,6e+20,QM1,GFZ,0.15,0.26,short-term_:_and long-term,2.480663
False,mean,False,upper,Caron,6e+20,QM1,JPL,0.15,0.26,short-term_:_and long-term,2.568775
False,mean,False,upper,Caron,6e+20,QM1,CSR,0.15,0.26,short-term_:_and long-term,2.501467
False,mean,False,upper,Caron,6e+20,QM1,MSSA,0.15,0.26,short-term_:_and long-term,2.522646
True,mean,False,upper,Caron,6e+20,QM1,GFZ,0.15,0.26,short-term_:_and long-term,2.479236
True,mean,False,upper,Caron,6e+20,QM1,JPL,0.15,0.26,short-term_:_and long-term,2.567769
True,mean,False,upper,Caron,6e+20,QM1,CSR,0.15,0.26,short-term_:_and long-term,2.499601
True,mean,False,upper,Caron,6e+20,QM1,MSSA,0.15,0.26,short-term_:_and long-term,2.519999
False,mean,False,mean,Caron,6e+20,QM1,GFZ,0.1,0.26,short-term_:_and long-term,2.521505
False,mean,False,mean,Caron,6e+20,QM1,JPL,0.1,0.26,short-term_:_and long-term,2.614214
False,mean,False,mean,Caron,6e+20,QM1,CSR,0.1,0.26,short-term_:_and long-term,2.544625
False,mean,False,mean,Caron,6e+20,QM1,MSSA,0.1,0.26,short-term_:_and long-term,2.570272
True,mean,False,mean,Caron,6e+20,QM1,GFZ,0.1,0.26,short-term_:_and long-term,2.517385
True,mean,False,mean,Caron,6e+20,QM1,JPL,0.1,0.26,short-term_:_and long-term,2.610124
True,mean,False,mean,Caron,6e+20,QM1,CSR,0.1,0.26,short-term_:_and long-term,2.540422
True,mean,False,mean,Caron,6e+20,QM1,MSSA,0.1,0.26,short-term_:_and long-term,2.564798
False,mean,False,lower,Caron,6e+20,QM1,GFZ,0.1,0.26,short-term_:_and long-term,2.53411
False,mean,False,lower,Caron,6e+20,QM1,JPL,0.1,0.26,short-term_:_and long-term,2.626011
False,mean,False,lower,Caron,6e+20,QM1,CSR,0.1,0.26,short-term_:_and long-term,2.557232
False,mean,False,lower,Caron,6e+20,QM1,MSSA,0.1,0.26,short-term_:_and long-term,2.58538
True,mean,False,lower,Caron,6e+20,QM1,GFZ,0.1,0.26,short-term_:_and long-term,2.530111
True,mean,False,lower,Caron,6e+20,QM1,JPL,0.1,0.26,short-term_:_and long-term,2.621391
True,mean,False,lower,Caron,6e+20,QM1,CSR,0.1,0.26,short-term_:_and long-term,2.553662
True,mean,False,lower,Caron,6e+20,QM1,MSSA,0.1,0.26,short-term_:_and long-term,2.579078
False,mean,False,upper,Caron,6e+20,QM1,GFZ,0.1,0.26,short-term_:_and long-term,2.507551
False,mean,False,upper,Caron,6e+20,QM1,JPL,0.1,0.26,short-term_:_and long-term,2.600297
False,mean,False,upper,Caron,6e+20,QM1,CSR,0.1,0.26,short-term_:_and long-term,2.529791
False,mean,False,upper,Caron,6e+20,QM1,MSSA,0.1,0.26,short-term_:_and long-term,2.554888
True,mean,False,upper,Caron,6e+20,QM1,GFZ,0.1,0.26,short-term_:_and long-term,2.503418
True,mean,False,upper,Caron,6e+20,QM1,JPL,0.1,0.26,short-term_:_and long-term,2.596231
True,mean,False,upper,Caron,6e+20,QM1,CSR,0.1,0.26,short-term_:_and long-term,2.526838
True,mean,False,upper,Caron,6e+20,QM1,MSSA,0.1,0.26,short-term_:_and long-term,2.549657
False,mean,False,mean,Caron,6e+20,QM1,GFZ,0.2,0.26,short-term_:_and long-term,2.460041
False,mean,False,mean,Caron,6e+20,QM1,JPL,0.2,0.26,short-term_:_and long-term,2.547714
False,mean,False,mean,Caron,6e+20,QM1,CSR,0.2,0.26,short-term_:_and long-term,2.482075
False,mean,False,mean,Caron,6e+20,QM1,MSSA,0.2,0.26,short-term_:_and long-term,2.507208
True,mean,False,mean,Caron,6e+20,QM1,GFZ,0.2,0.26,short-term_:_and long-term,2.460901
True,mean,False,mean,Caron,6e+20,QM1,JPL,0.2,0.26,short-term_:_and long-term,2.549012
True,mean,False,mean,Caron,6e+20,QM1,CSR,0.2,0.26,short-term_:_and long-term,2.482528
True,mean,False,mean,Caron,6e+20,QM1,MSSA,0.2,0.26,short-term_:_and long-term,2.507278
False,mean,False,lower,Caron,6e+20,QM1,GFZ,0.2,0.26,short-term_:_and long-term,2.464921
False,mean,False,lower,Caron,6e+20,QM1,JPL,0.2,0.26,short-term_:_and long-term,2.551297
False,mean,False,lower,Caron,6e+20,QM1,CSR,0.2,0.26,short-term_:_and long-term,2.48681
False,mean,False,lower,Caron,6e+20,QM1,MSSA,0.2,0.26,short-term_:_and long-term,2.512481
True,mean,False,lower,Caron,6e+20,QM1,GFZ,0.2,0.26,short-term_:_and long-term,2.465442
True,mean,False,lower,Caron,6e+20,QM1,JPL,0.2,0.26,short-term_:_and long-term,2.552412
True,mean,False,lower,Caron,6e+20,QM1,CSR,0.2,0.26,short-term_:_and long-term,2.487552
True,mean,False,lower,Caron,6e+20,QM1,MSSA,0.2,0.26,short-term_:_and long-term,2.511815
False,mean,False,upper,Caron,6e+20,QM1,GFZ,0.2,0.26,short-term_:_and long-term,2.454472
False,mean,False,upper,Caron,6e+20,QM1,JPL,0.2,0.26,short-term_:_and long-term,2.542504
False,mean,False,upper,Caron,6e+20,QM1,CSR,0.2,0.26,short-term_:_and long-term,2.476829
False,mean,False,upper,Caron,6e+20,QM1,MSSA,0.2,0.26,short-term_:_and long-term,2.500256
True,mean,False,upper,Caron,6e+20,QM1,GFZ,0.2,0.26,short-term_:_and long-term,2.455358
True,mean,False,upper,Caron,6e+20,QM1,JPL,0.2,0.26,short-term_:_and long-term,2.54331
True,mean,False,upper,Caron,6e+20,QM1,CSR,0.2,0.26,short-term_:_and long-term,2.476931
True,mean,False,upper,Caron,6e+20,QM1,MSSA,0.2,0.26,short-term_:_and long-term,2.499244
False,mean,False,mean,Caron,6e+20,Resovsky,GFZ,0.15,0.26,short-term_:_and long-term,2.457421
False,mean,False,mean,Caron,6e+20,Resovsky,JPL,0.15,0.26,short-term_:_and long-term,2.54362
False,mean,False,mean,Caron,6e+20,Resovsky,CSR,0.15,0.26,short-term_:_and long-term,2.477887
False,mean,False,mean,Caron,6e+20,Resovsky,MSSA,0.15,0.26,short-term_:_and long-term,2.502446
True,mean,False,mean,Caron,6e+20,Resovsky,GFZ,0.15,0.26,short-term_:_and long-term,2.454638
True,mean,False,mean,Caron,6e+20,Resovsky,JPL,0.15,0.26,short-term_:_and long-term,2.542397
True,mean,False,mean,Caron,6e+20,Resovsky,CSR,0.15,0.26,short-term_:_and long-term,2.476206
True,mean,False,mean,Caron,6e+20,Resovsky,MSSA,0.15,0.26,short-term_:_and long-term,2.4994
False,mean,False,lower,Caron,6e+20,Resovsky,GFZ,0.15,0.26,short-term_:_and long-term,2.462643
False,mean,False,lower,Caron,6e+20,Resovsky,JPL,0.15,0.26,short-term_:_and long-term,2.549497
False,mean,False,lower,Caron,6e+20,Resovsky,CSR,0.15,0.26,short-term_:_and long-term,2.483139
False,mean,False,lower,Caron,6e+20,Resovsky,MSSA,0.15,0.26,short-term_:_and long-term,2.509583
True,mean,False,lower,Caron,6e+20,Resovsky,GFZ,0.15,0.26,short-term_:_and long-term,2.460494
True,mean,False,lower,Caron,6e+20,Resovsky,JPL,0.15,0.26,short-term_:_and long-term,2.547932
True,mean,False,lower,Caron,6e+20,Resovsky,CSR,0.15,0.26,short-term_:_and long-term,2.481401
True,mean,False,lower,Caron,6e+20,Resovsky,MSSA,0.15,0.26,short-term_:_and long-term,2.506944
False,mean,False,upper,Caron,6e+20,Resovsky,GFZ,0.15,0.26,short-term_:_and long-term,2.450488
False,mean,False,upper,Caron,6e+20,Resovsky,JPL,0.15,0.26,short-term_:_and long-term,2.536951
False,mean,False,upper,Caron,6e+20,Resovsky,CSR,0.15,0.26,short-term_:_and long-term,2.47043
False,mean,False,upper,Caron,6e+20,Resovsky,MSSA,0.15,0.26,short-term_:_and long-term,2.493649
True,mean,False,upper,Caron,6e+20,Resovsky,GFZ,0.15,0.26,short-term_:_and long-term,2.447251
True,mean,False,upper,Caron,6e+20,Resovsky,JPL,0.15,0.26,short-term_:_and long-term,2.535873
True,mean,False,upper,Caron,6e+20,Resovsky,CSR,0.15,0.26,short-term_:_and long-term,2.468451
True,mean,False,upper,Caron,6e+20,Resovsky,MSSA,0.15,0.26,short-term_:_and long-term,2.49052
False,mean,False,mean,Caron,6e+20,Resovsky,GFZ,0.1,0.26,short-term_:_and long-term,2.483926
False,mean,False,mean,Caron,6e+20,Resovsky,JPL,0.1,0.26,short-term_:_and long-term,2.574482
False,mean,False,mean,Caron,6e+20,Resovsky,CSR,0.1,0.26,short-term_:_and long-term,2.505241
False,mean,False,mean,Caron,6e+20,Resovsky,MSSA,0.1,0.26,short-term_:_and long-term,2.5334
True,mean,False,mean,Caron,6e+20,Resovsky,GFZ,0.1,0.26,short-term_:_and long-term,2.479795
True,mean,False,mean,Caron,6e+20,Resovsky,JPL,0.1,0.26,short-term_:_and long-term,2.569934
True,mean,False,mean,Caron,6e+20,Resovsky,CSR,0.1,0.26,short-term_:_and long-term,2.500649
True,mean,False,mean,Caron,6e+20,Resovsky,MSSA,0.1,0.26,short-term_:_and long-term,2.527653
False,mean,False,lower,Caron,6e+20,Resovsky,GFZ,0.1,0.26,short-term_:_and long-term,2.492905
False,mean,False,lower,Caron,6e+20,Resovsky,JPL,0.1,0.26,short-term_:_and long-term,2.583417
False,mean,False,lower,Caron,6e+20,Resovsky,CSR,0.1,0.26,short-term_:_and long-term,2.514949
False,mean,False,lower,Caron,6e+20,Resovsky,MSSA,0.1,0.26,short-term_:_and long-term,2.54426
True,mean,False,lower,Caron,6e+20,Resovsky,GFZ,0.1,0.26,short-term_:_and long-term,2.488097
True,mean,False,lower,Caron,6e+20,Resovsky,JPL,0.1,0.26,short-term_:_and long-term,2.578262
True,mean,False,lower,Caron,6e+20,Resovsky,CSR,0.1,0.26,short-term_:_and long-term,2.509824
True,mean,False,lower,Caron,6e+20,Resovsky,MSSA,0.1,0.26,short-term_:_and long-term,2.536687
False,mean,False,upper,Caron,6e+20,Resovsky,GFZ,0.1,0.26,short-term_:_and long-term,2.473677
False,mean,False,upper,Caron,6e+20,Resovsky,JPL,0.1,0.26,short-term_:_and long-term,2.565004
False,mean,False,upper,Caron,6e+20,Resovsky,CSR,0.1,0.26,short-term_:_and long-term,2.4956
False,mean,False,upper,Caron,6e+20,Resovsky,MSSA,0.1,0.26,short-term_:_and long-term,2.521585
True,mean,False,upper,Caron,6e+20,Resovsky,GFZ,0.1,0.26,short-term_:_and long-term,2.469249
True,mean,False,upper,Caron,6e+20,Resovsky,JPL,0.1,0.26,short-term_:_and long-term,2.561241
True,mean,False,upper,Caron,6e+20,Resovsky,CSR,0.1,0.26,short-term_:_and long-term,2.491587
True,mean,False,upper,Caron,6e+20,Resovsky,MSSA,0.1,0.26,short-term_:_and long-term,2.515758
False,mean,False,mean,Caron,6e+20,Resovsky,GFZ,0.2,0.26,short-term_:_and long-term,2.432124
False,mean,False,mean,Caron,6e+20,Resovsky,JPL,0.2,0.26,short-term_:_and long-term,2.517528
False,mean,False,mean,Caron,6e+20,Resovsky,CSR,0.2,0.26,short-term_:_and long-term,2.453402
False,mean,False,mean,Caron,6e+20,Resovsky,MSSA,0.2,0.26,short-term_:_and long-term,2.477805
True,mean,False,mean,Caron,6e+20,Resovsky,GFZ,0.2,0.26,short-term_:_and long-term,2.431861
True,mean,False,mean,Caron,6e+20,Resovsky,JPL,0.2,0.26,short-term_:_and long-term,2.518664
True,mean,False,mean,Caron,6e+20,Resovsky,CSR,0.2,0.26,short-term_:_and long-term,2.453788
True,mean,False,mean,Caron,6e+20,Resovsky,MSSA,0.2,0.26,short-term_:_and long-term,2.47719
False,mean,False,lower,Caron,6e+20,Resovsky,GFZ,0.2,0.26,short-term_:_and long-term,2.435167
False,mean,False,lower,Caron,6e+20,Resovsky,JPL,0.2,0.26,short-term_:_and long-term,2.518914
False,mean,False,lower,Caron,6e+20,Resovsky,CSR,0.2,0.26,short-term_:_and long-term,2.455388
False,mean,False,lower,Caron,6e+20,Resovsky,MSSA,0.2,0.26,short-term_:_and long-term,2.482584
True,mean,False,lower,Caron,6e+20,Resovsky,GFZ,0.2,0.26,short-term_:_and long-term,2.434885
True,mean,False,lower,Caron,6e+20,Resovsky,JPL,0.2,0.26,short-term_:_and long-term,2.519837
True,mean,False,lower,Caron,6e+20,Resovsky,CSR,0.2,0.26,short-term_:_and long-term,2.455709
True,mean,False,lower,Caron,6e+20,Resovsky,MSSA,0.2,0.26,short-term_:_and long-term,2.481992
False,mean,False,upper,Caron,6e+20,Resovsky,GFZ,0.2,0.26,short-term_:_and long-term,2.426851
False,mean,False,upper,Caron,6e+20,Resovsky,JPL,0.2,0.26,short-term_:_and long-term,2.513857
False,mean,False,upper,Caron,6e+20,Resovsky,CSR,0.2,0.26,short-term_:_and long-term,2.448511
False,mean,False,upper,Caron,6e+20,Resovsky,MSSA,0.2,0.26,short-term_:_and long-term,2.471147
True,mean,False,upper,Caron,6e+20,Resovsky,GFZ,0.2,0.26,short-term_:_and long-term,2.426991
True,mean,False,upper,Caron,6e+20,Resovsky,JPL,0.2,0.26,short-term_:_and long-term,2.513887
True,mean,False,upper,Caron,6e+20,Resovsky,CSR,0.2,0.26,short-term_:_and long-term,2.448412
True,mean,False,upper,Caron,6e+20,Resovsky,MSSA,0.2,0.26,short-term_:_and long-term,2.470634
False,mean,False,mean,Lambeck_2017,3e+19,,GFZ,,,long-term,2.142741
False,mean,False,mean,Lambeck_2017,3e+19,,JPL,,,long-term,2.220658
False,mean,False,mean,Lambeck_2017,3e+19,,CSR,,,long-term,2.156007
False,mean,False,mean,Lambeck_2017,3e+19,,MSSA,,,long-term,2.17821
True,mean,False,mean,Lambeck_2017,3e+19,,GFZ,,,long-term,2.144423
True,mean,False,mean,Lambeck_2017,3e+19,,JPL,,,long-term,2.222117
True,mean,False,mean,Lambeck_2017,3e+19,,CSR,,,long-term,2.157228
True,mean,False,mean,Lambeck_2017,3e+19,,MSSA,,,long-term,2.179555
False,mean,False,lower,Lambeck_2017,3e+19,,GFZ,,,long-term,2.131133
False,mean,False,lower,Lambeck_2017,3e+19,,JPL,,,long-term,2.207163
False,mean,False,lower,Lambeck_2017,3e+19,,CSR,,,long-term,2.144044
False,mean,False,lower,Lambeck_2017,3e+19,,MSSA,,,long-term,2.165896
True,mean,False,lower,Lambeck_2017,3e+19,,GFZ,,,long-term,2.131923
True,mean,False,lower,Lambeck_2017,3e+19,,JPL,,,long-term,2.208787
True,mean,False,lower,Lambeck_2017,3e+19,,CSR,,,long-term,2.145119
True,mean,False,lower,Lambeck_2017,3e+19,,MSSA,,,long-term,2.169189
False,mean,False,upper,Lambeck_2017,3e+19,,GFZ,,,long-term,2.152076
False,mean,False,upper,Lambeck_2017,3e+19,,JPL,,,long-term,2.230861
False,mean,False,upper,Lambeck_2017,3e+19,,CSR,,,long-term,2.167391
False,mean,False,upper,Lambeck_2017,3e+19,,MSSA,,,long-term,2.187508
True,mean,False,upper,Lambeck_2017,3e+19,,GFZ,,,long-term,2.154388
True,mean,False,upper,Lambeck_2017,3e+19,,JPL,,,long-term,2.23212
True,mean,False,upper,Lambeck_2017,3e+19,,CSR,,,long-term,2.167657
True,mean,False,upper,Lambeck_2017,3e+19,,MSSA,,,long-term,2.188056
False,mean,False,mean,Lambeck_2017,3e+19,PAR3P,GFZ,0.15,0.26,short-term_:_and long-term,2.488134
False,mean,False,mean,Lambeck_2017,3e+19,PAR3P,JPL,0.15,0.26,short-term_:_and long-term,2.577417
False,mean,False,mean,Lambeck_2017,3e+19,PAR3P,CSR,0.15,0.26,short-term_:_and long-term,2.511803
False,mean,False,mean,Lambeck_2017,3e+19,PAR3P,MSSA,0.15,0.26,short-term_:_and long-term,2.539561
True,mean,False,mean,Lambeck_2017,3e+19,PAR3P,GFZ,0.15,0.26,short-term_:_and long-term,2.483323
True,mean,False,mean,Lambeck_2017,3e+19,PAR3P,JPL,0.15,0.26,short-term_:_and long-term,2.57203
True,mean,False,mean,Lambeck_2017,3e+19,PAR3P,CSR,0.15,0.26,short-term_:_and long-term,2.507007
True,mean,False,mean,Lambeck_2017,3e+19,PAR3P,MSSA,0.15,0.26,short-term_:_and long-term,2.532153
False,mean,False,lower,Lambeck_2017,3e+19,PAR3P,GFZ,0.15,0.26,short-term_:_and long-term,2.497427
False,mean,False,lower,Lambeck_2017,3e+19,PAR3P,JPL,0.15,0.26,short-term_:_and long-term,2.584783
False,mean,False,lower,Lambeck_2017,3e+19,PAR3P,CSR,0.15,0.26,short-term_:_and long-term,2.52163
False,mean,False,lower,Lambeck_2017,3e+19,PAR3P,MSSA,0.15,0.26,short-term_:_and long-term,2.549981
True,mean,False,lower,Lambeck_2017,3e+19,PAR3P,GFZ,0.15,0.26,short-term_:_and long-term,2.491718
True,mean,False,lower,Lambeck_2017,3e+19,PAR3P,JPL,0.15,0.26,short-term_:_and long-term,2.580804
True,mean,False,lower,Lambeck_2017,3e+19,PAR3P,CSR,0.15,0.26,short-term_:_and long-term,2.515468
True,mean,False,lower,Lambeck_2017,3e+19,PAR3P,MSSA,0.15,0.26,short-term_:_and long-term,2.543886
False,mean,False,upper,Lambeck_2017,3e+19,PAR3P,GFZ,0.15,0.26,short-term_:_and long-term,2.478535
False,mean,False,upper,Lambeck_2017,3e+19,PAR3P,JPL,0.15,0.26,short-term_:_and long-term,2.567033
False,mean,False,upper,Lambeck_2017,3e+19,PAR3P,CSR,0.15,0.26,short-term_:_and long-term,2.500999
False,mean,False,upper,Lambeck_2017,3e+19,PAR3P,MSSA,0.15,0.26,short-term_:_and long-term,2.526657
True,mean,False,upper,Lambeck_2017,3e+19,PAR3P,GFZ,0.15,0.26,short-term_:_and long-term,2.472596
True,mean,False,upper,Lambeck_2017,3e+19,PAR3P,JPL,0.15,0.26,short-term_:_and long-term,2.563252
True,mean,False,upper,Lambeck_2017,3e+19,PAR3P,CSR,0.15,0.26,short-term_:_and long-term,2.496216
True,mean,False,upper,Lambeck_2017,3e+19,PAR3P,MSSA,0.15,0.26,short-term_:_and long-term,2.52073
False,mean,False,mean,Lambeck_2017,3e+19,PAR3P,GFZ,0.1,0.26,short-term_:_and long-term,2.528881
False,mean,False,mean,Lambeck_2017,3e+19,PAR3P,JPL,0.1,0.26,short-term_:_and long-term,2.615333
False,mean,False,mean,Lambeck_2017,3e+19,PAR3P,CSR,0.1,0.26,short-term_:_and long-term,2.553426
False,mean,False,mean,Lambeck_2017,3e+19,PAR3P,MSSA,0.1,0.26,short-term_:_and long-term,2.578806
True,mean,False,mean,Lambeck_2017,3e+19,PAR3P,GFZ,0.1,0.26,short-term_:_and long-term,2.523694
True,mean,False,mean,Lambeck_2017,3e+19,PAR3P,JPL,0.1,0.26,short-term_:_and long-term,2.60913
True,mean,False,mean,Lambeck_2017,3e+19,PAR3P,CSR,0.1,0.26,short-term_:_and long-term,2.54936
True,mean,False,mean,Lambeck_2017,3e+19,PAR3P,MSSA,0.1,0.26,short-term_:_and long-term,2.571602
False,mean,False,lower,Lambeck_2017,3e+19,PAR3P,GFZ,0.1,0.26,short-term_:_and long-term,2.541419
False,mean,False,lower,Lambeck_2017,3e+19,PAR3P,JPL,0.1,0.26,short-term_:_and long-term,2.626942
False,mean,False,lower,Lambeck_2017,3e+19,PAR3P,CSR,0.1,0.26,short-term_:_and long-term,2.566881
False,mean,False,lower,Lambeck_2017,3e+19,PAR3P,MSSA,0.1,0.26,short-term_:_and long-term,2.592225
True,mean,False,lower,Lambeck_2017,3e+19,PAR3P,GFZ,0.1,0.26,short-term_:_and long-term,2.535675
True,mean,False,lower,Lambeck_2017,3e+19,PAR3P,JPL,0.1,0.26,short-term_:_and long-term,2.621164
True,mean,False,lower,Lambeck_2017,3e+19,PAR3P,CSR,0.1,0.26,short-term_:_and long-term,2.559487
True,mean,False,lower,Lambeck_2017,3e+19,PAR3P,MSSA,0.1,0.26,short-term_:_and long-term,2.584824
False,mean,False,upper,Lambeck_2017,3e+19,PAR3P,GFZ,0.1,0.26,short-term_:_and long-term,2.516422
False,mean,False,upper,Lambeck_2017,3e+19,PAR3P,JPL,0.1,0.26,short-term_:_and long-term,2.601414
False,mean,False,upper,Lambeck_2017,3e+19,PAR3P,CSR,0.1,0.26,short-term_:_and long-term,2.540208
False,mean,False,upper,Lambeck_2017,3e+19,PAR3P,MSSA,0.1,0.26,short-term_:_and long-term,2.563171
True,mean,False,upper,Lambeck_2017,3e+19,PAR3P,GFZ,0.1,0.26,short-term_:_and long-term,2.51011
True,mean,False,upper,Lambeck_2017,3e+19,PAR3P,JPL,0.1,0.26,short-term_:_and long-term,2.596505
True,mean,False,upper,Lambeck_2017,3e+19,PAR3P,CSR,0.1,0.26,short-term_:_and long-term,2.53316
True,mean,False,upper,Lambeck_2017,3e+19,PAR3P,MSSA,0.1,0.26,short-term_:_and long-term,2.5579
False,mean,False,mean,Lambeck_2017,3e+19,PAR3P,GFZ,0.2,0.26,short-term_:_and long-term,2.462034
False,mean,False,mean,Lambeck_2017,3e+19,PAR3P,JPL,0.2,0.26,short-term_:_and long-term,2.551339
False,mean,False,mean,Lambeck_2017,3e+19,PAR3P,CSR,0.2,0.26,short-term_:_and long-term,2.482277
False,mean,False,mean,Lambeck_2017,3e+19,PAR3P,MSSA,0.2,0.26,short-term_:_and long-term,2.506903
True,mean,False,mean,Lambeck_2017,3e+19,PAR3P,GFZ,0.2,0.26,short-term_:_and long-term,2.457004
True,mean,False,mean,Lambeck_2017,3e+19,PAR3P,JPL,0.2,0.26,short-term_:_and long-term,2.548363
True,mean,False,mean,Lambeck_2017,3e+19,PAR3P,CSR,0.2,0.26,short-term_:_and long-term,2.479442
True,mean,False,mean,Lambeck_2017,3e+19,PAR3P,MSSA,0.2,0.26,short-term_:_and long-term,2.502376
False,mean,False,lower,Lambeck_2017,3e+19,PAR3P,GFZ,0.2,0.26,short-term_:_and long-term,2.466261
False,mean,False,lower,Lambeck_2017,3e+19,PAR3P,JPL,0.2,0.26,short-term_:_and long-term,2.554683
False,mean,False,lower,Lambeck_2017,3e+19,PAR3P,CSR,0.2,0.26,short-term_:_and long-term,2.487518
False,mean,False,lower,Lambeck_2017,3e+19,PAR3P,MSSA,0.2,0.26,short-term_:_and long-term,2.514256
True,mean,False,lower,Lambeck_2017,3e+19,PAR3P,GFZ,0.2,0.26,short-term_:_and long-term,2.462176
True,mean,False,lower,Lambeck_2017,3e+19,PAR3P,JPL,0.2,0.26,short-term_:_and long-term,2.55307
True,mean,False,lower,Lambeck_2017,3e+19,PAR3P,CSR,0.2,0.26,short-term_:_and long-term,2.483206
True,mean,False,lower,Lambeck_2017,3e+19,PAR3P,MSSA,0.2,0.26,short-term_:_and long-term,2.508194
False,mean,False,upper,Lambeck_2017,3e+19,PAR3P,GFZ,0.2,0.26,short-term_:_and long-term,2.454152
False,mean,False,upper,Lambeck_2017,3e+19,PAR3P,JPL,0.2,0.26,short-term_:_and long-term,2.545361
